BCC_Name,B2_Name,Misfit,a_BCC,a_B2,B2_Formation_Energy,B2_VEC,B2_delta_r,B2_chi_avg,B2_delta_chi,B2_Hmix,BCC_Mo,BCC_Ta,BCC_V,BCC_Nb,B2_Name.1,B2_Ru,B2_Hf,B2_Ti,B2_Zr,B2_Al,B2_Mo,B2_Nb,B2_Ta,B2_W,B2_V,B2_Cr,B2_Cu,B2_Si,BCC_formation_energy_per_atom_from_BCC,BCC_formation_energy_eV_per_atom_calc,DeltaE_B2_minus_BCC_eV_per_atom,lattice_misfit_delta,S_conf_eV_per_K,Ts_star_K_simple,S_conf_eV_per_K_fixed,lattice_misfit_delta_fixed,DeltaE_B2_minus_BCC_eV_per_atom_fixed,Ts_star_K_simple_fixed,DeltaS_Exact_eV_K,DeltaH_eV,Term_Thermo_Ratio,T_Base_K,Misfit_Abs,Ts_Target_K,Ts_Target_C,Misfit_Sq,Misfit_Cub,Strain_Energy_Term,Predicted_Solvus_K,Predicted_Solvus_C
Nb50-V50,B2_TERN_SOL_083_Ru_Hf75_Ta25,0.015711312,3.16642062,3.216563145,-1.032519678,6.125,0.077231013,1.774,0.430260386,-12.36,0.0,0.0,0.5,0.5,B2_TERN_SOL_083_Ru_Hf75_Ta25,0.5,0.375,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.066743061,0.066743061,,0.0157113120904201,0.0001225209700703,,8.39599492769963e-05,0.0157113120904201,-1.099262739,-13092.703705350865,5.9730802546012426e-05,1.099262739,18403.61575843896,2063.6129609642917,0.0157113120904201,1749.3867191558898,1476.2367191558897,0.0002468453276025808,3.8782639800261386e-06,4.1326303528640596,1749.3867105682564,1476.2367105682565
Nb75-V25,B2_TERN_SOL_081_Ru_Hf75_Mo25,-0.014901078,3.24817106,3.200127757,-0.833822359,6.25,0.078536263,1.8532,0.433268693,-13.32,0.0,0.0,0.25,0.75,B2_TERN_SOL_081_Ru_Hf75_Mo25,0.5,0.375,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046009832,0.046009832,,-0.0149010783660772,0.0001202261929318,,8.39599492769963e-05,-0.0149010783660772,-0.879832191,-10479.189167888888,4.8458293461967755e-05,0.879832191,18156.483197051333,2035.9017783657334,0.0149010783660772,1737.8802110441893,1464.7302110441892,0.00022204213647197395,3.308667276140092e-06,4.582128684458164,1737.8802073659126,1464.7302073659125
Mo25-V75,B2_TERN_SOL_097_Ru_Ti75_V25,0.011213993,3.02092873,3.05499642,-0.905306641,6.125,0.045415458,1.8808,0.320355053,-8.08,0.25,0.0,0.75,0.0,B2_TERN_SOL_097_Ru_Ti75_V25,0.5,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,-0.058074166,-0.058074166,,0.0112139926542709,0.0001165945065513,,8.39599492769963e-05,0.0112139926542709,-0.847232475,-10090.91218248423,4.8458293461967755e-05,0.847232475,17483.745597953137,1960.4671438325468,0.0112139926542709,1736.1872907471288,1463.0372907471287,0.0001257536312500417,1.4102002970858593e-06,2.5950899684228212,1736.1873122848842,1463.0373122848841
Nb75-Ta25,B2_PENALTY_144_Ru75Al25_Zr,-0.005046298,3.31909493,3.302387941,-0.797935587,5.375,0.082563072,1.6942,0.405448344,-17.328,0.0,0.25,0.0,0.75,B2_PENALTY_144_Ru75Al25_Zr,0.375,0.0,0.0,0.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005091276,-0.005091276,,-0.0050462983369393,0.0001239926926776,,8.39599492769963e-05,-0.0050462983369393,-0.792844311,-9443.125178462044,4.8458293461967755e-05,0.792844311,16361.37499605222,1834.6147813680695,0.0050462983369393,1733.6888146292836,1460.5388146292835,2.5465126905396342e-05,1.2850462755264977e-07,0.5255060606990322,1733.6888783669096,1460.5388783669096
Mo75-V25,B2_MULTI_168_A_Ru75_Al25_B_TiAl,-0.012068002,3.10818653,3.070901903,-0.941385339,5.125,0.038098056,1.814653465,0.300496501,-15.04950495,0.75,0.0,0.25,0.0,B2_MULTI_168_A_Ru75_Al25_B_TiAl,0.375,0.0,0.25,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.089033116,-0.089033116,,-0.0120680023936467,0.0001242867075528,,9.325639537147706e-05,-0.0120680023936467,-0.852352223,-9139.879571848604,4.8458293461967755e-05,0.852352223,17589.398266139196,1972.314066648746,0.0120680023936467,1730.9540187758118,1457.804018775812,0.00014563668177306247,1.7575438242400807e-06,3.00540261260675,1730.9540341537613,1457.8040341537612
Mo25-Ta75,B2_TERN_SOL_103_Ru_Zr75_Ta25,-0.006106006,3.26436851,3.244496924,-0.863325979,6.125,0.083152864,1.7854,0.41776649,-14.64,0.25,0.75,0.0,0.0,B2_TERN_SOL_103_Ru_Zr75_Ta25,0.5,0.0,0.0,0.375,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,-0.066412535,-0.066412535,,-0.0061060060932272,0.0001191057990161,,8.39599492769963e-05,-0.0061060060932272,-0.796913444,-9491.59034590248,4.8458293461967755e-05,0.796913444,16445.346855341766,1844.0306167919707,0.0061060060932272,1721.9104949274267,1448.7604949274269,3.7283310410527694e-05,2.276521205423632e-07,0.7693896698980807,1721.9105507217066,1448.7605507217067
Nb75-V25,B2_MULTI_166_A_Ru75_Al25_B_TiZr,-0.012955034,3.24817106,3.206361714,-0.808063227,5.375,0.070305818,1.7467,0.366628027,-14.288,0.0,0.0,0.25,0.75,B2_MULTI_166_A_Ru75_Al25_B_TiZr,0.375,0.0,0.25,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046009832,0.046009832,,-0.0129550340710688,0.0001282451438006,,0.00011382535055,-0.0129550340710688,-0.854073059,-7503.364187969822,4.8458293461967755e-05,0.854073059,17624.909958298776,1976.2960226495757,0.0129550340710688,1717.1953412281996,1444.0453412281995,0.00016783290778255348,2.174281038569528e-06,3.463450645745011,1717.195349735858,1444.045349735858
Mo25-V75,B2_MULTI_168_A_Ru75_Al25_B_TiAl,0.016406619,3.02092873,3.070901903,-0.941385339,5.125,0.038098056,1.814653465,0.300496501,-15.04950495,0.25,0.0,0.75,0.0,B2_MULTI_168_A_Ru75_Al25_B_TiAl,0.375,0.0,0.25,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.058074166,-0.058074166,,0.0164066192941382,0.0001241610451536,,9.325639537147706e-05,0.0164066192941382,-0.883311173,-9471.856267673897,4.8458293461967755e-05,0.883311173,18228.27652181483,2043.9520244389669,0.0164066192941382,1715.8196385562028,1442.6696385562027,0.0002691771566627879,4.416287132044957e-06,5.554821217013146,1715.8196232904222,1442.6696232904224
Ta50-V50,B2_TERN_SOL_083_Ru_Hf75_Ta25,0.018048267,3.15902895,3.216563145,-1.032519678,6.125,0.077231013,1.774,0.430260386,-12.36,0.0,0.5,0.5,0.0,B2_TERN_SOL_083_Ru_Hf75_Ta25,0.5,0.375,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.072084764,0.072084764,,0.0180482672488161,0.0001226789030792,,8.39599492769963e-05,0.0180482672488161,-1.104604442,-13156.325742357783,5.9730802546012426e-05,1.104604442,18493.045378874496,2073.640779749862,0.0180482672488161,1712.6754347735398,1439.52543477354,0.00032573995068468784,5.879041683573423e-06,5.453466834532494,1712.6754080593093,1439.5254080593095
Nb25-Mo75,B2_TERN_SOL_085_Ru_Hf75_W25,0.003073165,3.19107183,3.200893611,-0.836868509,6.25,0.078536263,1.8772,0.454612098,-12.84,0.75,0.0,0.0,0.25,B2_TERN_SOL_085_Ru_Hf75_W25,0.5,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,-0.070457653,-0.070457653,,0.0030731646128749,0.0001189377736656,,8.39599492769963e-05,0.0030731646128749,-0.766410856,-9128.291079256102,4.8458293461967755e-05,0.766410856,15815.886223923953,1773.4486651548352,0.0030731646128749,1711.9853728973371,1438.835372897337,9.444340737826534e-06,2.9024013747421323e-08,0.19489627188870934,1711.9854489490683,1438.8354489490685
Nb25-Mo75,B2_TERN_SOL_081_Ru_Hf75_Mo25,0.002833874,3.19107183,3.200127757,-0.833822359,6.25,0.078536263,1.8532,0.433268693,-13.32,0.75,0.0,0.0,0.25,B2_TERN_SOL_081_Ru_Hf75_Mo25,0.5,0.375,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.070457653,-0.070457653,,0.0028338739470507,0.0001185536672065,,8.39599492769963e-05,0.0028338739470507,-0.7633647060000001,-9092.010090210357,4.8458293461967755e-05,0.7633647060000001,15753.024951221672,1766.3999776146352,0.0028338739470507,1709.7224986736212,1436.5724986736213,8.030841547772712e-06,2.2758392635125408e-08,0.16572687509261294,1709.7225762396893,1436.5725762396892
Ta75-V25,B2_TERN_SOL_107_Ru_Zr75_V25,-0.009240672,3.23816412,3.208378924,-0.759667971,6.125,0.087712313,1.801,0.409156449,-14.16,0.0,0.75,0.25,0.0,B2_TERN_SOL_107_Ru_Zr75_V25,0.5,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.057672619,0.057672619,,-0.0092406723407275,0.000121229421341,,8.39599492769963e-05,-0.0092406723407275,-0.81734059,-9734.886657726203,4.8458293461967755e-05,0.81734059,16866.887618349287,1891.2983381753736,0.0092406723407275,1706.4848913608237,1433.3348913608238,8.539002530868625e-05,7.890612450439983e-07,1.7621343883210452,1706.4849247600525,1433.3349247600527
Nb50-V50,B2_MULTI_170_A_Ru75_Al25_B_ZrAl,0.004315675,3.16642062,3.180115415,-0.885427863,5.125,0.069992928,1.762673267,0.356461963,-18.02960494,0.0,0.0,0.5,0.5,B2_MULTI_170_A_Ru75_Al25_B_ZrAl,0.375,0.0,0.0,0.25,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066743061,0.066743061,,0.0043156754880066,0.0001298587637284,,9.325639537147706e-05,0.0043156754880066,-0.952170924,-10210.247996473883,5.9730802546012426e-05,0.952170924,15941.036842197362,1787.48190956352,0.0043156754880066,1701.168399803388,1428.018399803388,1.8625054917781005e-05,8.037969297144428e-08,0.31181658581321703,1701.1684667113702,1428.0184667113704
Mo25-Ta75,B2_PENALTY_156_Ru75Si25_Zr,0.006428847,3.26436851,3.285422312,-0.857108746,5.5,0.109630837,1.729,0.409156449,-12.2208,0.25,0.75,0.0,0.0,B2_PENALTY_156_Ru75Si25_Zr,0.375,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.066412535,-0.066412535,,0.0064288471409751,0.000124179659627,,8.39599492769963e-05,0.0064288471409751,-0.790696211,-9417.54036071861,4.8458293461967755e-05,0.790696211,16317.046154763453,1829.6441509969109,0.0064288471409751,1701.067208177409,1427.917208177409,4.133007556202372e-05,2.6570473811320107e-07,0.8528999395007878,1701.0672605725786,1427.9172605725785
Mo75-Ta25,B2_PENALTY_122_Ru75Si25_Hf,0.019451607,3.18583421,3.248412429,-1.009713639,5.5,0.103842692,1.714,0.423797121,-9.9408,0.75,0.25,0.0,0.0,B2_PENALTY_122_Ru75Si25_Hf,0.375,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.10728083,-0.10728083,,0.0194516071611845,0.0001243633891448,,8.39599492769963e-05,0.0194516071611845,-0.902432809,-10748.37248915838,4.8458293461967755e-05,0.9024328090000001,18622.87638561333,2088.1988400657237,0.0194516071611845,1699.1666968420338,1426.016696842034,0.0003783650211530441,7.3598077550022765e-06,7.808055012296336,1699.1666597272033,1426.0166597272032
Nb50-Mo50,B2_TERN_SOL_083_Ru_Hf75_Ta25,-0.004618269,3.23145248,3.216563145,-1.032519678,6.125,0.077231013,1.774,0.430260386,-12.36,0.5,0.0,0.0,0.5,B2_TERN_SOL_083_Ru_Hf75_Ta25,0.5,0.375,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,-0.081133539,-0.081133539,,-0.0046182688957117,0.0001202244933637,,8.39599492769963e-05,-0.0046182688957117,-0.951386139,-11331.428224917532,5.9730802546012426e-05,0.9513861390000001,15927.898143794719,1786.00865622734,0.0046182688957117,1693.643278313106,1420.4932783131062,2.1328407593098165e-05,9.850032138226651e-08,0.35707552358212924,1693.6433427167387,1420.4933427167389
Nb25-Mo75,B2_PENALTY_118_Ru75Cu25_Hf,0.014061816,3.19107183,3.236261822,-0.923389889,6.375,0.088438935,1.714,0.423797121,-13.5888,0.75,0.0,0.0,0.25,B2_PENALTY_118_Ru75Cu25_Hf,0.375,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,-0.070457653,-0.070457653,,0.0140618161267972,0.0001173523208476,,8.39599492769963e-05,0.0140618161267972,-0.852932236,-10158.798848079938,4.8458293461967755e-05,0.852932236,17601.36758983103,1973.656197012075,0.0140618161267972,1692.4198744761309,1419.269874476131,0.00019773467278385383,2.780508610578963e-06,4.080512512043885,1692.4198739797316,1419.2698739797315
Nb75-Mo25,B2_TERN_SOL_103_Ru_Zr75_Ta25,-0.009422562,3.27521311,3.244496924,-0.863325979,6.125,0.083152864,1.7854,0.41776649,-14.64,0.25,0.0,0.0,0.75,B2_TERN_SOL_103_Ru_Zr75_Ta25,0.5,0.0,0.0,0.375,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,-0.051633618,-0.051633618,,-0.0094225619973332,0.000119059519147,,8.39599492769963e-05,-0.0094225619973332,-0.811692361,-9667.613760962466,4.8458293461967755e-05,0.811692361,16750.329056409148,1878.2285282919145,0.0094225619973332,1689.7772883452506,1416.6272883452507,8.878467459358781e-05,8.36579100771135e-07,1.8321873976695033,1689.7773195476957,1416.6273195476956
Nb50-V50,B2_MULTI_160_A_Ru75_Al25_B_HfTi,0.006304748,3.16642062,3.186447237,-0.900034303,5.375,0.065459775,1.7392,0.375280375,-13.148,0.0,0.0,0.5,0.5,B2_MULTI_160_A_Ru75_Al25_B_HfTi,0.375,0.25,0.25,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066743061,0.066743061,,0.0063047484854996,0.0001300674305982,,0.00011382535055,0.0063047484854996,-0.966777364,-8493.515366555386,5.9730802546012426e-05,0.966777364,16185.57465815502,1814.902141167993,0.0063047484854996,1688.807171458001,1415.657171458001,3.9749853465409505e-05,2.506128284348716e-07,0.6654833313982179,1688.8072240094018,1415.657224009402
Mo50-Ta50,B2_TERN_SOL_083_Ru_Hf75_Ta25,-0.001622889,3.22178751,3.216563145,-1.032519678,6.125,0.077231013,1.774,0.430260386,-12.36,0.5,0.5,0.0,0.0,B2_TERN_SOL_083_Ru_Hf75_Ta25,0.5,0.375,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,-0.117789084,-0.117789084,,-0.0016228892397909,0.0001203428444614,,8.39599492769963e-05,-0.0016228892397909,-0.914730594,-10894.844528575984,5.9730802546012426e-05,0.9147305940000001,15314.219046284465,1717.1963013011443,0.0016228892397909,1684.7385165053263,1411.5885165053264,2.6337694846290854e-06,4.2743161566941665e-09,0.04409399124681464,1684.7386009671345,1411.5886009671344
Nb75-V25,B2_PENALTY_152_Ru75Cu25_Zr,0.007636191,3.24817106,3.273069781,-0.744916574,6.375,0.094607143,1.729,0.409156449,-15.8688,0.0,0.0,0.25,0.75,B2_PENALTY_152_Ru75Cu25_Zr,0.375,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.046009832,0.046009832,,0.0076361912117882,0.0001190413052563,,8.39599492769963e-05,0.0076361912117882,-0.790926406,-9420.282084623666,4.8458293461967755e-05,0.790926406,16321.796528405494,1830.1768144009836,0.0076361912117882,1677.4529901652197,1404.3029901652199,5.8311416222991346e-05,4.4527712410893037e-07,1.2033320213547505,1677.4530329318636,1404.3030329318635
Ta50-V50,B2_MULTI_170_A_Ru75_Al25_B_ZrAl,0.00665278,3.15902895,3.180115415,-0.885427863,5.125,0.069992928,1.762673267,0.356461963,-18.02960494,0.0,0.5,0.5,0.0,B2_MULTI_170_A_Ru75_Al25_B_ZrAl,0.375,0.0,0.0,0.25,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072084764,0.072084764,,0.0066527795506357,0.0001300255005048,,9.325639537147706e-05,0.0066527795506357,-0.957512627,-10267.52774633685,5.9730802546012426e-05,0.957512627,16030.466462632898,1797.5097283490902,0.0066527795506357,1664.454137336376,1391.3041373363762,4.4259475749356554e-05,2.9444853518717594e-07,0.7409824389227343,1664.4541861165696,1391.3041861165698
Nb25-Mo75,B2_PENALTY_114_Ru75Cr25_Hf,0.010707662,3.19107183,3.225424668,-0.878162691,5.75,0.088438935,1.6852,0.418297693,-10.488,0.75,0.0,0.0,0.25,B2_PENALTY_114_Ru75Cr25_Hf,0.375,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,-0.070457653,-0.070457653,,0.0107076620428945,0.0001217061738241,,8.39599492769963e-05,0.0107076620428945,-0.807705038,-9620.122986678583,4.8458293461967755e-05,0.807705038,16668.04545302288,1869.001998426723,0.0107076620428945,1654.848757568833,1381.6987575688331,0.00011465402642484363,1.227676566814321e-06,2.366035166195633,1654.8487779669047,1381.6987779669048
Ta50-V50,B2_MULTI_160_A_Ru75_Al25_B_HfTi,0.008641837,3.15902895,3.186447237,-0.900034303,5.375,0.065459775,1.7392,0.375280375,-13.148,0.0,0.5,0.5,0.0,B2_MULTI_160_A_Ru75_Al25_B_HfTi,0.375,0.25,0.25,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072084764,0.072084764,,0.0086418374892562,0.0001302310924073,,0.00011382535055,0.0086418374892562,-0.972119067,-8540.444306147392,5.9730802546012426e-05,0.972119067,16275.004278590557,1824.9299599535634,0.0086418374892562,1652.0932101684393,1378.9432101684392,7.468135519071389e-05,6.453841350355693e-07,1.2502988744071304,1652.0932445921721,1378.943244592172
Nb50-Mo50,B2_TERN_SOL_079_Ru_Hf75_Nb25,-0.003189677,3.23145248,3.221161604,-0.990479496,6.125,0.077231013,1.786,0.423797121,-13.1472,0.5,0.0,0.0,0.5,B2_TERN_SOL_079_Ru_Hf75_Nb25,0.5,0.375,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,-0.081133539,-0.081133539,,-0.003189676576356,0.0001201646650356,,8.39599492769963e-05,-0.003189676576356,-0.909345957,-10830.711128706536,5.9730802546012426e-05,0.909345957,15224.07063423438,1707.0878838054357,0.003189676576356,1643.2943522783157,1370.1443522783156,1.0174036661754134e-05,3.2451886426984354e-08,0.17033149109149787,1643.2944236322076,1370.1444236322077
Mo25-Ta75,B2_TERN_SOL_099_Ru_Zr75_Nb25,-0.004817858,3.26436851,3.24867904,-0.818094975,6.125,0.083152864,1.7974,0.410773952,-15.4272,0.25,0.75,0.0,0.0,B2_TERN_SOL_099_Ru_Zr75_Nb25,0.5,0.0,0.0,0.375,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,-0.066412535,-0.066412535,,-0.0048178582697435,0.0001190363103051,,8.39599492769963e-05,-0.0048178582697435,-0.75168244,-8952.869153363687,4.8458293461967755e-05,0.75168244,15511.946176766503,1739.3676112520116,0.0048178582697435,1643.0104458571416,1369.8604458571417,2.3211758307335827e-05,1.118309617162853e-07,0.4790048647824022,1643.0105060173423,1369.8605060173422
Ta75-V25,B2_PENALTY_152_Ru75Cu25_Zr,0.010721673,3.23816412,3.273069781,-0.744916574,6.375,0.094607143,1.729,0.409156449,-15.8688,0.0,0.75,0.25,0.0,B2_PENALTY_152_Ru75Cu25_Zr,0.375,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.057672619,0.057672619,,0.0107216731976527,0.0001194132120521,,8.39599492769963e-05,0.0107216731976527,-0.802589193,-9559.191017995252,4.8458293461967755e-05,0.802589193,16562.473328325275,1857.1641070198336,0.0107216731976527,1642.7306430667795,1369.5806430667794,0.00011495427615726429,1.2325021816309074e-06,2.372231210483827,1642.7306626810025,1369.5806626810027
Nb50-V50,B2_TERN_SOL_079_Ru_Hf75_Nb25,0.017139813,3.16642062,3.221161604,-0.990479496,6.125,0.077231013,1.786,0.423797121,-13.1472,0.0,0.0,0.5,0.5,B2_TERN_SOL_079_Ru_Hf75_Nb25,0.5,0.375,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.066743061,0.066743061,,0.0171398134944776,0.000122461062253,,8.39599492769963e-05,0.0171398134944776,-1.057222557,-12591.986609139867,5.9730802546012426e-05,1.057222557,17699.788248878624,1984.6921885423878,0.0171398134944776,1641.895918652836,1368.7459186528358,0.0002937732066254765,5.035217971235299e-06,4.918286614333939,1641.8958941587116,1368.7458941587115
Nb50-Mo50,B2_PENALTY_122_Ru75Si25_Hf,0.005234661,3.23145248,3.248412429,-1.009713639,5.5,0.103842692,1.714,0.423797121,-9.9408,0.5,0.0,0.0,0.5,B2_PENALTY_122_Ru75Si25_Hf,0.375,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.081133539,-0.081133539,,0.0052346612894487,0.0001254291662536,,8.39599492769963e-05,0.0052346612894487,-0.9285801,-11059.798249001758,5.9730802546012426e-05,0.9285801000000001,15546.08443917503,1743.1955634161798,0.0052346612894487,1638.5023376272059,1365.352337627206,2.7401678815252727e-05,1.4343850736010997e-07,0.45875289879362313,1638.5023946702051,1365.3523946702053
Mo25-Ta75,B2_PENALTY_114_Ru75Cr25_Hf,-0.012001566,3.26436851,3.225424668,-0.878162691,5.75,0.088438935,1.6852,0.418297693,-10.488,0.25,0.75,0.0,0.0,B2_PENALTY_114_Ru75Cr25_Hf,0.375,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,-0.066412535,-0.066412535,,-0.0120015664388249,0.0001216918638546,,8.39599492769963e-05,-0.0120015664388249,-0.811750156,-9668.30212488476,4.8458293461967755e-05,0.811750156,16751.521731509136,1878.362263957061,0.0120015664388249,1638.330935180563,1365.1809351805632,0.0001440375969855282,1.7286767899105018e-06,2.9724034152910352,1638.330945758562,1365.1809457585618
Mo50-Ta50,B2_TERN_SOL_079_Ru_Hf75_Nb25,-0.000194292,3.22178751,3.221161604,-0.990479496,6.125,0.077231013,1.786,0.423797121,-13.1472,0.5,0.5,0.0,0.0,B2_TERN_SOL_079_Ru_Hf75_Nb25,0.5,0.375,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,-0.117789084,-0.117789084,,-0.0001942917719588,0.0001202827410328,,8.39599492769963e-05,-0.0001942917719588,-0.872690412,-10394.127432364983,5.9730802546012426e-05,0.872690412,14610.391536724128,1638.2755288792403,0.0001942917719588,1634.3896934400643,1361.2396934400645,3.774929265089034e-08,7.33437695933279e-12,0.0006319903808727654,1634.3897848521726,1361.2397848521728
Nb75-V25,B2_PENALTY_144_Ru75Al25_Zr,0.01655336,3.24817106,3.302387941,-0.797935587,5.375,0.082563072,1.6942,0.405448344,-17.328,0.0,0.0,0.25,0.75,B2_PENALTY_144_Ru75Al25_Zr,0.375,0.0,0.0,0.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046009832,0.046009832,,0.0165533601000229,0.0001259955721034,,8.39599492769963e-05,0.0165533601000229,-0.843945419,-10051.761896802716,4.8458293461967755e-05,0.843945419,17415.912916173293,1952.861007998415,0.0165533601000229,1621.793805997957,1348.6438059979569,0.0002740137306010301,4.535847954989516e-06,5.654630219615315,1621.7937843891511,1348.6437843891513
Nb75-V25,B2_TERN_SOL_107_Ru_Zr75_V25,-0.01232613,3.24817106,3.208378924,-0.759667971,6.125,0.087712313,1.801,0.409156449,-14.16,0.0,0.0,0.25,0.75,B2_TERN_SOL_107_Ru_Zr75_V25,0.5,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.046009832,0.046009832,,-0.0123261296198773,0.0001208546492762,,8.39599492769963e-05,-0.0123261296198773,-0.805677803,-9595.977724354618,4.8458293461967755e-05,0.805677803,16626.210818429503,1864.3110455565234,0.0123261296198773,1617.7884531589773,1344.6384531589774,0.00015193347140601653,1.8727516621484811e-06,3.1353450679244563,1617.7884603431128,1344.638460343113
Mo75-V25,B2_MULTI_164_A_Ru75_Al25_B_HfAl,0.016802767,3.10818653,3.160855152,-0.932800309,5.125,0.064725798,1.755247525,0.365593493,-16.91206744,0.75,0.0,0.25,0.0,B2_MULTI_164_A_Ru75_Al25_B_HfAl,0.375,0.25,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.089033116,-0.089033116,,0.0168027665699607,0.0001262572016338,,9.325639537147706e-05,0.0168027665699607,-0.843767193,-9047.821220613792,4.8458293461967755e-05,0.843767193,17412.234990533176,1952.4485990935548,0.0168027665699607,1616.3932676943407,1343.2432676943408,0.0002823329644045889,4.743974895895331e-06,5.826308444522019,1616.3932440668805,1343.2432440668804
Nb25-Mo75,B2_MULTI_166_A_Ru75_Al25_B_TiZr,0.004780006,3.19107183,3.206361714,-0.808063227,5.375,0.070305818,1.7467,0.366628027,-14.288,0.75,0.0,0.0,0.25,B2_MULTI_166_A_Ru75_Al25_B_TiZr,0.375,0.0,0.25,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.070457653,-0.070457653,,0.0047800055740602,0.0001265283052339,,0.00011382535055,0.0047800055740602,-0.737605574,-6480.152008633403,4.8458293461967755e-05,0.737605574,15221.451712469116,1706.7942218984774,0.0047800055740602,1611.1941104172734,1338.0441104172733,2.2848453288046582e-05,1.0921573407551676e-07,0.47150759252343616,1611.194169031869,1338.044169031869
Nb75-Mo25,B2_TERN_SOL_099_Ru_Zr75_Nb25,-0.008134429,3.27521311,3.24867904,-0.818094975,6.125,0.083152864,1.7974,0.410773952,-15.4272,0.25,0.0,0.0,0.75,B2_TERN_SOL_099_Ru_Zr75_Nb25,0.5,0.0,0.0,0.375,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,-0.051633618,-0.051633618,,-0.0081344293835391,0.0001189901515397,,8.39599492769963e-05,-0.0081344293835391,-0.766461357,-9128.892568423673,4.8458293461967755e-05,0.766461357,15816.928377833883,1773.565522751955,0.0081344293835391,1610.876935081173,1337.726935081173,6.61689413957843e-05,5.382465811675446e-07,1.3654822873140726,1610.8769706494174,1337.7269706494176
Ta75-V25,B2_TERN_SOL_105_Ru_Zr75_W25,-0.002701834,3.23816412,3.229426942,-0.661370427,6.25,0.084783177,1.8886,0.440140932,-15.12,0.0,0.75,0.25,0.0,B2_TERN_SOL_105_Ru_Zr75_W25,0.5,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.057672619,0.057672619,,-0.0027018337789891,0.0001209684196908,,8.39599492769963e-05,-0.0027018337789891,-0.719043046,-8564.119585491537,4.8458293461967755e-05,0.719043046,14838.389770459773,1663.841163175756,0.0027018337789891,1609.804487595974,1336.654487595974,7.299905769286521e-06,1.9723131990895736e-08,0.15064306329763377,1609.804560398507,1336.6545603985069
