BCC_Name,B2_Name,Misfit,a_BCC,a_B2,B2_Formation_Energy,B2_VEC,B2_delta_r,B2_chi_avg,B2_delta_chi,B2_Hmix,BCC_Mo,BCC_Ta,BCC_V,BCC_Nb,B2_Name.1,B2_Ru,B2_Hf,B2_Ti,B2_Zr,B2_Al,B2_Mo,B2_Nb,B2_Ta,B2_W,B2_V,B2_Cr,B2_Cu,B2_Si,BCC_formation_energy_per_atom_from_BCC,BCC_formation_energy_eV_per_atom_calc,DeltaE_B2_minus_BCC_eV_per_atom,lattice_misfit_delta,S_conf_eV_per_K,Ts_star_K_simple,S_conf_eV_per_K_fixed,lattice_misfit_delta_fixed,DeltaE_B2_minus_BCC_eV_per_atom_fixed,Ts_star_K_simple_fixed
Mo25-Ta75,B2_PENALTY_140_Ru62Si37_Ti,-0.285636701,3.26436851,2.448470295,-0.869757039,5.25,0.08264993,1.813,0.291772171,-4.3152,0.25,0.75,0.0,0.0,B2_PENALTY_140_Ru62Si37_Ti,0.3125,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,-0.066412535,-0.066412535,,-0.2856367010691457,0.0001240016757879,,8.823535703196809e-05,-0.2856367010691457,-0.803344504,-9104.564553515032
Mo25-Ta75,B2_PENALTY_141_Ru50Si50_Ti,0.174998252,3.26436851,3.890404933,-0.808674347,5.0,0.090393746,1.795,0.27617929,-3.0,0.25,0.75,0.0,0.0,B2_PENALTY_141_Ru50Si50_Ti,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.066412535,-0.066412535,,0.1749982520026525,0.0001260487158051,,8.959620381901863e-05,0.17499825200265254,-0.742261812,-8284.523008355849
Mo25-Ta75,B2_PENALTY_142_Ru100Al0_Zr,0.456335937,3.26436851,5.194385147,-0.960777489,6.0,0.088435374,1.765,0.435,-18.0,0.25,0.75,0.0,0.0,B2_PENALTY_142_Ru100Al0_Zr,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.066412535,-0.066412535,,0.4563359367731023,0.0001179772998734,,5.9730802546012426e-05,0.4563359367731023,-0.894364954,-14973.26196665521
Mo25-Ta75,B2_PENALTY_143_Ru87Al12_Zr,-0.223266919,3.26436851,2.608733784,-0.873588029,5.6875,0.08560699,1.7296,0.421971373,-17.952,0.25,0.75,0.0,0.0,B2_PENALTY_143_Ru87Al12_Zr,0.4375,0.0,0.0,0.5,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.066412535,-0.066412535,,-0.2232669186333774,0.0001214599544536,,7.596457275990657e-05,-0.22326691863337741,-0.807175494,-10625.683324135276
Mo25-Ta75,B2_PENALTY_144_Ru75Al25_Zr,0.011579364,3.26436851,3.302387941,-0.797935587,5.375,0.082563072,1.6942,0.405448344,-17.328,0.25,0.75,0.0,0.0,B2_PENALTY_144_Ru75Al25_Zr,0.375,0.0,0.0,0.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.066412535,-0.066412535,,0.011579363810336,0.0001242349558142,,8.39599492769963e-05,0.011579363810336002,-0.731523052,-8712.76195733036
Mo25-Ta75,B2_PENALTY_145_Ru62Al37_Zr,-0.213806646,3.26436851,2.633831346,-0.726652657,5.0625,0.078709918,1.6529,0.381143792,-15.872,0.25,0.75,0.0,0.0,B2_PENALTY_145_Ru62Al37_Zr,0.3125,0.0,0.0,0.5,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.066412535,-0.066412535,,-0.2138066458899592,0.0001266092910831,,8.823535703196809e-05,-0.2138066458899592,-0.660240122,-7482.7160472733385
Mo25-Ta75,B2_PENALTY_146_Ru50Al50_Zr,0.250527148,3.26436851,4.199293486,-0.654418284,4.75,0.07511587,1.6175,0.355202407,-14.0,0.25,0.75,0.0,0.0,B2_PENALTY_146_Ru50Al50_Zr,0.25,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.066412535,-0.066412535,,0.2505271477998479,0.0001287889478803,,8.959620381901863e-05,0.2505271477998479,-0.588005749,-6562.842218044776
Mo25-Ta75,B2_PENALTY_147_Ru87Cr12_Zr,-0.229551441,3.26436851,2.592179044,-0.824075051,5.875,0.091591308,1.7326,0.421287598,-15.312,0.25,0.75,0.0,0.0,B2_PENALTY_147_Ru87Cr12_Zr,0.4375,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,-0.066412535,-0.066412535,,-0.2295514412892959,0.0001202479951353,,7.596457275990657e-05,-0.2295514412892959,-0.757662516,-9973.892940787888
Mo25-Ta75,B2_PENALTY_148_Ru75Cr25_Zr,-0.000724091,3.26436851,3.262005664,-0.675888976,5.75,0.094607143,1.7002,0.404526835,-12.768,0.25,0.75,0.0,0.0,B2_PENALTY_148_Ru75Cr25_Zr,0.375,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,-0.066412535,-0.066412535,,-0.0007240914900077,0.0001217020716396,,8.39599492769963e-05,-0.0007240914900077959,-0.609476441,-7259.13303007422
Mo25-Ta75,B2_PENALTY_149_Ru62Cr37_Zr,-0.232096713,3.26436851,2.585500791,-0.525764636,5.625,0.097964971,1.6624,0.380578822,-9.982,0.25,0.75,0.0,0.0,B2_PENALTY_149_Ru62Cr37_Zr,0.3125,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,-0.066412535,-0.066412535,,-0.2320967133005696,0.0001226913657127,,8.823535703196809e-05,-0.23209671330056963,-0.459352101,-5205.98676598061
Mo25-Ta75,B2_PENALTY_150_Ru50Cr50_Zr,0.22653522,3.26436851,4.09832298,-0.377855166,5.5,0.100717188,1.63,0.355598088,-7.75,0.25,0.75,0.0,0.0,B2_PENALTY_150_Ru50Cr50_Zr,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-0.066412535,-0.066412535,,0.226535220478184,0.0001233782437321,,8.959620381901863e-05,0.22653522047818406,-0.311442631,-3476.0694954119244
Mo25-Ta75,B2_PENALTY_151_Ru87Cu12_Zr,-0.227102029,3.26436851,2.598620194,-0.842497728,6.1875,0.091591308,1.747,0.422659437,-17.1072,0.25,0.75,0.0,0.0,B2_PENALTY_151_Ru87Cu12_Zr,0.4375,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,-0.066412535,-0.066412535,,-0.2271020292247181,0.0001180791942639,,7.596457275990657e-05,-0.22710202922471814,-0.776085193,-10216.409634171088
Mo25-Ta75,B2_PENALTY_152_Ru75Cu25_Zr,0.002661982,3.26436851,3.273069781,-0.744916574,6.375,0.094607143,1.729,0.409156449,-15.8688,0.25,0.75,0.0,0.0,B2_PENALTY_152_Ru75Cu25_Zr,0.375,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,-0.066412535,-0.066412535,,0.0026619818383535,0.0001173430378454,,8.39599492769963e-05,0.0026619818383535766,-0.678504039,-8081.282145151312
Mo25-Ta75,B2_PENALTY_153_Ru62Cu37_Zr,-0.227470844,3.26436851,2.597649425,-0.643740809,6.5625,0.097964971,1.708,0.391772893,-13.9872,0.25,0.75,0.0,0.0,B2_PENALTY_153_Ru62Cu37_Zr,0.3125,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,-0.066412535,-0.066412535,,-0.227470844474651,0.000116186118151,,8.823535703196809e-05,-0.227470844474651,-0.577328274,-6543.049106616424
Mo25-Ta75,B2_PENALTY_154_Ru50Cu50_Zr,0.23277512,3.26436851,4.124319928,-0.545283305,6.75,0.100717188,1.69,0.37529988,-12.0,0.25,0.75,0.0,0.0,B2_PENALTY_154_Ru50Cu50_Zr,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,-0.066412535,-0.066412535,,0.2327751197566465,0.0001147698820854,,8.959620381901863e-05,0.23277511975664658,-0.47887077,-5344.76629129626
Mo25-Ta75,B2_PENALTY_155_Ru87Si12_Zr,-0.225254525,3.26436851,2.603487904,-0.898605077,5.75,0.09969875,1.747,0.422659437,-14.9952,0.25,0.75,0.0,0.0,B2_PENALTY_155_Ru87Si12_Zr,0.4375,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,-0.066412535,-0.066412535,,-0.2252545254594909,0.0001214583962956,,7.596457275990657e-05,-0.22525452545949093,-0.832192542,-10955.008522594153
Mo25-Ta75,B2_PENALTY_156_Ru75Si25_Zr,0.006428847,3.26436851,3.285422312,-0.857108746,5.5,0.109630837,1.729,0.409156449,-12.2208,0.25,0.75,0.0,0.0,B2_PENALTY_156_Ru75Si25_Zr,0.375,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.066412535,-0.066412535,,0.0064288471409751,0.000124179659627,,8.39599492769963e-05,0.006428847140975139,-0.790696211,-9417.54036071861
Mo25-Ta75,B2_PENALTY_157_Ru62Si37_Zr,-0.222043184,3.26436851,2.611968248,-0.806319256,5.25,0.119962055,1.708,0.391772893,-9.2752,0.25,0.75,0.0,0.0,B2_PENALTY_157_Ru62Si37_Zr,0.3125,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,-0.066412535,-0.066412535,,-0.2220431839995647,0.0001265568836884,,8.823535703196809e-05,-0.22204318399956477,-0.739906721,-8385.603525488408
Mo25-Ta75,B2_PENALTY_158_Ru50Si50_Zr,0.238999763,3.26436851,4.150436873,-0.770078956,5.0,0.127965781,1.69,0.37529988,-7.0,0.25,0.75,0.0,0.0,B2_PENALTY_158_Ru50Si50_Zr,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.066412535,-0.066412535,,0.238999762564638,0.0001286655373928,,8.959620381901863e-05,0.23899976256463804,-0.703666421,-7853.752625740516
Mo25-Ta75,B2_MULTI_159_A_Ru87_Al12_B_HfTi,-0.258004636,3.26436851,2.518380484,-0.993246203,5.6875,0.067879722,1.7746,0.388999794,-13.112,0.25,0.75,0.0,0.0,B2_MULTI_159_A_Ru87_Al12_B_HfTi,0.4375,0.25,0.25,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.066412535,-0.066412535,,-0.2580046364709981,0.0001235675546384,,0.00010582997403291279,-0.2580046364709981,-0.926833668,-8757.761460961501
Mo25-Ta75,B2_MULTI_160_A_Ru75_Al25_B_HfTi,-0.02415858,3.26436851,3.186447237,-0.900034303,5.375,0.065459775,1.7392,0.375280375,-13.148,0.25,0.75,0.0,0.0,B2_MULTI_160_A_Ru75_Al25_B_HfTi,0.375,0.25,0.25,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.066412535,-0.066412535,,-0.0241585796451365,0.0001264822713372,,0.00011382535055000252,-0.024158579645136558,-0.833621768,-7323.691637864071
Mo25-Ta75,B2_MULTI_161_A_Ru87_Al12_B_HfZr,-0.228864604,3.26436851,2.593983772,-0.966894404,5.6875,0.082685385,1.7221,0.429211591,-16.632,0.25,0.75,0.0,0.0,B2_MULTI_161_A_Ru87_Al12_B_HfZr,0.4375,0.25,0.0,0.25,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.066412535,-0.066412535,,-0.2288646041515057,0.0001244924183126,,0.00010582997403291279,-0.2288646041515057,-0.900481869,-8508.760180929015
Mo25-Ta75,B2_MULTI_162_A_Ru75_Al25_B_HfZr,0.005940563,3.26436851,3.283818469,-0.87583034,5.375,0.079687323,1.6867,0.412334949,-16.188,0.25,0.75,0.0,0.0,B2_MULTI_162_A_Ru75_Al25_B_HfZr,0.375,0.25,0.0,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.066412535,-0.066412535,,0.0059405631092623,0.0001273831388256,,0.00011382535055000252,0.005940563109262333,-0.809417805,-7111.050403876679
Mo25-Ta75,B2_MULTI_163_A_Ru87_Al12_B_HfAl,-0.267055492,3.26436851,2.495293785,-4.954411074,2.8125,0.055306559,1.8678,0.345139334,-18.8,0.25,0.75,0.0,0.0,B2_MULTI_163_A_Ru87_Al12_B_HfAl,0.25,0.0625,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.066412535,-0.066412535,,-0.267055492356779,0.0001346693152706,,7.184537591150436e-05,-0.267055492356779,-4.887998539,-68034.97757490752
Mo25-Ta75,B2_MULTI_163_A_Ru87_Al13_B_HfAl,-0.267188057,3.26436851,2.494957013,-1.044063929,5.4375,0.067116932,1.7921,0.379510988,-17.512,0.25,0.75,0.0,0.0,B2_MULTI_163_A_Ru87_Al13_B_HfAl,0.4375,0.25,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.066412535,-0.066412535,,-0.2671880566317487,0.0001239751973219,,9.235455388037028e-05,-0.26718805663174877,-0.977651394,-10585.84934822361
Mo25-Ta75,B2_MULTI_164_A_Ru75_Al25_B_HfAl,-0.032220935,3.26436851,3.160855152,-0.932800309,5.125,0.064725798,1.755247525,0.365593493,-16.91206744,0.25,0.75,0.0,0.0,B2_MULTI_164_A_Ru75_Al25_B_HfAl,0.375,0.25,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.066412535,-0.066412535,,-0.0322209353153565,0.0001261608910241,,9.325639537147706e-05,-0.03222093531535658,-0.866387774,-9290.384541980582
Mo25-Ta75,B2_MULTI_165_A_Ru87_Al12_B_TiZr,-0.25205152,3.26436851,2.533666714,-0.881935538,5.6875,0.072762162,1.7821,0.379961301,-14.432,0.25,0.75,0.0,0.0,B2_MULTI_165_A_Ru87_Al12_B_TiZr,0.4375,0.0,0.25,0.25,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.066412535,-0.066412535,,-0.2520515201340556,0.0001235927621136,,0.00010582997403291279,-0.25205152013405563,-0.815523003,-7705.973760764365
Mo25-Ta75,B2_MULTI_166_A_Ru75_Al25_B_TiZr,-0.01792898,3.26436851,3.206361714,-0.808063227,5.375,0.070305818,1.7467,0.366628027,-14.288,0.25,0.75,0.0,0.0,B2_MULTI_166_A_Ru75_Al25_B_TiZr,0.375,0.0,0.25,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.066412535,-0.066412535,,-0.0179289798807722,0.0001265113727427,,0.00011382535055000252,-0.01792897988077222,-0.741650692,-6515.689944431132
Mo25-Ta75,B2_MULTI_167_A_Ru87_Al12_B_TiAl,-0.295238157,3.26436851,2.424572308,-5.952786629,1.5,0.02730382,1.694324324,0.223903219,-9.817384953,0.25,0.75,0.0,0.0,B2_MULTI_167_A_Ru87_Al12_B_TiAl,0.0625,0.0,0.0625,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.066412535,-0.066412535,,-0.2952381572832878,0.0001396167362454,,5.9730802546012426e-05,-0.2952381572832878,-5.886374094000001,-98548.3844698981
Mo25-Ta75,B2_MULTI_167_A_Ru87_Al13_B_TiAl,-0.295279377,3.26436851,2.424470144,-1.021190861,5.4375,0.039680332,1.8521,0.309477931,-15.312,0.25,0.75,0.0,0.0,B2_MULTI_167_A_Ru87_Al13_B_TiAl,0.4375,0.0,0.25,0.0,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.066412535,-0.066412535,,-0.2952793767175807,0.0001219720710201,,9.235455388037028e-05,-0.2952793767175807,-0.954778326,-10338.183510005949
Mo25-Ta75,B2_MULTI_168_A_Ru75_Al25_B_TiAl,-0.061076038,3.26436851,3.070901903,-0.941385339,5.125,0.038098056,1.814653465,0.300496501,-15.04950495,0.25,0.75,0.0,0.0,B2_MULTI_168_A_Ru75_Al25_B_TiAl,0.375,0.0,0.25,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.066412535,-0.066412535,,-0.0610760376078046,0.0001241949040499,,9.325639537147706e-05,-0.06107603760780462,-0.874972804,-9382.442893215395
Mo25-Ta75,B2_MULTI_169_A_Ru87_Al12_B_ZrAl,-0.260328745,3.26436851,2.512434563,-3.978965604,3.1875,0.07732929,1.914693878,0.382868348,-17.35276968,0.25,0.75,0.0,0.0,B2_MULTI_169_A_Ru87_Al12_B_ZrAl,0.3125,0.0,0.0,0.125,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.066412535,-0.066412535,,-0.2603287449816104,0.000132099616635,,6.86544333482246e-05,-0.26032874498161046,-3.912553069,-56989.08108606767
Mo25-Ta75,B2_MULTI_169_A_Ru87_Al13_B_ZrAl,-0.260329097,3.26436851,2.512433663,-0.95203949,5.4375,0.072461177,1.7996,0.369886253,-18.832,0.25,0.75,0.0,0.0,B2_MULTI_169_A_Ru87_Al13_B_ZrAl,0.4375,0.0,0.0,0.25,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.066412535,-0.066412535,,-0.2603290971307423,0.0001240026806191,,9.235455388037028e-05,-0.26032909713074237,-0.885626955,-9589.423778140708
Mo25-Ta75,B2_MULTI_170_A_Ru75_Al25_B_ZrAl,-0.026147352,3.26436851,3.180115415,-0.885427863,5.125,0.069992928,1.762673267,0.356461963,-18.02960494,0.25,0.75,0.0,0.0,B2_MULTI_170_A_Ru75_Al25_B_ZrAl,0.375,0.0,0.0,0.25,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.066412535,-0.066412535,,-0.0261473520550368,0.0001261930052163,,9.325639537147706e-05,-0.02614735205503681,-0.819015328,-8782.403874152957
Mo25-V75,B2_014_RuHf,-0.160897657,3.02092873,2.571059804,-1.190557465,6.0,0.082191781,1.75,0.45,-15.0,0.25,0.0,0.75,0.0,B2_014_RuHf,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.058074166,-0.058074166,,-0.1608976568048163,0.0001179460164684,,5.9730802546012426e-05,-0.16089765680481638,-1.132483299,-18959.787090213867
Mo25-V75,B2_015_RuTi,-0.212854549,3.02092873,2.43976227,-1.048598035,6.0,0.046263345,1.87,0.33,-10.0,0.25,0.0,0.75,0.0,B2_015_RuTi,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.058074166,-0.058074166,,-0.212854548993891,0.000115254186671,,5.9730802546012426e-05,-0.21285454899389103,-0.9905238689999999,-16583.133438345645
Mo25-V75,B2_016_RuZr,-0.151792832,3.02092873,2.59472104,-0.959079125,6.0,0.088435374,1.765,0.435,-18.0,0.25,0.0,0.75,0.0,B2_016_RuZr,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.058074166,-0.058074166,,-0.1517928316245405,0.0001179518052081,,5.9730802546012426e-05,-0.15179283162454058,-0.901004959,-15084.427474516668
Mo25-V75,B2_017_RuAl,-0.233834026,3.02092873,2.388477153,-1.00191235,5.5,0.032490975,1.905,0.295,-20.0,0.25,0.0,0.75,0.0,B2_017_RuAl,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.058074166,-0.058074166,,-0.2338340256506131,0.0001176734734532,,5.9730802546012426e-05,-0.23383402565061318,-0.943838184,-15801.531936105046
Mo25-V75,MATRIX_BIN_018_Nb12_Mo87,-0.182207634,3.02092873,2.516452193,-0.074598622,5.875,0.016266667,2.0928,0.18197846,-0.8448,0.25,0.0,0.75,0.0,MATRIX_BIN_018_Nb12_Mo87,0.0,0.0,0.0,0.0,0.0,0.875,0.125,0.0,0.0,0.0,0.0,0.0,0.0,-0.058074166,-0.058074166,,-0.1822076335419194,0.0001098490752685,,3.246754042778828e-05,-0.18220763354191946,-0.016524456,-508.9531200169714
Mo25-V75,MATRIX_BIN_019_Nb25_Mo75,0.053962942,3.02092873,3.18846737,-0.093096702,5.75,0.021535268,2.02,0.242487113,-1.5,0.25,0.0,0.75,0.0,MATRIX_BIN_019_Nb25_Mo75,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,-0.058074166,-0.058074166,,0.0539629417424345,0.0001136149193478,,4.8458293461967755e-05,0.053962941742434524,-0.035022536,-722.7356453955041
Mo25-V75,MATRIX_BIN_020_Nb50_Mo50,0.295496943,3.02092873,4.068360358,-0.068167471,5.5,0.024561404,1.88,0.28,-2.0,0.25,0.0,0.75,0.0,MATRIX_BIN_020_Nb50_Mo50,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.058074166,-0.058074166,,0.2954969433459785,0.0001170067690911,,5.9730802546012426e-05,0.2954969433459785,-0.01009330499999999,-168.97989931116052
Mo25-V75,MATRIX_BIN_021_Nb75_Mo25,0.081103158,3.02092873,3.276290931,-0.003897255,5.25,0.021012748,1.74,0.242487113,-1.5,0.25,0.0,0.75,0.0,MATRIX_BIN_021_Nb75_Mo25,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,-0.058074166,-0.058074166,,0.081103158138666,0.0001163050129555,,4.8458293461967755e-05,0.08110315813866607,0.054176911,1118.011121099848
Mo25-V75,MATRIX_BIN_022_Nb87_Mo12,-0.142586628,3.02092873,2.618850201,0.026755452,5.125,0.015670507,1.6672,0.18197846,-0.8448,0.25,0.0,0.75,0.0,MATRIX_BIN_022_Nb87_Mo12,0.0,0.0,0.0,0.0,0.0,0.125,0.875,0.0,0.0,0.0,0.0,0.0,0.0,-0.058074166,-0.058074166,,-0.1425866275679379,0.0001135709321256,,3.246754042778828e-05,-0.14258662756793797,0.084829618,2612.751593816331
Mo25-V75,MATRIX_BIN_023_Nb12_Ta87,-0.138684688,3.02092873,2.629139739,0.01664066,5.0,0.0,1.512,0.032496154,-0.4224,0.25,0.0,0.75,0.0,MATRIX_BIN_023_Nb12_Ta87,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.875,0.0,0.0,0.0,0.0,0.0,-0.058074166,-0.058074166,,-0.1386846878580719,0.0001081457508056,,3.246754042778828e-05,-0.13868468785807198,0.07471482600000001,2301.216076597326
Mo25-V75,MATRIX_BIN_024_Nb25_Ta75,0.092723991,3.02092873,3.314659229,0.02257152,5.0,0.0,1.525,0.04330127,-0.75,0.25,0.0,0.75,0.0,MATRIX_BIN_024_Nb25_Ta75,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,-0.058074166,-0.058074166,,0.0927239905438427,0.0001105431728303,,4.8458293461967755e-05,0.09272399054384277,0.08064568600000001,1664.2287674305817
Mo25-V75,MATRIX_BIN_025_Nb50_Ta50,0.322279105,3.02092873,4.181529649,0.032388069,5.0,0.0,1.55,0.05,-1.0,0.25,0.0,0.75,0.0,MATRIX_BIN_025_Nb50_Ta50,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,-0.058074166,-0.058074166,,0.3222791046967881,0.0001122388454138,,5.9730802546012426e-05,0.3222791046967881,0.090462235,1514.498904151074
Mo25-V75,MATRIX_BIN_026_Nb75_Ta25,0.095016258,3.02092873,3.322282844,0.043369138,5.0,0.0,1.575,0.04330127,-0.75,0.25,0.0,0.75,0.0,MATRIX_BIN_026_Nb75_Ta25,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,-0.058074166,-0.058074166,,0.095016258084536,0.0001107596034874,,4.8458293461967755e-05,0.09501625808453604,0.10144330400000001,2093.4147026786504
Mo25-V75,MATRIX_BIN_027_Nb87_Ta12,-0.135303259,3.02092873,2.638087089,0.04776952,5.0,0.0,1.588,0.032496154,-0.4224,0.25,0.0,0.75,0.0,MATRIX_BIN_027_Nb87_Ta12,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.125,0.0,0.0,0.0,0.0,0.0,-0.058074166,-0.058074166,,-0.1353032588156474,0.0001084950003215,,3.246754042778828e-05,-0.13530325881564748,0.105843686,3259.9847295303784
Mo25-V75,MATRIX_BIN_028_Nb12_W87,-0.176867533,3.02092873,2.53003601,-0.064576028,5.875,0.016266667,2.2688,0.246970768,-0.8448,0.25,0.0,0.75,0.0,MATRIX_BIN_028_Nb12_W87,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.875,0.0,0.0,0.0,0.0,-0.058074166,-0.058074166,,-0.1768675331200177,0.0001116613142932,,3.246754042778828e-05,-0.1768675331200177,-0.00650186199999999,-200.25730050174002
Mo25-V75,MATRIX_BIN_029_Nb25_W75,0.058224314,3.02092873,3.202094355,-0.067975525,5.75,0.021535268,2.17,0.329089653,-1.5,0.25,0.0,0.75,0.0,MATRIX_BIN_029_Nb25_W75,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.75,0.0,0.0,0.0,0.0,-0.058074166,-0.058074166,,0.0582243139790633,0.0001155921732825,,4.8458293461967755e-05,0.05822431397906337,-0.009901358999999992,-204.32743897122631
Mo25-V75,MATRIX_BIN_030_Nb50_W50,0.297587898,3.02092873,4.077067638,-0.024208031,5.5,0.024561404,1.98,0.38,-2.0,0.25,0.0,0.75,0.0,MATRIX_BIN_030_Nb50_W50,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,-0.058074166,-0.058074166,,0.297587897554134,0.0001190247221811,,5.9730802546012426e-05,0.29758789755413406,0.033866135000000006,566.9794068799245
Mo25-V75,MATRIX_BIN_031_Nb75_W25,0.081668967,3.02092873,3.278148285,0.026336168,5.25,0.021012748,1.79,0.329089653,-1.5,0.25,0.0,0.75,0.0,MATRIX_BIN_031_Nb75_W25,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.25,0.0,0.0,0.0,0.0,-0.058074166,-0.058074166,,0.0816689665446168,0.0001181608666756,,4.8458293461967755e-05,0.0816689665446168,0.084410334,1741.9171821692198
Mo25-V75,MATRIX_BIN_032_Nb87_W12,-0.142136166,3.02092873,2.620036168,0.042204846,5.125,0.015670507,1.6912,0.246970768,-0.8448,0.25,0.0,0.75,0.0,MATRIX_BIN_032_Nb87_W12,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.125,0.0,0.0,0.0,0.0,-0.058074166,-0.058074166,,-0.1421361661520483,0.0001151610978099,,3.246754042778828e-05,-0.1421361661520483,0.100279012,3088.5928123515423
Mo25-V75,MATRIX_BIN_033_Nb12_V87,-0.226354765,3.02092873,2.406649618,0.08248568,5.0,0.02879163,1.6264,0.009748846,-0.4224,0.25,0.0,0.75,0.0,MATRIX_BIN_033_Nb12_V87,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.875,0.0,0.0,0.0,-0.058074166,-0.058074166,,-0.2263547654641798,0.0001091323396757,,3.246754042778828e-05,-0.2263547654641798,0.14055984600000002,4329.24219537424
Mo25-V75,MATRIX_BIN_034_Nb25_V75,0.019622306,3.02092873,3.080793662,0.119704924,5.0,0.03792812,1.6225,0.012990381,-0.75,0.25,0.0,0.75,0.0,MATRIX_BIN_034_Nb25_V75,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.75,0.0,0.0,0.0,-0.058074166,-0.058074166,,0.0196223060159174,0.0001115393990359,,4.8458293461967755e-05,0.019622306015917475,0.17777909,3668.7030701881613
