B2_Name,a_B2,a_BCC,Pred_Misfit,Pred_Energy,Misfit,B2_Ru,B2_Hf,B2_Ti,B2_Al,B2_Zr,B2_Mo,BCC_Mo,BCC_Ta,BCC_V,BCC_Nb,Design_Window
B2_MULTI_162_A_Ru75_Al25_B_HfZr,3.283818469,3.22178751,0.017171492934999984,-0.8758682595082984,0.019070002,0.375,0.25,0.0,0.125,0.25,0.0,0.5,0.5,0.0,0.0,secondary_2pct
B2_MULTI_163_A_Ru87_Al12_B_HfAl,2.495293785,3.22178751,-0.2601619603399993,-4.954411073999979,-0.254148468,0.25,0.0625,0.0,0.1875,0.0,0.0,0.5,0.5,0.0,0.0,none
B2_MULTI_163_A_Ru87_Al13_B_HfAl,2.494957013,3.22178751,-0.2547332229000003,-1.042495012961614,-0.254281259,0.4375,0.25,0.0,0.3125,0.0,0.0,0.5,0.5,0.0,0.0,none
B2_MULTI_164_A_Ru75_Al25_B_HfAl,3.160855152,3.22178751,-0.019290408374999995,-0.9328003089999964,-0.019093144,0.375,0.25,0.0,0.375,0.0,0.0,0.5,0.5,0.0,0.0,secondary_2pct
B2_MULTI_165_A_Ru87_Al12_B_TiZr,2.533666714,3.22178751,-0.2394812679799998,-0.8820999873413358,-0.239119544,0.4375,0.0,0.25,0.0625,0.25,0.0,0.5,0.5,0.0,0.0,none
B2_MULTI_166_A_Ru75_Al25_B_TiZr,3.206361714,3.22178751,-0.005255661194999992,-0.808063227,-0.004799452,0.375,0.0,0.25,0.125,0.25,0.0,0.5,0.5,0.0,0.0,secondary_2pct
B2_MULTI_167_A_Ru87_Al12_B_TiAl,2.424572308,3.22178751,-0.2794342910350004,-5.952786629000001,-0.282382005,0.0625,0.0,0.0625,0.25,0.0,0.0,0.5,0.5,0.0,0.0,none
B2_MULTI_167_A_Ru87_Al13_B_TiAl,2.424470144,3.22178751,-0.28097480037499967,-1.0210210769872234,-0.282423302,0.4375,0.0,0.25,0.3125,0.0,0.0,0.5,0.5,0.0,0.0,none
B2_MULTI_168_A_Ru75_Al25_B_TiAl,3.070901903,3.22178751,-0.04882613910000012,-0.9413853389999953,-0.047955841,0.375,0.0,0.25,0.375,0.0,0.0,0.5,0.5,0.0,0.0,none
B2_MULTI_169_A_Ru87_Al12_B_ZrAl,2.512434563,3.22178751,-0.24845514846999958,-3.978965603999996,-0.247410351,0.3125,0.0,0.0,0.0625,0.125,0.0,0.5,0.5,0.0,0.0,none
B2_MULTI_169_A_Ru87_Al13_B_ZrAl,2.512433663,3.22178751,-0.2472013865450001,-0.9520394900000023,-0.247410703,0.4375,0.0,0.0,0.3125,0.25,0.0,0.5,0.5,0.0,0.0,none
B2_MULTI_170_A_Ru75_Al25_B_ZrAl,3.180115415,3.22178751,-0.016472651255000012,-0.8854183384772708,-0.013018659,0.375,0.0,0.0,0.375,0.25,0.0,0.5,0.5,0.0,0.0,secondary_2pct
B2_015_RuTi,2.43976227,3.06403346,0.11490978857234527,-1.0529290860126783,-0.226851148,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,none
B2_TERN_SOL_088_Ru_Ti87_Nb12,2.452124543,3.06403346,-0.22843963769700001,-0.9831852078757626,-0.221860547,0.5,0.0,0.4375,0.0,0.0,0.0,0.5,0.0,0.5,0.0,none
B2_TERN_SOL_089_Ru_Ti75_Nb25,3.102904429,3.06403346,0.01012579119234435,-0.9031889439999955,0.012606246,0.5,0.0,0.375,0.0,0.0,0.0,0.5,0.0,0.5,0.0,secondary_2pct
B2_TERN_SOL_090_Ru_Ti87_Mo12,2.443019595,3.06403346,-0.22811158596735737,-0.9214556199999983,-0.225534005,0.5,0.0,0.4375,0.0,0.0,0.0625,0.5,0.0,0.5,0.0,none
B2_TERN_SOL_091_Ru_Ti75_Mo25,3.083886002,3.06403346,0.0029247565893159456,-0.7628383109999981,0.006458296,0.5,0.0,0.375,0.0,0.0,0.125,0.5,0.0,0.5,0.0,secondary_2pct
B2_TERN_SOL_092_Ru_Ti87_Ta12,2.4505202,3.06403346,-0.22766769633299982,-1.0123424348544736,-0.222506951,0.5,0.0,0.4375,0.0,0.0,0.0,0.5,0.0,0.5,0.0,none
B2_TERN_SOL_093_Ru_Ti75_Ta25,3.098798357,3.06403346,0.007901597759698892,-0.9581277760919968,0.011282118,0.5,0.0,0.375,0.0,0.0,0.0,0.5,0.0,0.5,0.0,secondary_2pct
B2_TERN_SOL_094_Ru_Ti87_W12,2.443767345,3.06403346,-0.22790876018485753,-0.9334727529999975,-0.225231862,0.5,0.0,0.4375,0.0,0.0,0.0,0.5,0.0,0.5,0.0,none
B2_TERN_SOL_095_Ru_Ti75_W25,3.082186007,3.06403346,0.006866117513539446,-0.7896133579999975,0.005906898,0.5,0.0,0.375,0.0,0.0,0.0,0.5,0.0,0.5,0.0,secondary_2pct
B2_TERN_SOL_096_Ru_Ti87_V12,2.432602346,3.06403346,-0.23143377222425013,-0.9827277876657603,-0.229751847,0.5,0.0,0.4375,0.0,0.0,0.0,0.5,0.0,0.5,0.0,none
B2_TERN_SOL_097_Ru_Ti75_V25,3.05499642,3.06403346,0.0007762647174131697,-0.9053066410000018,-0.002953749,0.5,0.0,0.375,0.0,0.0,0.0,0.5,0.0,0.5,0.0,secondary_2pct
B2_PENALTY_125_Ru100Al0_Ti,4.881705796,3.06403346,0.11490978857234527,-1.0529290860126783,0.457521265,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,none
B2_PENALTY_126_Ru87Al12_Ti,2.450404438,3.06403346,-0.2242558738050002,-0.9702671740000048,-0.222553607,0.4375,0.0,0.5,0.0625,0.0,0.0,0.5,0.0,0.5,0.0,none
B2_PENALTY_127_Ru75Al25_Ti,3.09969531,3.06403346,0.008716204385000002,-0.8881906299999975,0.011571518,0.375,0.0,0.5,0.125,0.0,0.0,0.5,0.0,0.5,0.0,secondary_2pct
B2_PENALTY_128_Ru62Al37_Ti,2.471374896,3.06403346,-0.22072705277000015,-0.8044402650000002,-0.214133638,0.3125,0.0,0.5,0.1875,0.0,0.0,0.5,0.0,0.5,0.0,none
B2_PENALTY_129_Ru50Al50_Ti,3.939553259,3.06403346,0.2448186331199998,-0.7137016730000019,0.250020406,0.25,0.0,0.5,0.25,0.0,0.0,0.5,0.0,0.5,0.0,none
B2_PENALTY_130_Ru87Cr12_Ti,2.434397938,3.06403346,-0.22747518293000069,-0.9427045900000031,-0.229023689,0.4375,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,none
B2_PENALTY_131_Ru75Cr25_Ti,3.061448806,3.06403346,0.0016470052899999988,-0.8096196399999966,-0.000843902,0.375,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,secondary_2pct
B2_PENALTY_132_Ru62Cr37_Ti,2.424470344,3.06403346,-0.23539065770000042,-0.6756799220000004,-0.233055543,0.3125,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,none
B2_PENALTY_133_Ru50Cr50_Ti,3.839681408,3.06403346,0.22872576452900023,-0.5380779740000005,0.224704514,0.25,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,none
B2_PENALTY_134_Ru87Cu12_Ti,2.441297595,3.06403346,-0.22613275463500046,-0.9197299369999997,-0.226230125,0.4375,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,none
B2_PENALTY_135_Ru75Cu25_Ti,3.074675013,3.06403346,0.0019838910900000016,-0.8017171889999983,0.003467033,0.375,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,secondary_2pct
B2_PENALTY_136_Ru62Cu37_Ti,2.440175866,3.06403346,-0.23303215811500022,-0.6806409090000018,-0.226683819,0.3125,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,none
B2_PENALTY_137_Ru50Cu50_Ti,3.872743044,3.06403346,0.23184749650550077,-0.5577977589999992,0.233165818,0.25,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,none
B2_PENALTY_138_Ru87Si12_Ti,2.443848687,3.06403346,-0.2257185788750001,-0.989505901999998,-0.225198999,0.4375,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,none
B2_PENALTY_139_Ru75Si25_Ti,3.0820502,3.06403346,0.0036538855850000024,-0.9361164499999955,0.005862836,0.375,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,secondary_2pct
B2_PENALTY_140_Ru62Si37_Ti,2.448470295,3.06403346,-0.2284005798600006,-0.8697570390000041,-0.223333422,0.3125,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,none
B2_PENALTY_141_Ru50Si50_Ti,3.890404933,3.06403346,0.23481244370300022,-0.808674346999996,0.237652971,0.25,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,none
B2_MULTI_159_A_Ru87_Al12_B_HfTi,2.518380484,3.06403346,-0.1956416669000004,-0.9951158348858226,-0.195489973,0.4375,0.25,0.25,0.0625,0.0,0.0,0.5,0.0,0.5,0.0,none
B2_MULTI_160_A_Ru75_Al25_B_HfTi,3.186447237,3.06403346,0.04026771610500007,-0.9000343030000024,0.039169396,0.375,0.25,0.25,0.125,0.0,0.0,0.5,0.0,0.5,0.0,none
B2_MULTI_161_A_Ru87_Al12_B_HfZr,2.593983772,3.06403346,-0.16772674996500014,-0.9668944039999964,-0.166153502,0.4375,0.25,0.0,0.0625,0.25,0.0,0.5,0.0,0.5,0.0,none
B2_MULTI_162_A_Ru75_Al25_B_HfZr,3.283818469,3.06403346,0.06688221605499999,-0.8758682595082984,0.06924705,0.375,0.25,0.0,0.125,0.25,0.0,0.5,0.0,0.5,0.0,none
B2_MULTI_163_A_Ru87_Al12_B_HfAl,2.495293785,3.06403346,-0.21732368548999945,-4.954411073999979,-0.204607374,0.25,0.0625,0.0,0.1875,0.0,0.0,0.5,0.0,0.5,0.0,none
B2_MULTI_163_A_Ru87_Al13_B_HfAl,2.494957013,3.06403346,-0.2041534093699996,-1.042495012961614,-0.204740933,0.4375,0.25,0.0,0.3125,0.0,0.0,0.5,0.0,0.5,0.0,none
B2_MULTI_164_A_Ru75_Al25_B_HfAl,3.160855152,3.06403346,0.03104217023999996,-0.9328003089999964,0.031107928,0.375,0.25,0.0,0.375,0.0,0.0,0.5,0.0,0.5,0.0,none
B2_MULTI_165_A_Ru87_Al12_B_TiZr,2.533666714,3.06403346,-0.18805835860500003,-0.8820999873413358,-0.189494517,0.4375,0.0,0.25,0.0625,0.25,0.0,0.5,0.0,0.5,0.0,none
B2_MULTI_166_A_Ru75_Al25_B_TiZr,3.206361714,3.06403346,0.044053320620000086,-0.808063227,0.045396901,0.375,0.0,0.25,0.125,0.25,0.0,0.5,0.0,0.5,0.0,none
B2_MULTI_167_A_Ru87_Al12_B_TiAl,2.424572308,3.06403346,-0.23425284613500008,-5.952786629000001,-0.233014058,0.0625,0.0,0.0625,0.25,0.0,0.0,0.5,0.0,0.5,0.0,none
B2_MULTI_167_A_Ru87_Al13_B_TiAl,2.424470144,3.06403346,-0.22991995789000022,-1.0210210769872234,-0.233055624,0.4375,0.0,0.25,0.3125,0.0,0.0,0.5,0.0,0.5,0.0,none
B2_MULTI_168_A_Ru75_Al25_B_TiAl,3.070901903,3.06403346,0.003372019500000004,-0.9413853389999953,0.002239125,0.375,0.0,0.25,0.375,0.0,0.0,0.5,0.0,0.5,0.0,secondary_2pct
B2_MULTI_169_A_Ru87_Al12_B_ZrAl,2.512434563,3.06403346,-0.20126225116499988,-3.978965603999996,-0.197830919,0.3125,0.0,0.0,0.0625,0.125,0.0,0.5,0.0,0.5,0.0,none
B2_MULTI_169_A_Ru87_Al13_B_ZrAl,2.512433663,3.06403346,-0.19911096805499995,-0.9520394900000023,-0.197831274,0.4375,0.0,0.0,0.3125,0.25,0.0,0.5,0.0,0.5,0.0,none
B2_MULTI_170_A_Ru75_Al25_B_ZrAl,3.180115415,3.06403346,0.034837532589999894,-0.8854183384772708,0.037181034,0.375,0.0,0.0,0.375,0.25,0.0,0.5,0.0,0.5,0.0,none
B2_015_RuTi,2.43976227,3.18583421,0.08952394873125,-1.05357510807542,-0.265241897,0.5,0.0,0.5,0.0,0.0,0.0,0.75,0.25,0.0,0.0,none
B2_TERN_SOL_088_Ru_Ti87_Nb12,2.452124543,3.18583421,-0.26122344223147914,-0.9831852078757626,-0.260274933,0.5,0.0,0.4375,0.0,0.0,0.0,0.75,0.25,0.0,0.0,none
B2_TERN_SOL_089_Ru_Ti75_Nb25,3.102904429,3.18583421,-0.028270501410737205,-0.9031889439999955,-0.026374059,0.5,0.0,0.375,0.0,0.0,0.0,0.75,0.25,0.0,0.0,none
B2_TERN_SOL_090_Ru_Ti87_Mo12,2.443019595,3.18583421,-0.26471698012482503,-0.9214556199999983,-0.263931038,0.5,0.0,0.4375,0.0,0.0,0.0625,0.75,0.25,0.0,0.0,none
B2_TERN_SOL_091_Ru_Ti75_Mo25,3.083886002,3.18583421,-0.03280590823780066,-0.7628383109999981,-0.032520816,0.5,0.0,0.375,0.0,0.0,0.125,0.75,0.25,0.0,0.0,none
B2_TERN_SOL_092_Ru_Ti87_Ta12,2.4505202,3.18583421,-0.26116356778197963,-1.0123424348544736,-0.260918302,0.5,0.0,0.4375,0.0,0.0,0.0,0.75,0.25,0.0,0.0,none
B2_TERN_SOL_093_Ru_Ti75_Ta25,3.098798357,3.18583421,-0.028932472348028867,-0.9581277760919968,-0.027697993,0.5,0.0,0.375,0.0,0.0,0.0,0.75,0.25,0.0,0.0,none
B2_TERN_SOL_094_Ru_Ti87_W12,2.443767345,3.18583421,-0.26416896526857464,-0.9334727529999975,-0.263630333,0.5,0.0,0.4375,0.0,0.0,0.0,0.75,0.25,0.0,0.0,none
B2_TERN_SOL_095_Ru_Ti75_W25,3.082186007,3.18583421,-0.032083294332600286,-0.7896133579999975,-0.03307207,0.5,0.0,0.375,0.0,0.0,0.0,0.75,0.25,0.0,0.0,none
B2_TERN_SOL_096_Ru_Ti87_V12,2.432602346,3.18583421,-0.2674698522161105,-0.9827277876657603,-0.268128636,0.5,0.0,0.4375,0.0,0.0,0.0,0.75,0.25,0.0,0.0,none
B2_TERN_SOL_097_Ru_Ti75_V25,3.05499642,3.18583421,-0.039871123058128156,-0.9053066410000018,-0.041929608,0.5,0.0,0.375,0.0,0.0,0.0,0.75,0.25,0.0,0.0,none
B2_PENALTY_125_Ru100Al0_Ti,4.881705796,3.18583421,0.08952394873125,-1.05357510807542,0.420418513,0.5,0.0,0.5,0.0,0.0,0.0,0.75,0.25,0.0,0.0,none
B2_PENALTY_126_Ru87Al12_Ti,2.450404438,3.18583421,-0.26218660838999946,-0.9702671740000048,-0.260964738,0.4375,0.0,0.5,0.0625,0.0,0.0,0.75,0.25,0.0,0.0,none
B2_PENALTY_127_Ru75Al25_Ti,3.09969531,3.18583421,-0.028226439304999972,-0.8881906299999975,-0.027408637,0.375,0.0,0.5,0.125,0.0,0.0,0.75,0.25,0.0,0.0,none
B2_PENALTY_128_Ru62Al37_Ti,2.471374896,3.18583421,-0.2523699259350001,-0.8044402650000002,-0.252583668,0.3125,0.0,0.5,0.1875,0.0,0.0,0.75,0.25,0.0,0.0,none
B2_PENALTY_129_Ru50Al50_Ti,3.939553259,3.18583421,0.205265036435,-0.7137016730000019,0.211558754,0.25,0.0,0.5,0.25,0.0,0.0,0.75,0.25,0.0,0.0,none
B2_PENALTY_130_Ru87Cr12_Ti,2.434397938,3.18583421,-0.2672164402599994,-0.9427045900000031,-0.267403998,0.4375,0.0,0.5,0.0,0.0,0.0,0.75,0.25,0.0,0.0,none
B2_PENALTY_131_Ru75Cr25_Ti,3.061448806,3.18583421,-0.03674005433000007,-0.8096196399999966,-0.03982064,0.375,0.0,0.5,0.0,0.0,0.0,0.75,0.25,0.0,0.0,none
B2_PENALTY_132_Ru62Cr37_Ti,2.424470344,3.18583421,-0.2706309519149999,-0.6756799220000004,-0.271416234,0.3125,0.0,0.5,0.0,0.0,0.0,0.75,0.25,0.0,0.0,none
B2_PENALTY_133_Ru50Cr50_Ti,3.839681408,3.18583421,0.18829405219999995,-0.5380779740000005,0.186135007,0.25,0.0,0.5,0.0,0.0,0.0,0.75,0.25,0.0,0.0,none
B2_PENALTY_134_Ru87Cu12_Ti,2.441297595,3.18583421,-0.26503583659500035,-0.9197299369999997,-0.264623841,0.4375,0.0,0.5,0.0,0.0,0.0,0.75,0.25,0.0,0.0,none
B2_PENALTY_135_Ru75Cu25_Ti,3.074675013,3.18583421,-0.036184780754999944,-0.8017171889999983,-0.035511232,0.375,0.0,0.5,0.0,0.0,0.0,0.75,0.25,0.0,0.0,none
B2_PENALTY_136_Ru62Cu37_Ti,2.440175866,3.18583421,-0.2651911243700007,-0.6806409090000018,-0.265075367,0.3125,0.0,0.5,0.0,0.0,0.0,0.75,0.25,0.0,0.0,none
B2_PENALTY_137_Ru50Cu50_Ti,3.872743044,3.18583421,0.19568528958999998,-0.5577977589999992,0.19463096,0.25,0.0,0.5,0.0,0.0,0.0,0.75,0.25,0.0,0.0,none
B2_PENALTY_138_Ru87Si12_Ti,2.443848687,3.18583421,-0.2639174564749997,-0.989505901999998,-0.263597626,0.4375,0.0,0.5,0.0,0.0,0.0,0.75,0.25,0.0,0.0,none
B2_PENALTY_139_Ru75Si25_Ti,3.0820502,3.18583421,-0.03145464648999998,-0.9361164499999955,-0.033116121,0.375,0.0,0.5,0.0,0.0,0.0,0.75,0.25,0.0,0.0,none
B2_PENALTY_140_Ru62Si37_Ti,2.448470295,3.18583421,-0.26326390694999974,-0.8697570390000041,-0.261740882,0.3125,0.0,0.5,0.0,0.0,0.0,0.75,0.25,0.0,0.0,none
B2_PENALTY_141_Ru50Si50_Ti,3.890404933,3.18583421,0.19817201465999967,-0.808674346999996,0.199137058,0.25,0.0,0.5,0.0,0.0,0.0,0.75,0.25,0.0,0.0,none
B2_MULTI_159_A_Ru87_Al12_B_HfTi,2.518380484,3.18583421,-0.23564987193999992,-0.9951158348858226,-0.23402125,0.4375,0.25,0.25,0.0625,0.0,0.0,0.75,0.25,0.0,0.0,none
B2_MULTI_160_A_Ru75_Al25_B_HfTi,3.186447237,3.18583421,-0.00028514770500000073,-0.9000343030000024,0.000192404,0.375,0.25,0.25,0.125,0.0,0.0,0.75,0.25,0.0,0.0,secondary_2pct
B2_MULTI_161_A_Ru87_Al12_B_HfZr,2.593983772,3.18583421,-0.2067742138449999,-0.9668944039999964,-0.204798988,0.4375,0.25,0.0,0.0625,0.25,0.0,0.75,0.25,0.0,0.0,none
B2_MULTI_162_A_Ru75_Al25_B_HfZr,3.283818469,3.18583421,0.02861874388750004,-0.8758682595082984,0.030290423,0.375,0.25,0.0,0.125,0.25,0.0,0.75,0.25,0.0,0.0,none
B2_MULTI_163_A_Ru87_Al12_B_HfAl,2.495293785,3.18583421,-0.2534120893399997,-4.954411073999979,-0.24309976,0.25,0.0625,0.0,0.1875,0.0,0.0,0.75,0.25,0.0,0.0,none
B2_MULTI_163_A_Ru87_Al13_B_HfAl,2.494957013,3.18583421,-0.24412077224000014,-1.042495012961614,-0.243232736,0.4375,0.25,0.0,0.3125,0.0,0.0,0.75,0.25,0.0,0.0,none
B2_MULTI_164_A_Ru75_Al25_B_HfAl,3.160855152,3.18583421,-0.007727311442500011,-0.9328003089999964,-0.007871524,0.375,0.25,0.0,0.375,0.0,0.0,0.75,0.25,0.0,0.0,secondary_2pct
B2_MULTI_165_A_Ru87_Al12_B_TiZr,2.533666714,3.18583421,-0.22792869544166636,-0.8820999873413358,-0.228050491,0.4375,0.0,0.25,0.0625,0.25,0.0,0.75,0.25,0.0,0.0,none
B2_MULTI_166_A_Ru75_Al25_B_TiZr,3.206361714,3.18583421,0.0061111006949999954,-0.808063227,0.006422677,0.375,0.0,0.25,0.125,0.25,0.0,0.75,0.25,0.0,0.0,secondary_2pct
B2_MULTI_167_A_Ru87_Al12_B_TiAl,2.424572308,3.18583421,-0.2691437294500002,-5.952786629000001,-0.271374953,0.0625,0.0,0.0625,0.25,0.0,0.0,0.75,0.25,0.0,0.0,none
B2_MULTI_167_A_Ru87_Al13_B_TiAl,2.424470144,3.18583421,-0.27020597686000086,-1.0210210769872234,-0.271416315,0.4375,0.0,0.25,0.3125,0.0,0.0,0.75,0.25,0.0,0.0,none
B2_MULTI_168_A_Ru75_Al25_B_TiAl,3.070901903,3.18583421,-0.034975765679999944,-0.9413853389999953,-0.036738742,0.375,0.0,0.25,0.375,0.0,0.0,0.75,0.25,0.0,0.0,none
B2_MULTI_169_A_Ru87_Al12_B_ZrAl,2.512434563,3.18583421,-0.23244849523499922,-3.978965603999996,-0.236352364,0.3125,0.0,0.0,0.0625,0.125,0.0,0.75,0.25,0.0,0.0,none
B2_MULTI_169_A_Ru87_Al13_B_ZrAl,2.512433663,3.18583421,-0.2331542386550001,-0.9520394900000023,-0.236352717,0.4375,0.0,0.0,0.3125,0.25,0.0,0.75,0.25,0.0,0.0,none
B2_MULTI_170_A_Ru75_Al25_B_ZrAl,3.180115415,3.18583421,-0.0023141829249999977,-0.8854183384772708,-0.001796682,0.375,0.0,0.0,0.375,0.25,0.0,0.75,0.25,0.0,0.0,secondary_2pct
B2_015_RuTi,2.43976227,3.10818653,-0.07534485438358311,-1.0514218223567102,-0.240962664,0.5,0.0,0.5,0.0,0.0,0.0,0.75,0.0,0.25,0.0,none
B2_TERN_SOL_088_Ru_Ti87_Nb12,2.452124543,3.10818653,-0.23864729285410757,-0.9831852078757626,-0.235980318,0.5,0.0,0.4375,0.0,0.0,0.0,0.75,0.0,0.25,0.0,none
B2_TERN_SOL_089_Ru_Ti75_Nb25,3.102904429,3.10818653,-0.005272506684938314,-0.9031889439999955,-0.001700861,0.5,0.0,0.375,0.0,0.0,0.0,0.75,0.0,0.25,0.0,secondary_2pct
B2_TERN_SOL_090_Ru_Ti87_Mo12,2.443019595,3.10818653,-0.24282761583160734,-0.9214556199999983,-0.239647716,0.5,0.0,0.4375,0.0,0.0,0.0625,0.75,0.0,0.25,0.0,none
B2_TERN_SOL_091_Ru_Ti75_Mo25,3.083886002,3.10818653,-0.009479895965295441,-0.7628383109999981,-0.007848916,0.5,0.0,0.375,0.0,0.0,0.125,0.75,0.0,0.25,0.0,secondary_2pct
B2_TERN_SOL_092_Ru_Ti87_Ta12,2.4505202,3.10818653,-0.2387186198316078,-1.0123424348544736,-0.236625662,0.5,0.0,0.4375,0.0,0.0,0.0,0.75,0.0,0.25,0.0,none
B2_TERN_SOL_093_Ru_Ti75_Ta25,3.098798357,3.10818653,-0.007389722221938308,-0.9581277760919968,-0.003025035,0.5,0.0,0.375,0.0,0.0,0.0,0.75,0.0,0.25,0.0,secondary_2pct
B2_TERN_SOL_094_Ru_Ti87_W12,2.443767345,3.10818653,-0.24210286497410727,-0.9334727529999975,-0.239346075,0.5,0.0,0.4375,0.0,0.0,0.0,0.75,0.0,0.25,0.0,none
B2_TERN_SOL_095_Ru_Ti75_W25,3.082186007,3.10818653,-0.007195324039041665,-0.7896133579999975,-0.00840031,0.5,0.0,0.375,0.0,0.0,0.0,0.75,0.0,0.25,0.0,secondary_2pct
B2_TERN_SOL_096_Ru_Ti87_V12,2.432602346,3.10818653,-0.2426797523216069,-0.9827277876657603,-0.243858483,0.5,0.0,0.4375,0.0,0.0,0.0,0.75,0.0,0.25,0.0,none
B2_TERN_SOL_097_Ru_Ti75_V25,3.05499642,3.10818653,-0.013829491732938291,-0.9053066410000018,-0.017260597,0.5,0.0,0.375,0.0,0.0,0.0,0.75,0.0,0.25,0.0,secondary_2pct
B2_PENALTY_125_Ru100Al0_Ti,4.881705796,3.10818653,-0.07534485438358311,-1.0514218223567102,0.443940718,0.5,0.0,0.5,0.0,0.0,0.0,0.75,0.0,0.25,0.0,none
B2_PENALTY_126_Ru87Al12_Ti,2.450404438,3.10818653,-0.24257320883000058,-0.9702671740000048,-0.236672242,0.4375,0.0,0.5,0.0625,0.0,0.0,0.75,0.0,0.25,0.0,none
B2_PENALTY_127_Ru75Al25_Ti,3.09969531,3.10818653,-0.00649240607999999,-0.8881906299999975,-0.002735626,0.375,0.0,0.5,0.125,0.0,0.0,0.75,0.0,0.25,0.0,secondary_2pct
B2_PENALTY_128_Ru62Al37_Ti,2.471374896,3.10818653,-0.23357423439000027,-0.8044402650000002,-0.228265839,0.3125,0.0,0.5,0.1875,0.0,0.0,0.75,0.0,0.25,0.0,none
B2_PENALTY_129_Ru50Al50_Ti,3.939553259,3.10818653,0.22991861991499996,-0.7137016730000019,0.235924354,0.25,0.0,0.5,0.25,0.0,0.0,0.75,0.0,0.25,0.0,none
B2_PENALTY_130_Ru87Cr12_Ti,2.434397938,3.10818653,-0.24335881079500074,-0.9427045900000031,-0.243131556,0.4375,0.0,0.5,0.0,0.0,0.0,0.75,0.0,0.25,0.0,none
B2_PENALTY_131_Ru75Cr25_Ti,3.061448806,3.10818653,-0.012496693314999967,-0.8096196399999966,-0.015150887,0.375,0.0,0.5,0.0,0.0,0.0,0.75,0.0,0.25,0.0,secondary_2pct
B2_PENALTY_132_Ru62Cr37_Ti,2.424470344,3.10818653,-0.24657312976499976,-0.6756799220000004,-0.247156548,0.3125,0.0,0.5,0.0,0.0,0.0,0.75,0.0,0.25,0.0,none
B2_PENALTY_133_Ru50Cr50_Ti,3.839681408,3.10818653,0.21039028496899959,-0.5380779740000005,0.210566719,0.25,0.0,0.5,0.0,0.0,0.0,0.75,0.0,0.25,0.0,none
B2_PENALTY_134_Ru87Cu12_Ti,2.441297595,3.10818653,-0.24222549170000054,-0.9197299369999997,-0.240342677,0.4375,0.0,0.5,0.0,0.0,0.0,0.75,0.0,0.25,0.0,none
B2_PENALTY_135_Ru75Cu25_Ti,3.074675013,3.10818653,-0.011263044319999981,-0.8017171889999983,-0.010840132,0.375,0.0,0.5,0.0,0.0,0.0,0.75,0.0,0.25,0.0,secondary_2pct
B2_PENALTY_136_Ru62Cu37_Ti,2.440175866,3.10818653,-0.24325963031999978,-0.6806409090000018,-0.240795614,0.3125,0.0,0.5,0.0,0.0,0.0,0.75,0.0,0.25,0.0,none
B2_PENALTY_137_Ru50Cu50_Ti,3.872743044,3.10818653,0.21794972914800045,-0.5577977589999992,0.219041463,0.25,0.0,0.5,0.0,0.0,0.0,0.75,0.0,0.25,0.0,none
B2_PENALTY_138_Ru87Si12_Ti,2.443848687,3.10818653,-0.24055611264500024,-0.989505901999998,-0.239313267,0.4375,0.0,0.5,0.0,0.0,0.0,0.75,0.0,0.25,0.0,none
B2_PENALTY_139_Ru75Si25_Ti,3.0820502,3.10818653,-0.009294459430000008,-0.9361164499999955,-0.008444372,0.375,0.0,0.5,0.0,0.0,0.0,0.75,0.0,0.25,0.0,secondary_2pct
B2_PENALTY_140_Ru62Si37_Ti,2.448470295,3.10818653,-0.24242792567499996,-0.8697570390000041,-0.237450775,0.3125,0.0,0.5,0.0,0.0,0.0,0.75,0.0,0.25,0.0,none
B2_PENALTY_141_Ru50Si50_Ti,3.890404933,3.10818653,0.22111974889299965,-0.808674346999996,0.223535952,0.25,0.0,0.5,0.0,0.0,0.0,0.75,0.0,0.25,0.0,none
B2_MULTI_159_A_Ru87_Al12_B_HfTi,2.518380484,3.10818653,-0.21544345674499993,-0.9951158348858226,-0.209650412,0.4375,0.25,0.25,0.0625,0.0,0.0,0.75,0.0,0.25,0.0,none
B2_MULTI_160_A_Ru75_Al25_B_HfTi,3.186447237,3.10818653,0.024979078565000087,-0.9000343030000024,0.024865849,0.375,0.25,0.25,0.125,0.0,0.0,0.75,0.0,0.25,0.0,none
