category,alloy_name,x_Al,x_Cr,x_Cu,x_Hf,x_Mo,x_Nb,x_Ru,x_Si,x_Ta,x_Ti,x_V,x_W,x_Zr,natoms,E_total_eV,E_per_atom_eV,E_form_per_atom_eV,volume_A3,volume_per_atom_A3,Ru_at_frac,vec_avg,radius_avg,vol_avg,delta_r,chi_avg,delta_chi,Hmix_kJmol
06_B2_Penalty_RuSubstitution,B2_PENALTY_121_Ru87Si12_Hf,0.0,0.0,0.0,0.5,0.0,0.0,0.4375,0.0625,0.0,0.0,0.0,0.0,0.0,16,-157.59555097,-9.849721935625,-1.5282974818750006,238.32800000000015,14.895500000000009,0.4375,5.75,1.4493750000000003,18.4375,0.09420659775232863,1.7312500000000002,0.43691925741491416,-12.25
06_B2_Penalty_RuSubstitution,B2_PENALTY_122_Ru75Si25_Hf,0.0,0.0,0.0,0.5,0.0,0.0,0.375,0.125,0.0,0.0,0.0,0.0,0.0,16,-152.47852808,-9.529908005,-1.4527149024999986,238.32799999999992,14.895499999999995,0.375,5.5,1.43875,18.825000000000003,0.10462936747667187,1.7125000000000001,0.42260353760942426,-9.75
06_B2_Penalty_RuSubstitution,B2_PENALTY_123_Ru62Si37_Hf,0.0,0.0,0.0,0.5,0.0,0.0,0.3125,0.1875,0.0,0.0,0.0,0.0,0.0,16,-147.32246713,-9.207654195625,-1.3746924443750004,238.32800000000015,14.895500000000009,0.3125,5.25,1.428125,19.2125,0.11388566543972621,1.6937499999999999,0.4069225202664508,-7.5
06_B2_Penalty_RuSubstitution,B2_PENALTY_124_Ru50Si50_Hf,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,16,-142.19717951,-8.887323719375,-1.2985933193750014,238.32800000000015,14.895500000000009,0.25,5.0,1.4175,19.6,0.12222871173896784,1.6750000000000003,0.3897114317029974,-5.5
06_B2_Penalty_RuSubstitution,B2_PENALTY_125_Ru100Al0_Ti,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,16,-147.51734673,-9.219834170625,-1.1077061506250008,238.32800000000015,14.895500000000009,0.5,6.0,1.405,15.75,0.0462633451957295,1.87,0.33000000000000007,-10.0
06_B2_Penalty_RuSubstitution,B2_PENALTY_126_Ru87Al12_Ti,0.0625,0.0,0.0,0.0,0.0,0.0,0.4375,0.0,0.0,0.5,0.0,0.0,0.0,16,-141.06223063,-8.816389414375,-1.0338055543749993,238.32800000000015,14.895500000000009,0.4375,5.6875,1.410625,15.924999999999999,0.04465745004478511,1.8331250000000001,0.3239737402552868,-10.9375
06_B2_Penalty_RuSubstitution,B2_PENALTY_127_Ru75Al25_Ti,0.125,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.5,0.0,0.0,0.0,16,-134.62097901,-8.413811188125,-0.9607714881250011,238.32799999999992,14.895499999999995,0.375,5.375,1.41625,16.1,0.04264945958817138,1.7962500000000001,0.3135258163213997,-11.25
06_B2_Penalty_RuSubstitution,B2_PENALTY_128_Ru62Al37_Ti,0.1875,0.0,0.0,0.0,0.0,0.0,0.3125,0.0,0.0,0.5,0.0,0.0,0.0,16,-128.16359254,-8.01022453375,-0.8867289937500002,238.32799999999992,14.895499999999995,0.3125,5.0625,1.421875,16.275,0.040187941520337556,1.759375,0.2981918164118526,-10.9375
06_B2_Penalty_RuSubstitution,B2_PENALTY_129_Ru50Al50_Ti,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.0,16,-121.55166209,-7.596978880625,-0.8030275006250003,238.32800000000015,14.895500000000009,0.25,4.75,1.4275,16.45,0.037192225186681756,1.7225000000000001,0.27716195626384227,-10.0
06_B2_Penalty_RuSubstitution,B2_PENALTY_130_Ru87Cr12_Ti,0.0,0.0625,0.0,0.0,0.0,0.0,0.4375,0.0,0.0,0.5,0.0,0.0,0.0,16,-146.68572997,-9.167858123125,-1.0361478181250003,238.32800000000015,14.895500000000009,0.4375,5.875,1.40125,15.65625,0.05007472685347437,1.8362500000000002,0.32204182569970635,-8.203125
06_B2_Penalty_RuSubstitution,B2_PENALTY_131_Ru75Cr25_Ti,0.0,0.125,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.5,0.0,0.0,0.0,16,-145.43836343,-9.089897714375,-0.9386051243750018,238.32799999999992,14.895499999999995,0.375,5.75,1.3975,15.5625,0.05351797961234915,1.8025000000000002,0.31023176819919657,-6.5625
06_B2_Penalty_RuSubstitution,B2_PENALTY_132_Ru62Cr37_Ti,0.0,0.1875,0.0,0.0,0.0,0.0,0.3125,0.0,0.0,0.5,0.0,0.0,0.0,16,-143.98429408,-8.99901838,-0.8281435050000017,238.32799999999992,14.895499999999995,0.3125,5.625,1.39375,15.46875,0.056658620527666674,1.76875,0.294106167055368,-5.078125
06_B2_Penalty_RuSubstitution,B2_PENALTY_133_Ru50Cr50_Ti,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.0,16,-142.46695122,-8.90418445125,-0.7137272912500006,238.32799999999992,14.895499999999995,0.25,5.5,1.39,15.375,0.05954296891095989,1.735,0.27290108097990384,-3.75
06_B2_Penalty_RuSubstitution,B2_PENALTY_134_Ru87Cu12_Ti,0.0,0.0,0.0625,0.0,0.0,0.0,0.4375,0.0,0.0,0.5,0.0,0.0,0.0,16,-140.41343592,-8.775839745,-0.9981156337500012,238.32800000000015,14.895500000000009,0.4375,6.1875,1.40125,15.625,0.05007472685347437,1.85125,0.3190586740710869,-10.0625
06_B2_Penalty_RuSubstitution,B2_PENALTY_135_Ru75Cu25_Ti,0.0,0.0,0.125,0.0,0.0,0.0,0.375,0.0,0.0,0.5,0.0,0.0,0.0,16,-133.4882068,-8.343012925,-0.8996927225000002,238.32799999999992,14.895499999999995,0.375,6.375,1.3975,15.5,0.05351797961234915,1.8325000000000002,0.30658400153954546,-9.75
06_B2_Penalty_RuSubstitution,B2_PENALTY_136_Ru62Cu37_Ti,0.0,0.0,0.1875,0.0,0.0,0.0,0.3125,0.0,0.0,0.5,0.0,0.0,0.0,16,-126.55899946,-7.90993746625,-0.8010211725000005,238.32800000000034,14.895500000000022,0.3125,6.5625,1.39375,15.375,0.056658620527666674,1.81375,0.292379782987812,-9.0625
06_B2_Penalty_RuSubstitution,B2_PENALTY_137_Ru50Cu50_Ti,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.0,16,-119.62981468,-7.4768634175,-0.7023510325000002,238.32799999999992,14.895499999999995,0.25,6.75,1.39,15.25,0.05954296891095989,1.7950000000000002,0.27617928959282956,-8.0
06_B2_Penalty_RuSubstitution,B2_PENALTY_138_Ru87Si12_Ti,0.0,0.0,0.0,0.0,0.0,0.0,0.4375,0.0625,0.0,0.5,0.0,0.0,0.0,16,-142.66407755,-8.916504846875,-1.0486081781250007,238.32800000000015,14.895500000000009,0.4375,5.75,1.3943750000000001,16.1375,0.06127315210233097,1.85125,0.3190586740710869,-7.875
06_B2_Penalty_RuSubstitution,B2_PENALTY_139_Ru75Si25_Ti,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.125,0.0,0.5,0.0,0.0,0.0,16,-138.03777623,-8.627361014375,-1.003695696875,238.32800000000015,14.895500000000009,0.375,5.5,1.38375,16.525,0.07280177311096221,1.8325000000000002,0.30658400153954546,-6.0
06_B2_Penalty_RuSubstitution,B2_PENALTY_140_Ru62Si37_Ti,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.1875,0.0,0.5,0.0,0.0,0.0,16,-133.27544291,-8.329715181875,-0.9502812156250009,238.32799999999992,14.895499999999995,0.3125,5.25,1.373125,16.9125,0.08230204262182104,1.81375,0.292379782987812,-4.375
06_B2_Penalty_RuSubstitution,B2_PENALTY_141_Ru50Si50_Ti,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.5,0.0,0.0,0.0,16,-128.51983256,-8.032489535,-0.89728692,238.32800000000015,14.895500000000009,0.25,5.0,1.3625,17.3,0.09039374632479703,1.795,0.27617928959282956,-3.0
06_B2_Penalty_RuSubstitution,B2_PENALTY_142_Ru100Al0_Zr,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,16,-146.92192547,-9.182620341875,-1.2948705118749997,238.32800000000015,14.895500000000009,0.5,6.0,1.4700000000000002,18.55,0.08843537414965985,1.7650000000000001,0.43500000000000005,-18.0
06_B2_Penalty_RuSubstitution,B2_PENALTY_143_Ru87Al12_Zr,0.0625,0.0,0.0,0.0,0.0,0.0,0.4375,0.0,0.0,0.0,0.0,0.0,0.5,16,-139.80347068,-8.7377169175,-1.1795112474999998,238.32800000000015,14.895500000000009,0.4375,5.6875,1.475625,18.725,0.08548459790634136,1.7281250000000001,0.4213552353715331,-17.9375
06_B2_Penalty_RuSubstitution,B2_PENALTY_144_Ru75Al25_Zr,0.125,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.5,16,-132.95740602,-8.30983787625,-1.0811763662500002,238.32799999999992,14.895499999999995,0.375,5.375,1.4812500000000002,18.900000000000002,0.08229903454198233,1.6912500000000001,0.4039009005932025,-17.25
06_B2_Penalty_RuSubstitution,B2_PENALTY_145_Ru62Al37_Zr,0.1875,0.0,0.0,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0.0,0.5,16,-126.25124793,-7.890702995625,-0.9915856456250003,238.32799999999992,14.895499999999995,0.3125,5.0625,1.486875,19.075,0.07885357031484395,1.654375,0.38211530900370905,-15.9375
06_B2_Penalty_RuSubstitution,B2_PENALTY_146_Ru50Al50_Zr,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5,16,-119.49375372,-7.4683596075,-0.8987864175000002,238.32800000000034,14.895500000000022,0.25,4.75,1.4925,19.25,0.07511587043476943,1.6175000000000002,0.35520240708643863,-14.0
06_B2_Penalty_RuSubstitution,B2_PENALTY_147_Ru87Cr12_Zr,0.0,0.0625,0.0,0.0,0.0,0.0,0.4375,0.0,0.0,0.0,0.0,0.0,0.5,16,-146.39757643,-9.149848526875,-1.2425164118749992,238.32800000000015,14.895500000000009,0.4375,5.875,1.46625,18.45625,0.09171967089237006,1.7312500000000002,0.42065239509599855,-15.203125
06_B2_Penalty_RuSubstitution,B2_PENALTY_148_Ru75Cr25_Zr,0.0,0.125,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.5,16,-145.54058363,-9.096286476875,-1.169372076874999,238.32800000000015,14.895500000000009,0.375,5.75,1.4625000000000001,18.362500000000004,0.09485254289918002,1.6975000000000002,0.40298107896029073,-12.5625
06_B2_Penalty_RuSubstitution,B2_PENALTY_149_Ru62Cr37_Zr,0.0,0.1875,0.0,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0.0,0.5,16,-144.27055505,-9.016909690625,-1.0704130056250012,238.32800000000015,14.895500000000009,0.3125,5.625,1.45875,18.26875,0.09784784982518248,1.66375,0.38152449135016225,-10.078125
06_B2_Penalty_RuSubstitution,B2_PENALTY_150_Ru50Cr50_Zr,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5,16,-142.97638826,-8.93602426625,-0.9699452962499997,238.32800000000015,14.895500000000009,0.25,5.5,1.455,18.175,0.10071718824572407,1.6300000000000001,0.355598087733891,-7.75
06_B2_Penalty_RuSubstitution,B2_PENALTY_151_Ru87Cu12_Zr,0.0,0.0,0.0625,0.0,0.0,0.0,0.4375,0.0,0.0,0.0,0.0,0.0,0.5,16,-140.26620682,-8.76663792625,-1.2132920050000005,238.32800000000015,14.895500000000009,0.4375,6.1875,1.46625,18.425,0.09171967089237006,1.74625,0.42212076174952595,-17.0625
06_B2_Penalty_RuSubstitution,B2_PENALTY_152_Ru75Cu25_Zr,0.0,0.0,0.125,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.5,16,-133.95290583,-8.372056614375,-1.1531146018749991,238.32800000000015,14.895500000000009,0.375,6.375,1.4625000000000001,18.300000000000004,0.09485254289918002,1.7275000000000003,0.40797518306877445,-15.75
06_B2_Penalty_RuSubstitution,B2_PENALTY_153_Ru62Cu37_Zr,0.0,0.0,0.1875,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0.0,0.5,16,-127.52910116,-7.9705688225,-1.08603071875,238.32799999999992,14.895499999999995,0.3125,6.5625,1.45875,18.175,0.09784784982518248,1.70875,0.3924263465925804,-14.0625
06_B2_Penalty_RuSubstitution,B2_PENALTY_154_Ru50Cu50_Zr,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5,16,-121.20715287,-7.575447054375,-1.025312859375,238.32799999999992,14.895499999999995,0.25,6.75,1.455,18.05,0.10071718824572407,1.6900000000000002,0.3752998800959041,-12.0
06_B2_Penalty_RuSubstitution,B2_PENALTY_155_Ru87Si12_Zr,0.0,0.0,0.0,0.0,0.0,0.0,0.4375,0.0625,0.0,0.0,0.0,0.0,0.5,16,-141.90561607,-8.869101004375,-1.2255825256250006,238.32800000000015,14.895500000000009,0.4375,5.75,1.459375,18.9375,0.10013631928395365,1.74625,0.42212076174952595,-14.875
06_B2_Penalty_RuSubstitution,B2_PENALTY_156_Ru75Si25_Zr,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.125,0.0,0.0,0.0,0.0,0.5,16,-137.34571505,-8.584107190625,-1.1848200631249997,238.32800000000015,14.895500000000009,0.375,5.5,1.4487500000000002,19.325000000000003,0.11040969708429442,1.7275000000000003,0.40797518306877445,-12.0
06_B2_Penalty_RuSubstitution,B2_PENALTY_157_Ru62Si37_Zr,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.1875,0.0,0.0,0.0,0.0,0.5,16,-132.99487753,-8.312179845625,-1.1571240693749996,238.32800000000057,14.895500000000036,0.3125,5.25,1.4381249999999999,19.7125,0.1196127751262542,1.70875,0.3924263465925804,-9.375
06_B2_Penalty_RuSubstitution,B2_PENALTY_158_Ru50Si50_Zr,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.5,16,-128.6285628,-8.039285175,-1.1284607500000003,238.32800000000015,14.895500000000009,0.25,5.0,1.4275,20.1,0.12796578117079907,1.69,0.37529988009590415,-7.0
07_B2_HighOrder,B2_MULTI_159_A_Ru87_Al12_B_HfTi,0.0625,0.0,0.0,0.25,0.0,0.0,0.4375,0.0,0.0,0.25,0.0,0.0,0.0,16,-148.92206605,-9.307629128125,-1.2982813756250007,238.32800000000015,14.895500000000009,0.4375,5.6875,1.438125,17.075000000000003,0.06778407265478988,1.773125,0.3885022321364448,-13.125
07_B2_HighOrder,B2_MULTI_160_A_Ru75_Al25_B_HfTi,0.125,0.0,0.0,0.25,0.0,0.0,0.375,0.0,0.0,0.25,0.0,0.0,0.0,16,-142.11271521,-8.882044700625,-1.2022411081250004,238.32799999999992,14.895499999999995,0.375,5.375,1.44375,17.25,0.0652460087640544,1.73625,0.3739631499225559,-13.125
07_B2_HighOrder,B2_MULTI_161_A_Ru87_Al12_B_HfZr,0.0625,0.0,0.0,0.25,0.0,0.0,0.4375,0.0,0.0,0.0,0.0,0.0,0.25,16,-147.72980202,-9.23311262625,-1.3359539687499993,238.32799999999992,14.895499999999995,0.4375,5.6875,1.470625,18.475,0.08256505629691842,1.720625,0.42858005013649436,-16.625
07_B2_HighOrder,B2_MULTI_162_A_Ru75_Al25_B_HfZr,0.125,0.0,0.0,0.25,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.25,16,-140.66691826,-8.79168239125,-1.2240678937499991,238.32799999999972,14.895499999999982,0.375,5.375,1.47625,18.65,0.07942674430747684,1.68375,0.4107595860110876,-16.125
07_B2_HighOrder,B2_MULTI_163_A_Ru87_Al12_B_HfAl,0.3125,0.0,0.0,0.25,0.0,0.0,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,16,-134.28296108,-8.3926850675,-1.4429272100000006,238.32799999999992,14.895499999999995,0.4375,5.4375,1.428125,16.8,0.06703561003704026,1.7906250000000001,0.37906906939896856,-17.5
07_B2_HighOrder,B2_MULTI_163_A_Ru87_Al13_B_HfAl,0.3125,0.0,0.0,0.25,0.0,0.0,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,16,-134.23477763,-8.389673601875,-1.439915744375,238.32800000000034,14.895500000000022,0.4375,5.4375,1.428125,16.8,0.06703561003704026,1.7906250000000001,0.37906906939896856,-17.5
07_B2_HighOrder,B2_MULTI_164_A_Ru75_Al25_B_HfAl,0.375,0.0,0.0,0.25,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,16,-126.97636629,-7.936022893125,-1.3158091956250004,238.32800000000015,14.895500000000009,0.375,5.125,1.43375,16.975,0.06486275554125845,1.75375,0.3659213542552553,-16.875
07_B2_HighOrder,B2_MULTI_165_A_Ru87_Al12_B_TiZr,0.0625,0.0,0.0,0.0,0.0,0.0,0.4375,0.0,0.0,0.25,0.0,0.0,0.25,16,-141.27050937,-8.829406835625,-1.1590120706250007,238.32800000000034,14.895500000000022,0.4375,5.6875,1.4431250000000002,17.325000000000003,0.0726646156036963,1.7806250000000001,0.37948103954611495,-14.4375
07_B2_HighOrder,B2_MULTI_166_A_Ru75_Al25_B_TiZr,0.125,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.25,0.0,0.0,0.25,16,-134.67603611,-8.417252256875,-1.0764016518750008,238.32799999999992,14.895499999999995,0.375,5.375,1.44875,17.5,0.07008993031808901,1.74375,0.36534016683085924,-14.25
07_B2_HighOrder,B2_MULTI_167_A_Ru87_Al12_B_TiAl,0.3125,0.0,0.0,0.0,0.0,0.0,0.4375,0.0,0.0,0.25,0.0,0.0,0.0,16,-125.63804199,-7.852377624375,-1.1293836593750006,238.32800000000015,14.895500000000009,0.4375,5.4375,1.400625,15.650000000000002,0.03962908672440702,1.8506250000000002,0.3092221844806741,-15.3125
07_B2_HighOrder,B2_MULTI_167_A_Ru87_Al13_B_TiAl,0.3125,0.0,0.0,0.0,0.0,0.0,0.4375,0.0,0.0,0.25,0.0,0.0,0.0,16,-125.51880887,-7.844925554375,-1.1219315893750004,238.32800000000015,14.895500000000009,0.4375,5.4375,1.400625,15.650000000000002,0.03962908672440702,1.8506250000000002,0.3092221844806741,-15.3125
07_B2_HighOrder,B2_MULTI_168_A_Ru75_Al25_B_TiAl,0.375,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.25,0.0,0.0,0.0,16,-119.16655455,-7.447909659375,-1.0544598543750006,238.32799999999992,14.895499999999995,0.375,5.125,1.40625,15.825000000000003,0.0381187229198072,1.81375,0.3004137771474538,-15.0
07_B2_HighOrder,B2_MULTI_169_A_Ru87_Al12_B_ZrAl,0.3125,0.0,0.0,0.0,0.0,0.0,0.4375,0.0,0.0,0.0,0.0,0.0,0.25,16,-126.93656063,-7.933535039375,-1.3227301693750002,238.32800000000034,14.895500000000022,0.4375,5.4375,1.433125,17.05,0.0723771647423495,1.7981250000000002,0.36946276453115007,-18.8125
07_B2_HighOrder,B2_MULTI_169_A_Ru87_Al13_B_ZrAl,0.3125,0.0,0.0,0.0,0.0,0.0,0.4375,0.0,0.0,0.0,0.0,0.0,0.25,16,-126.93656021,-7.933535013125,-1.3227301431249998,238.32800000000015,14.895500000000009,0.4375,5.4375,1.433125,17.05,0.0723771647423495,1.7981250000000002,0.36946276453115007,-18.8125
07_B2_HighOrder,B2_MULTI_170_A_Ru75_Al25_B_ZrAl,0.375,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.25,16,-120.52165008,-7.53260313,-1.2513424200000003,238.32799999999992,14.895499999999995,0.375,5.125,1.4387500000000002,17.225,0.07014797958100587,1.76125,0.3567365099061211,-18.0
