alloy_name_alpha,run_folder,natoms,Pct_Al,Pct_Cr,Pct_Cu,Pct_Hf,Pct_Mo,Pct_Nb,Pct_Ru,Pct_Si,Pct_Ta,Pct_Ti,Pct_V,Pct_W,Pct_Zr,total_energy_eV,energy_per_atom_eV,formation_e_per_atom_eV,formation_meV_per_atom,formation_meV_per_formula_unit,formula_unit_atoms,missing_refs,volume_A3,a_A,b_A,c_A,alpha_deg,beta_deg,gamma_deg,Ru_at_frac,vec_avg,radius_avg,vol_avg,delta_r,chi_avg,delta_chi,Hmix_kJmol
Nb33Ta33W33,./04_Matrix_Ternaries/MATRIX_TERN_071_Nb33_Ta33_W33,9,0,0,0,0,0,33,0,0,33,0,0,33,0,-105.2525485,-11.694727611111112,-0.14472346631111144,-144.72346631111145,-144.72346631111145,1,,155.7242160409529,8.456491978382498,8.510867308164515,2.8189586115120875,109.6845225437599,109.26199247698347,109.70262540383195,0.0,5.333333333333334,1.4366666666666668,17.26666666666667,0.022968665746198765,1.82,0.38401388863772445,-1.7777777777777781
Nb33Ta33V33,./04_Matrix_Ternaries/MATRIX_TERN_072_Nb33_Ta33_V33,9,0,0,0,0,0,33,0,0,33,0,33,0,0,-92.18092658,-10.242325175555557,-0.010632496655556878,-10.632496655556878,-10.632496655556878,1,,150.1299148718438,8.381322052043007,8.347694027521365,2.829014759000436,109.88720817106716,110.08663306353309,109.60738133452436,0.0,5.000000000000001,1.4200000000000002,16.46666666666667,0.039837001756988594,1.5766666666666667,0.0555777733351102,-0.8888888888888891
Nb33V33W33,./04_Matrix_Ternaries/MATRIX_TERN_073_Nb33_W33_V33,9,0,0,0,0,0,33,0,0,0,0,33,33,0,-96.09238304,-10.676931448888888,-0.08587481558888754,-85.87481558888754,-85.87481558888754,1,,142.59059745845937,8.25980160107872,8.127695424080407,2.7584096735624337,109.55669585686888,109.61648567627965,109.2177893431742,0.0,5.333333333333334,1.396666666666667,15.733333333333336,0.03523824119387443,1.8633333333333333,0.351409858838492,-1.3333333333333335
Mo33Ta33W33,./04_Matrix_Ternaries/MATRIX_TERN_074_Mo33_Ta33_W33,9,0,0,0,0,33,0,0,0,33,0,0,33,0,-108.14781628,-12.01642403111111,-0.2100019036111096,-210.00190361110958,-210.00190361110958,1,,148.0814382487659,8.333191132977515,8.298838815844825,2.7924342540330223,109.58424945827898,109.71861185950408,109.42341940870787,0.0,5.666666666666667,1.4133333333333336,16.46666666666667,0.0233478654165369,2.006666666666667,0.36745370078721784,-1.7777777777777781
Mo33Ta33V33,./04_Matrix_Ternaries/MATRIX_TERN_075_Mo33_Ta33_V33,9,0,0,0,0,33,0,0,0,33,0,33,0,0,-95.69174474,-10.632416082222223,-0.1443054206222225,-144.30542062222253,-144.30542062222253,1,,140.8568479693105,8.139573226054857,8.128033087956952,2.792995882003783,110.03219487936143,110.11683309658082,109.03921531783601,0.0,5.333333333333334,1.396666666666667,15.666666666666668,0.03523824119387443,1.7633333333333336,0.2854625875467553,-1.3333333333333335
Mo33V33W33,./04_Matrix_Ternaries/MATRIX_TERN_076_Mo33_W33_V33,9,0,0,0,0,33,0,0,0,0,0,33,33,0,-99.27829189,-11.030921321111112,-0.18344670511111083,-183.44670511111082,-183.44670511111082,1,,134.65272254288124,8.048168361174934,8.00481363860073,2.7200470708399216,109.68418837787108,109.81736596531478,109.05556347071452,0.0,5.666666666666667,1.3733333333333335,14.933333333333335,0.017162785951129786,2.0500000000000003,0.30800432897390695,-0.8888888888888891
Ta33V33W33,./04_Matrix_Ternaries/MATRIX_TERN_077_Ta33_W33_V33,9,0,0,0,0,0,0,0,0,33,0,33,33,0,-101.57096118,-11.285662353333333,-0.1146611163333322,-114.6611163333322,-114.6611163333322,1,,141.8993828744642,8.226514740505053,8.136422484196004,2.759846953752811,109.6668006021603,109.68817955523957,109.23069179033831,0.0,5.333333333333334,1.396666666666667,15.733333333333336,0.03523824119387443,1.83,0.3785058343892028,-0.44444444444444453
Hf44Nb6Ru50,./05_B2_Ternaries_Solubility/B2_TERN_SOL_078_Ru_Hf87_Nb12,16,0,0,0,44,0,6,50,0,0,0,0,0,0,-165.54874341,-10.346796463125,-1.0901430659249982,-1090.1430659249982,-2180.2861318499963,2,,269.06782035053084,6.455857270573984,6.455857270573984,6.455857270573984,90.0,90.0,90.0,0.5,6.06,1.4528,17.792,0.079929319846275,1.7680000000000002,0.4374654272053965,-14.1168
Hf38Nb12Ru50,./05_B2_Ternaries_Solubility/B2_TERN_SOL_079_Ru_Hf75_Nb25,16,0,0,0,38,0,12,50,0,0,0,0,0,0,-164.29101665,-10.268188540625,-0.9899864512250005,-989.9864512250006,-1979.9729024500011,2,,267.37914357840833,6.430583423970994,6.448201133402887,6.448201133402887,90.0,90.0,90.0,0.5,6.119999999999999,1.4456,17.534,0.07723101283638965,1.786,0.42379712127384733,-13.1472
Hf44Mo6Ru50,./05_B2_Ternaries_Solubility/B2_TERN_SOL_080_Ru_Hf87_Mo12,16,0,0,0,44,6,0,50,0,0,0,0,0,0,-165.03551838,-10.31471989875,-1.0114450501499999,-1011.4450501499998,-2022.8901002999996,2,,266.67686162623045,6.436677922369198,6.436677922369198,6.436677922369198,90.0,90.0,90.0,0.5,6.12,1.4486,17.648000000000003,0.08080020017851934,1.8016,0.44471725849128013,-14.16
Hf38Mo12Ru50,./05_B2_Ternaries_Solubility/B2_TERN_SOL_081_Ru_Hf75_Mo25,16,0,0,0,38,12,0,50,0,0,0,0,0,0,-163.34722929,-10.209201830625,-0.8377568384250011,-837.7568384250012,-1675.5136768500024,2,,262.17539882738055,6.390188222180971,6.390188222180971,6.420437703885349,90.0,90.0,90.0,0.5,6.239999999999999,1.4372,17.246000000000002,0.0785362630419332,1.8532000000000002,0.4332686926146408,-13.32
Hf44Ru50Ta6,./05_B2_Ternaries_Solubility/B2_TERN_SOL_082_Ru_Hf87_Ta12,16,0,0,0,44,0,0,50,0,6,0,0,0,0,-167.66584074,-10.47911504625,-1.11701717565,-1117.0171756500001,-2234.0343513000003,2,,268.5285939625953,6.451541758016437,6.451541758016437,6.451541758016437,90.0,90.0,90.0,0.5,6.06,1.4528,17.792,0.079929319846275,1.7620000000000002,0.44040435965144586,-13.68
Hf38Ru50Ta12,./05_B2_Ternaries_Solubility/B2_TERN_SOL_083_Ru_Hf75_Ta25,16,0,0,0,38,0,0,50,0,12,0,0,0,0,-168.4619079,-10.52886924375,-1.0397782075500004,-1039.7782075500004,-2079.556415100001,2,,266.2356641110476,6.43312629083577,6.43312629083577,6.43312629083577,90.0,90.0,90.0,0.5,6.119999999999999,1.4456,17.534,0.07723101283638965,1.774,0.43026038627789115,-12.36
Hf44Ru50W6,./05_B2_Ternaries_Solubility/B2_TERN_SOL_084_Ru_Hf87_W12,16,0,0,0,44,0,0,50,0,0,0,0,6,0,-167.19200282,-10.44950017625,-1.02206340485,-1022.0634048499999,-2044.1268096999997,2,,266.66144688190695,6.436553900040381,6.436553900040381,6.436553900040381,90.0,90.0,90.0,0.5,6.12,1.4486,17.660000000000004,0.08080020017851934,1.8136,0.45676146947832635,-13.92
Hf38Ru50W12,./05_B2_Ternaries_Solubility/B2_TERN_SOL_085_Ru_Hf75_W25,16,0,0,0,38,0,0,50,0,0,0,0,12,0,-167.54939295,-10.471837059375,-0.8520682215750011,-852.0682215750011,-1704.1364431500022,2,,262.3636752408395,6.412879317768683,6.396248371597713,6.396248371597713,90.0,90.0,90.0,0.5,6.239999999999999,1.4372,17.27,0.0785362630419332,1.8772,0.4546120983871855,-12.84
Hf44Ru50V6,./05_B2_Ternaries_Solubility/B2_TERN_SOL_086_Ru_Hf87_V12,16,0,0,0,44,0,0,50,0,0,0,6,0,0,-163.93381927,-10.245863704375,-1.0581199267749994,-1058.1199267749994,-2116.2398535499988,2,,264.0462109970858,6.4154429395674,6.4154429395674,6.4154429395674,90.0,90.0,90.0,0.5,6.06,1.4456000000000002,17.516000000000002,0.0824106716944606,1.7698,0.4368317296167943,-13.44
Hf38Ru50V12,./05_B2_Ternaries_Solubility/B2_TERN_SOL_087_Ru_Hf75_V25,16,0,0,0,38,0,0,50,0,0,0,12,0,0,-161.28387785,-10.080242365625,-0.9398595154250025,-939.8595154250024,-1879.7190308500049,2,,257.4568615489416,6.36308209121244,6.358715853215209,6.36308209121244,90.0,90.0,90.0,0.5,6.119999999999999,1.4312,16.982,0.08139515550259319,1.7896,0.4223266981851847,-11.88
Nb6Ru50Ti44,./05_B2_Ternaries_Solubility/B2_TERN_SOL_088_Ru_Ti87_Nb12,16,0,0,0,0,0,6,50,0,0,44,0,0,0,-149.10212308,-9.3188826925,-0.9886855512999997,-988.6855512999997,-1977.3711025999994,2,,235.91065429111603,6.1789666573739215,6.1789666573739215,6.1789666573739215,90.0,90.0,90.0,0.5,6.06,1.4044,15.767999999999999,0.04588506177003003,1.8736000000000002,0.32669104670927246,-9.6112
Nb12Ru50Ti38,./05_B2_Ternaries_Solubility/B2_TERN_SOL_089_Ru_Ti75_Nb25,16,0,0,0,0,0,12,50,0,0,38,0,0,0,-150.26861583,-9.391788489375,-0.9137077119750003,-913.7077119750004,-1827.4154239500008,2,,238.99850535564508,6.209437100702587,6.198558732419311,6.209437100702587,90.0,90.0,90.0,0.5,6.119999999999999,1.4038000000000002,15.786000000000001,0.045498955238794644,1.8772,0.3233081502220444,-9.1648
Mo6Ru50Ti44,./05_B2_Ternaries_Solubility/B2_TERN_SOL_090_Ru_Ti87_Mo12,16,0,0,0,0,6,0,50,0,0,44,0,0,0,-148.87274666,-9.30454666625,-0.9277280736499982,-927.7280736499982,-1855.4561472999965,2,,233.29253043516724,6.156023625932761,6.156023625932761,6.156023625932761,90.0,90.0,90.0,0.5,6.12,1.4002000000000001,15.623999999999999,0.044953651039842356,1.9072,0.3256196554263886,-9.760000000000002
Mo12Ru50Ti38,./05_B2_Ternaries_Solubility/B2_TERN_SOL_091_Ru_Ti75_Mo25,16,0,0,0,0,12,0,50,0,0,38,0,0,0,-149.60970491,-9.350606556875,-0.7792828766750013,-779.2828766750013,-1558.5657533500025,2,,234.6307528775389,6.167772004669078,6.167772004669078,6.167772004669078,90.0,90.0,90.0,0.5,6.239999999999999,1.3954000000000002,15.498000000000001,0.04331283453129894,1.9444,0.31684166392695273,-9.52
Ru50Ta6Ti44,./05_B2_Ternaries_Solubility/B2_TERN_SOL_092_Ru_Ti87_Ta12,16,0,0,0,0,0,0,50,0,6,44,0,0,0,-151.32200459,-9.457625286875,-1.0219836722750006,-1021.9836722750007,-2043.9673445500014,2,,235.44791173649728,6.174923965355054,6.174923965355054,6.174923965355054,90.0,90.0,90.0,0.5,6.06,1.4044,15.767999999999999,0.04588506177003003,1.8676000000000001,0.3325270515311499,-9.280000000000001
Ru50Ta12Ti38,./05_B2_Ternaries_Solubility/B2_TERN_SOL_093_Ru_Ti75_Ta25,16,0,0,0,0,0,0,50,0,12,38,0,0,0,-154.64841419,-9.665525886875,-0.976556162675001,-976.556162675001,-1953.112325350002,2,,238.0509604795136,6.1982085660717345,6.1982085660717345,6.196373191185274,90.0,90.0,90.0,0.5,6.119999999999999,1.4038000000000002,15.786000000000001,0.045498955238794644,1.8652,0.33501785027069836,-8.559999999999999
Ru50Ti44W6,./05_B2_Ternaries_Solubility/B2_TERN_SOL_094_Ru_Ti87_W12,16,0,0,0,0,0,0,50,0,0,44,0,6,0,-151.12605821,-9.445378638125,-0.9443981227249996,-944.3981227249996,-1888.796245449999,2,,233.5068118602093,6.157907838061071,6.157907838061071,6.157907838061071,90.0,90.0,90.0,0.5,6.12,1.4002000000000001,15.636,0.044953651039842356,1.9192,0.338158779273879,-9.520000000000001
Ru50Ti38W12,./05_B2_Ternaries_Solubility/B2_TERN_SOL_095_Ru_Ti75_W25,16,0,0,0,0,0,0,50,0,0,38,0,12,0,-154.15129644,-9.6344560275,-0.8148085017000017,-814.8085017000018,-1629.6170034000036,2,,234.24294535219605,6.190580444123186,6.11228755057246,6.190580444123186,90.0,90.0,90.0,0.5,6.239999999999999,1.3954000000000002,15.522000000000002,0.04331283453129894,1.9684,0.3390596407713546,-9.04
Ru50Ti44V6,./05_B2_Ternaries_Solubility/B2_TERN_SOL_096_Ru_Ti87_V12,16,0,0,0,0,0,0,50,0,0,44,6,0,0,-147.94164057,-9.246352535625,-0.9850650140250004,-985.0650140250003,-1970.1300280500006,2,,230.32089851186214,6.129773802264527,6.129773802264527,6.129773802264527,90.0,90.0,90.0,0.5,6.06,1.3972000000000002,15.491999999999999,0.046185444431113956,1.8754,0.32525811288882567,-9.040000000000001
Ru50Ti38V12,./05_B2_Ternaries_Solubility/B2_TERN_SOL_097_Ru_Ti75_V25,16,0,0,0,0,0,0,50,0,0,38,12,0,0,-147.99064745,-9.249415465625,-0.9091539274250007,-909.1539274250007,-1818.3078548500014,2,,228.09832909087635,6.113361542597042,6.108309184651599,6.108309184651599,90.0,90.0,90.0,0.5,6.119999999999999,1.3894000000000002,15.234000000000002,0.045415458267928754,1.8808,0.32035505302710626,-8.08
Nb6Ru50Zr44,./05_B2_Ternaries_Solubility/B2_TERN_SOL_098_Ru_Zr87_Nb12,16,0,0,0,0,0,6,50,0,0,0,0,0,44,-152.7210824,-9.54506765,-0.8943479371999992,-894.3479371999991,-1788.6958743999983,2,,277.12364817910174,6.519653714805761,6.519653714805761,6.519653714805761,90.0,90.0,90.0,0.5,6.06,1.4616,18.232,0.08605863829265363,1.7812000000000001,0.423370476060861,-16.756800000000002
Nb12Ru50Zr38,./05_B2_Ternaries_Solubility/B2_TERN_SOL_099_Ru_Zr75_Nb25,16,0,0,0,0,0,12,50,0,0,0,0,0,38,-153.29121489,-9.580700930625,-0.8258052050250004,-825.8052050250004,-1651.6104100500008,2,,274.290272634458,6.486436075974427,6.502825975504015,6.502825975504015,90.0,90.0,90.0,0.5,6.119999999999999,1.4532000000000003,17.914,0.08315286433270927,1.7974,0.4107739524361301,-15.4272
Mo6Ru50Zr44,./05_B2_Ternaries_Solubility/B2_TERN_SOL_100_Ru_Zr87_Mo12,16,0,0,0,0,6,0,50,0,0,0,0,0,44,-152.16400126,-9.51025007875,-0.8129089145499986,-812.9089145499986,-1625.8178290999972,2,,274.4976952378742,6.498995467942699,6.498995467942699,6.498995467942699,90.0,90.0,90.0,0.5,6.12,1.4574,18.088,0.08709349490983262,1.8148,0.4298289892503762,-16.8
Mo12Ru50Zr38,./05_B2_Ternaries_Solubility/B2_TERN_SOL_101_Ru_Zr75_Mo25,16,0,0,0,0,12,0,50,0,0,0,0,0,38,-152.26862417,-9.516789010625,-0.6686503822250014,-668.6503822250014,-1337.3007644500028,2,,269.02449180441846,6.449734344425084,6.449734344425084,6.467078991625439,90.0,90.0,90.0,0.5,6.239999999999999,1.4448,17.626,0.08478317731223409,1.8646000000000003,0.4187133148109814,-15.6
Ru50Ta6Zr44,./05_B2_Ternaries_Solubility/B2_TERN_SOL_102_Ru_Zr87_Ta12,16,0,0,0,0,0,0,50,0,6,0,0,0,44,-154.82750485,-9.676719053125,-0.9205548669250003,-920.5548669250003,-1841.1097338500006,2,,276.56964373241726,6.515306285130703,6.515306285130703,6.515306285130703,90.0,90.0,90.0,0.5,6.06,1.4616,18.232,0.08605863829265363,1.7752000000000001,0.42659226434617875,-16.32
Ru50Ta12Zr38,./05_B2_Ternaries_Solubility/B2_TERN_SOL_103_Ru_Zr75_Ta25,16,0,0,0,0,0,0,50,0,12,0,0,0,38,-157.51326915,-9.844579321875,-0.878794649475001,-878.7946494750009,-1757.5892989500019,2,,273.2323310623436,6.497679411923101,6.47165753559115,6.497679411923101,90.0,90.0,90.0,0.5,6.119999999999999,1.4532,17.914,0.08315286433270916,1.7854,0.4177664898002233,-14.64
Ru50W6Zr44,./05_B2_Ternaries_Solubility/B2_TERN_SOL_104_Ru_Zr87_W12,16,0,0,0,0,0,0,50,0,0,0,0,6,44,-154.34581046,-9.64661315375,-0.8251100667499998,-825.1100667499998,-1650.2201334999995,2,,274.6148917801723,6.49992024975267,6.49992024975267,6.49992024975267,90.0,90.0,90.0,0.5,6.12,1.4574,18.1,0.08709349490983262,1.8268,0.44192053584326674,-16.56
Ru50W12Zr38,./05_B2_Ternaries_Solubility/B2_TERN_SOL_105_Ru_Zr75_W25,16,0,0,0,0,0,0,50,0,0,0,0,12,38,-156.52356109,-9.782722568125,-0.6862600941250001,-686.2600941250001,-1372.5201882500003,2,,269.44267371047266,6.498190420886935,6.498190420886935,6.380893735670893,90.0,90.0,90.0,0.5,6.239999999999999,1.4448,17.650000000000002,0.08478317731223409,1.8886,0.4401409319752027,-15.12
Ru50V6Zr44,./05_B2_Ternaries_Solubility/B2_TERN_SOL_106_Ru_Zr87_V12,16,0,0,0,0,0,0,50,0,0,0,6,0,44,-150.99977316,-9.4374858225,-0.8556757292999997,-855.6757292999997,-1711.3514585999994,2,,272.26455782173497,6.481323570496025,6.481323570496025,6.481323570496025,90.0,90.0,90.0,0.5,6.06,1.4544000000000001,17.956,0.08873804037287199,1.783,0.4226594373724548,-16.08
Ru50V12Zr38,./05_B2_Ternaries_Solubility/B2_TERN_SOL_107_Ru_Zr75_V25,16,0,0,0,0,0,0,50,0,0,0,12,0,38,-150.04025465,-9.377515915625,-0.7604394292250003,-760.4394292250003,-1520.8788584500005,2,,264.20860085935254,6.412156762536984,6.425969924503872,6.412156762536984,90.0,90.0,90.0,0.5,6.119999999999999,1.4388,17.362000000000002,0.08771231264589978,1.8010000000000002,0.4091564492953766,-14.16
Hf50Ru50,./06_B2_Penalty_RuSubstitution/B2_PENALTY_108_Ru100Al0_Hf,16,0,0,0,50,0,0,50,0,0,0,0,0,0,-166.7339695,-10.42087309375,-1.1857683887500006,-1185.7683887500007,-2371.5367775000013,2,,270.8149591626511,6.469800413508121,6.469800413508121,6.469800413508121,90.0,90.0,90.0,0.5,6.0,1.46,18.05,0.0821917808219178,1.75,0.45000000000000007,-15.0
Al6Hf50Ru44,./06_B2_Penalty_RuSubstitution/B2_PENALTY_109_Ru87Al12_Hf,16,6,0,0,50,0,0,44,0,0,0,0,0,0,-159.59975252,-9.9749845325,-1.0479213611000002,-1047.9213611000002,-2095.8427222000005,2,,274.45530618528306,6.498660916934018,6.498660916934018,6.498660916934018,90.0,90.0,90.0,0.44,5.699999999999999,1.4653999999999998,18.218,0.07946705319127967,1.7146000000000001,0.43620275102296185,-15.312
Al12Hf50Ru38,./06_B2_Penalty_RuSubstitution/B2_PENALTY_110_Ru75Al25_Hf,16,12,0,0,50,0,0,38,0,0,0,0,0,0,-152.72811867,-9.545507416875,-0.9264857790749996,-926.4857790749996,-1852.9715581499993,2,,278.38647539057524,6.526048892915923,6.536533422263063,6.526048892915923,90.0,90.0,90.0,0.38,5.4,1.4707999999999999,18.386000000000003,0.07651046747566066,1.6792000000000002,0.4189741758151689,-15.048
Al19Hf50Ru31,./06_B2_Penalty_RuSubstitution/B2_PENALTY_111_Ru62Al37_Hf,16,19,0,0,50,0,0,31,0,0,0,0,0,0,-145.80617988,-9.1128862425,-0.853246393900001,-853.2463939000011,-1706.4927878000021,2,,282.52803565509623,6.552086243170906,6.581158332623166,6.552086243170906,90.0,90.0,90.0,0.31,5.050000000000001,1.4771,18.582,0.07273471418990705,1.6379000000000001,0.3939322149812072,-14.012
Al25Hf50Ru25,./06_B2_Penalty_RuSubstitution/B2_PENALTY_112_Ru50Al50_Hf,16,25,0,0,50,0,0,25,0,0,0,0,0,0,-138.85274389,-8.678296493125,-0.7266981781249999,-726.6981781249999,-1453.3963562499998,2,,286.4522304334456,6.688073016567365,6.688073016567365,6.403983385568525,90.0,90.0,90.0,0.25,4.75,1.4825,18.75,0.06918108430612488,1.6025,0.3674489760497368,-12.5
Cr6Hf50Ru44,./06_B2_Penalty_RuSubstitution/B2_PENALTY_113_Ru87Cr12_Hf,16,0,6,0,50,0,0,44,0,0,0,0,0,0,-165.08298829,-10.317686768125,-1.0350358833249995,-1035.0358833249995,-2070.071766649999,2,,269.2234717972459,6.457101900792793,6.457101900792793,6.457101900792793,90.0,90.0,90.0,0.44,5.88,1.4564,17.96,0.08539313031425136,1.7176,0.4356446258132884,-12.671999999999999
Cr12Hf50Ru38,./06_B2_Penalty_RuSubstitution/B2_PENALTY_114_Ru75Cr25_Hf,16,0,12,0,50,0,0,38,0,0,0,0,0,0,-163.35749127,-10.209843204375,-0.8796461397750015,-879.6461397750015,-1759.292279550003,2,,268.4421423946411,6.473490083773077,6.405805116969271,6.473490083773077,90.0,90.0,90.0,0.38,5.76,1.4527999999999999,17.87,0.08843893489641523,1.6852000000000003,0.4182976930369089,-10.488
Cr19Hf50Ru31,./06_B2_Penalty_RuSubstitution/B2_PENALTY_115_Ru62Cr37_Hf,16,0,19,0,50,0,0,31,0,0,0,0,0,0,-161.54166716,-10.0963541975,-0.7106865898000017,-710.6865898000017,-1421.3731796000034,2,,267.4060553462394,6.428291744005072,6.471129337488318,6.428291744005072,90.0,90.0,90.0,0.31,5.620000000000001,1.4486,17.765,0.09181548372012314,1.6474000000000002,0.3937476857074846,-8.122
Cr25Hf50Ru25,./06_B2_Penalty_RuSubstitution/B2_PENALTY_116_Ru50Cr50_Hf,16,0,25,0,50,0,0,25,0,0,0,0,0,0,-159.73069799,-9.983168624375,-0.5499548368750009,-549.9548368750009,-1099.9096737500017,2,,266.4232732414473,6.435853303133324,6.435853303133324,6.432205142894134,90.0,90.0,90.0,0.25,5.5,1.445,17.675,0.09457197487001007,1.615,0.3683408747342603,-6.25
Cu6Hf50Ru44,./06_B2_Penalty_RuSubstitution/B2_PENALTY_117_Ru87Cu12_Hf,16,0,0,6,50,0,0,44,0,0,0,0,0,0,-159.48058772,-9.9675367325,-1.0314490102999994,-1031.4490102999994,-2062.8980205999987,2,,271.4153846062299,6.474578295110765,6.474578295110765,6.474578295110765,90.0,90.0,90.0,0.44,6.18,1.4564,17.93,0.08539313031425136,1.7320000000000002,0.4374654272053965,-14.4672
Cu12Hf50Ru38,./06_B2_Penalty_RuSubstitution/B2_PENALTY_118_Ru75Cu25_Hf,16,0,0,12,50,0,0,38,0,0,0,0,0,0,-152.51735348,-9.5323345925,-0.8952638531000012,-895.2638531000013,-1790.5277062000025,2,,271.15707278699097,6.468536772060303,6.480504764300502,6.468536772060303,90.0,90.0,90.0,0.38,6.359999999999999,1.4527999999999999,17.810000000000002,0.08843893489641523,1.7140000000000002,0.42379712127384733,-13.5888
Cu19Hf50Ru31,./06_B2_Penalty_RuSubstitution/B2_PENALTY_119_Ru62Cu37_Hf,16,0,0,19,50,0,0,31,0,0,0,0,0,0,-145.52198746,-9.09512421625,-0.8069066234500006,-806.9066234500007,-1613.8132469000013,2,,271.0469486047784,6.466265339444916,6.482424676373644,6.466265339444916,90.0,90.0,90.0,0.31,6.57,1.4486,17.67,0.09181548372012314,1.693,0.4062646920420233,-12.1272
Cu25Hf50Ru25,./06_B2_Penalty_RuSubstitution/B2_PENALTY_120_Ru50Cu50_Hf,16,0,0,25,50,0,0,25,0,0,0,0,0,0,-138.58084378,-8.66130273625,-0.6721021262500013,-672.1021262500013,-1344.2042525000027,2,,271.0066740233208,6.4634802204785915,6.4634802204785915,6.487048397341453,90.0,90.0,90.0,0.25,6.75,1.445,17.55,0.09457197487001007,1.675,0.3897114317029974,-10.5
Hf50Ru44Si6,./06_B2_Penalty_RuSubstitution/B2_PENALTY_121_Ru87Si12_Hf,16,0,0,0,50,0,0,44,6,0,0,0,0,0,-161.33479224,-10.083424515,-1.0769245752000014,-1076.9245752000013,-2153.8491504000026,2,,272.91389827967413,6.486472048510208,6.486472048510208,6.486472048510208,90.0,90.0,90.0,0.44,5.76,1.4498,18.422,0.09376028437756873,1.7320000000000002,0.4374654272053965,-12.3552
Hf50Ru38Si12,./06_B2_Penalty_RuSubstitution/B2_PENALTY_122_Ru75Si25_Hf,16,0,0,0,50,0,0,38,12,0,0,0,0,0,-156.23076449,-9.764422780625,-0.9865276060250014,-986.5276060250014,-1973.0552120500029,2,,274.22274737549657,6.614037811755892,6.438999659278328,6.438999659278328,90.0,90.0,90.0,0.38,5.52,1.4396,18.794,0.1038426921242283,1.7140000000000002,0.42379712127384733,-9.9408
Hf50Ru31Si19,./06_B2_Penalty_RuSubstitution/B2_PENALTY_123_Ru62Si37_Hf,16,0,0,0,50,0,0,31,19,0,0,0,0,0,-151.00625694,-9.43789105875,-0.9267014435499998,-926.7014435499998,-1853.4028870999996,2,,275.77654214099357,6.608692084678828,6.314315629170823,6.608692084678828,90.0,90.0,90.0,0.31,5.24,1.4277,19.228,0.11423560639387513,1.693,0.4062646920420233,-7.4152000000000005
Hf50Ru25Si25,./06_B2_Penalty_RuSubstitution/B2_PENALTY_124_Ru50Si50_Hf,16,0,0,0,50,0,0,25,25,0,0,0,0,0,-145.85277851,-9.115798656875,-0.8332138068750012,-833.2138068750012,-1666.4276137500024,2,,277.28200773548036,6.68234489057754,6.68234489057754,6.209604161562835,90.0,90.0,90.0,0.25,5.0,1.4175,19.6,0.12222871173896784,1.6750000000000003,0.3897114317029974,-5.5
Ru50Ti50,./06_B2_Penalty_RuSubstitution/B2_PENALTY_125_Ru100Al0_Ti,16,0,0,0,0,0,0,50,0,0,50,0,0,0,-147.83710377,-9.239818985625,-1.0575054806250002,-1057.5054806250002,-2115.0109612500005,2,,232.67236419503595,6.150563891230959,6.150563891230959,6.150563891230959,90.0,90.0,90.0,0.5,6.0,1.405,15.75,0.0462633451957295,1.87,0.33000000000000007,-10.0
Al6Ru44Ti50,./06_B2_Penalty_RuSubstitution/B2_PENALTY_126_Ru87Al12_Ti,16,6,0,0,0,0,0,44,0,0,50,0,0,0,-141.28959372,-8.8305996075,-0.9563276360999993,-956.3276360999993,-1912.6552721999985,2,,235.4145460331038,6.174632265430055,6.174632265430055,6.174632265430055,90.0,90.0,90.0,0.44,5.699999999999999,1.4104,15.918000000000001,0.044729135765992106,1.8346,0.3242974560492266,-10.912
Al12Ru38Ti50,./06_B2_Penalty_RuSubstitution/B2_PENALTY_127_Ru75Al25_Ti,16,12,0,0,0,0,0,38,0,0,50,0,0,0,-134.81888615,-8.426180384375,-0.859949946575,-859.949946575,-1719.89989315,2,,238.2577331665196,6.20000577052204,6.1981605010458685,6.20000577052204,90.0,90.0,90.0,0.38,5.4,1.4158,16.086000000000002,0.042825960106141536,1.7992000000000001,0.3145335594177512,-11.248
Al19Ru31Ti50,./06_B2_Penalty_RuSubstitution/B2_PENALTY_128_Ru62Al37_Ti,16,19,0,0,0,0,0,31,0,0,50,0,0,0,-128.33165058,-8.02072816125,-0.8138795126500007,-813.8795126500007,-1627.7590253000014,2,,241.51042100957437,6.202524811458468,6.277675381163747,6.202524811458468,90.0,90.0,90.0,0.31,5.050000000000001,1.4221000000000001,16.282,0.0400790404298587,1.7579,0.2974669561480737,-10.912
Al25Ru25Ti50,./06_B2_Penalty_RuSubstitution/B2_PENALTY_129_Ru50Al50_Ti,16,25,0,0,0,0,0,25,0,0,50,0,0,0,-121.73141631,-7.608213519375,-0.7094064043749997,-709.4064043749997,-1418.8128087499995,2,,244.56872515700422,6.304276321837933,6.304276321837933,6.153616668554981,90.0,90.0,90.0,0.25,4.75,1.4275,16.45,0.037192225186681756,1.7225000000000001,0.27716195626384227,-10.0
Cr6Ru44Ti50,./06_B2_Penalty_RuSubstitution/B2_PENALTY_130_Ru87Cr12_Ti,16,0,6,0,0,0,0,44,0,0,50,0,0,0,-146.76471371,-9.172794606875,-0.9429349220749987,-942.9349220749988,-1885.8698441499976,2,,230.83129975136015,6.134298411099071,6.134298411099071,6.134298411099071,90.0,90.0,90.0,0.44,5.88,1.4014,15.66,0.049929861972695166,1.8376,0.32243176022222136,-8.272
