alloy_name,run_folder,natoms,missing_refs,volume_A3,a_A,b_A,c_A,alpha_deg,beta_deg,gamma_deg,lattice_parameter,n_formula_units,multiplicity,total_energy_eV,energy_per_atom_eV,formation_energy_per_atom_eV,formation_energy_per_atom_meV,VEC,VEC_missing_for,X_Ru,X_Hf,X_Ti,X_Zr,X_Al,X_Mo,X_Nb,X_Ta,X_W,X_V,X_Cr,X_Cu,X_Si
B2_TERN_SOL_082_Ru_Hf87_Ta12,./05_B2_Ternaries_Solubility/B2_TERN_SOL_082_Ru_Hf87_Ta12,16,,268.528594,6.451541758,6.451541758,6.451541758,90,90,90,2.560296043,16,1,-167.6693458,-10.47933411,-1.113680888,-1113.680888,6.0625,,0.5,0.4375,0,0,0,0,0,0.0625,0,0,0,0,0
B2_TERN_SOL_083_Ru_Hf75_Ta25,./05_B2_Ternaries_Solubility/B2_TERN_SOL_083_Ru_Hf75_Ta25,16,,266.2356641,6.433126291,6.433126291,6.433126291,90,90,90,3.216563145,8,2,-168.4894762,-10.53059226,-1.032519678,-1032.519678,6.125,,0.5,0.375,0,0,0,0,0,0.125,0,0,0,0,0
B2_TERN_SOL_084_Ru_Hf87_W12,./05_B2_Ternaries_Solubility/B2_TERN_SOL_084_Ru_Hf87_W12,16,,266.6614469,6.4365539,6.4365539,6.4365539,90,90,90,2.554348108,16,1,-167.2231154,-10.45144471,-1.017173511,-1017.173511,6.125,,0.5,0.4375,0,0,0,0,0,0,0.0625,0,0,0,0
B2_TERN_SOL_085_Ru_Hf75_W25,./05_B2_Ternaries_Solubility/B2_TERN_SOL_085_Ru_Hf75_W25,16,,262.3636752,6.412879318,6.396248372,6.396248372,90,90,90,3.200893611,8,2,-167.5548328,-10.47217705,-0.836868509,-836.8685094,6.25,,0.5,0.375,0,0,0,0,0,0,0.125,0,0,0,0
B2_TERN_SOL_086_Ru_Hf87_V12,./05_B2_Ternaries_Solubility/B2_TERN_SOL_086_Ru_Hf87_V12,16,,264.046211,6.41544294,6.41544294,6.41544294,90,90,90,2.545970218,16,1,-163.9672439,-10.24795274,-1.063735031,-1063.735031,6.0625,,0.5,0.4375,0,0,0,0,0,0,0,0.0625,0,0,0
B2_TERN_SOL_087_Ru_Hf75_V25,./05_B2_Ternaries_Solubility/B2_TERN_SOL_087_Ru_Hf75_V25,16,,257.4568615,6.363082091,6.358715853,6.363082091,90,90,90,3.180813173,8,2,-161.3108598,-10.08192874,-0.946727169,-946.7271694,6.125,,0.5,0.375,0,0,0,0,0,0,0,0.125,0,0,0
B2_TERN_SOL_088_Ru_Ti87_Nb12,./05_B2_Ternaries_Solubility/B2_TERN_SOL_088_Ru_Ti87_Nb12,16,,235.9106543,6.178966657,6.178966657,6.178966657,90,90,90,2.452124543,16,1,-149.1117906,-9.319486911,-0.983188993,-983.1889931,6.0625,,0.5,0,0.4375,0,0,0,0.0625,0,0,0,0,0,0
B2_TERN_SOL_089_Ru_Ti75_Nb25,./05_B2_Ternaries_Solubility/B2_TERN_SOL_089_Ru_Ti75_Nb25,16,,238.9985054,6.209437101,6.198558732,6.209437101,90,90,90,3.102904429,8,2,-150.3010019,-9.393812619,-0.903188944,-903.1889444,6.125,,0.5,0,0.375,0,0,0,0.125,0,0,0,0,0,0
B2_TERN_SOL_090_Ru_Ti87_Mo12,./05_B2_Ternaries_Solubility/B2_TERN_SOL_090_Ru_Ti87_Mo12,16,,233.2925304,6.156023626,6.156023626,6.156023626,90,90,90,2.443019595,16,1,-148.9023581,-9.306397384,-0.92145562,-921.45562,6.125,,0.5,0,0.4375,0,0,0.0625,0,0,0,0,0,0,0
B2_TERN_SOL_091_Ru_Ti75_Mo25,./05_B2_Ternaries_Solubility/B2_TERN_SOL_091_Ru_Ti75_Mo25,16,,234.6307529,6.167772005,6.167772005,6.167772005,90,90,90,3.083886002,8,2,-149.6119949,-9.350749679,-0.762838311,-762.8383113,6.25,,0.5,0,0.375,0,0,0.125,0,0,0,0,0,0,0
B2_TERN_SOL_092_Ru_Ti87_Ta12,./05_B2_Ternaries_Solubility/B2_TERN_SOL_092_Ru_Ti87_Ta12,16,,235.4479117,6.174923965,6.174923965,6.174923965,90,90,90,2.4505202,16,1,-151.3262542,-9.457890884,-1.012091649,-1012.091649,6.0625,,0.5,0,0.4375,0,0,0,0,0.0625,0,0,0,0,0
B2_TERN_SOL_093_Ru_Ti75_Ta25,./05_B2_Ternaries_Solubility/B2_TERN_SOL_093_Ru_Ti75_Ta25,16,,238.0509605,6.198208566,6.198208566,6.196373191,90,90,90,3.098798357,8,2,-154.684431,-9.667776934,-0.958150623,-958.1506231,6.125,,0.5,0,0.375,0,0,0,0,0.125,0,0,0,0,0
B2_TERN_SOL_094_Ru_Ti87_W12,./05_B2_Ternaries_Solubility/B2_TERN_SOL_094_Ru_Ti87_W12,16,,233.5068119,6.157907838,6.157907838,6.157907838,90,90,90,2.443767345,16,1,-151.1662394,-9.447889965,-0.933472753,-933.4727531,6.125,,0.5,0,0.4375,0,0,0,0,0,0.0625,0,0,0,0
B2_TERN_SOL_095_Ru_Ti75_W25,./05_B2_Ternaries_Solubility/B2_TERN_SOL_095_Ru_Ti75_W25,16,,234.2429454,6.190580444,6.112287551,6.190580444,90,90,90,3.082186007,8,2,-154.18361,-9.636475622,-0.789613358,-789.6133581,6.25,,0.5,0,0.375,0,0,0,0,0,0.125,0,0,0,0
B2_TERN_SOL_096_Ru_Ti87_V12,./05_B2_Ternaries_Solubility/B2_TERN_SOL_096_Ru_Ti87_V12,16,,230.3208985,6.129773802,6.129773802,6.129773802,90,90,90,2.432602346,16,1,-147.9534133,-9.247088333,-0.982724607,-982.7246069,6.0625,,0.5,0,0.4375,0,0,0,0,0,0,0.0625,0,0,0
B2_TERN_SOL_097_Ru_Ti75_V25,./05_B2_Ternaries_Solubility/B2_TERN_SOL_097_Ru_Ti75_V25,16,,228.0983291,6.113361543,6.108309185,6.108309185,90,90,90,3.05499642,8,2,-148.0329909,-9.252061933,-0.905306641,-905.3066413,6.125,,0.5,0,0.375,0,0,0,0,0,0,0.125,0,0,0
B2_TERN_SOL_098_Ru_Zr87_Nb12,./05_B2_Ternaries_Solubility/B2_TERN_SOL_098_Ru_Zr87_Nb12,16,,277.1236482,6.519653715,6.519653715,6.519653715,90,90,90,2.587326291,16,1,-152.7296226,-9.545601411,-0.890146496,-890.1464956,6.0625,,0.5,0,0,0.4375,0,0,0.0625,0,0,0,0,0,0
B2_TERN_SOL_099_Ru_Zr75_Nb25,./05_B2_Ternaries_Solubility/B2_TERN_SOL_099_Ru_Zr75_Nb25,16,,274.2902726,6.486436076,6.502825976,6.502825976,90,90,90,3.24867904,8,2,-153.3165087,-9.582281791,-0.818094975,-818.094975,6.125,,0.5,0,0,0.375,0,0,0.125,0,0,0,0,0,0
B2_TERN_SOL_100_Ru_Zr87_Mo12,./05_B2_Ternaries_Solubility/B2_TERN_SOL_100_Ru_Zr87_Mo12,16,,274.4976952,6.498995468,6.498995468,6.498995468,90,90,90,2.579128061,16,1,-152.1770613,-9.511066331,-0.806967569,-806.9675688,6.125,,0.5,0,0,0.4375,0,0.0625,0,0,0,0,0,0,0
B2_TERN_SOL_101_Ru_Zr75_Mo25,./05_B2_Ternaries_Solubility/B2_TERN_SOL_101_Ru_Zr75_Mo25,16,,269.0244918,6.449734344,6.449734344,6.467078992,90,90,90,3.227755359,8,2,-152.2709208,-9.516932548,-0.655458039,-655.4580388,6.25,,0.5,0,0,0.375,0,0.125,0,0,0,0,0,0,0
B2_TERN_SOL_102_Ru_Zr87_Ta12,./05_B2_Ternaries_Solubility/B2_TERN_SOL_102_Ru_Zr87_Ta12,16,,276.5696437,6.515306285,6.515306285,6.515306285,90,90,90,2.585601013,16,1,-154.830863,-9.676928936,-0.911972703,-911.9727025,6.0625,,0.5,0,0,0.4375,0,0,0,0.0625,0,0,0,0,0
B2_TERN_SOL_103_Ru_Zr75_Ta25,./05_B2_Ternaries_Solubility/B2_TERN_SOL_103_Ru_Zr75_Ta25,16,,273.2323311,6.497679412,6.471657536,6.497679412,90,90,90,3.244496924,8,2,-157.5442469,-9.846515432,-0.863325979,-863.3259794,6.125,,0.5,0,0,0.375,0,0,0,0.125,0,0,0,0,0
B2_TERN_SOL_104_Ru_Zr87_W12,./05_B2_Ternaries_Solubility/B2_TERN_SOL_104_Ru_Zr87_W12,16,,274.6148918,6.49992025,6.49992025,6.49992025,90,90,90,2.579495061,16,1,-154.3694206,-9.648088789,-0.814514579,-814.5145794,6.125,,0.5,0,0,0.4375,0,0,0,0,0.0625,0,0,0,0
B2_TERN_SOL_105_Ru_Zr75_W25,./05_B2_Ternaries_Solubility/B2_TERN_SOL_105_Ru_Zr75_W25,16,,269.4426737,6.498190421,6.498190421,6.380893736,90,90,90,3.229426942,8,2,-156.5087333,-9.781795833,-0.661370427,-661.3704275,6.25,,0.5,0,0,0.375,0,0,0,0,0.125,0,0,0,0
B2_TERN_SOL_106_Ru_Zr87_V12,./05_B2_Ternaries_Solubility/B2_TERN_SOL_106_Ru_Zr87_V12,16,,272.2645578,6.48132357,6.48132357,6.48132357,90,90,90,2.572114963,16,1,-151.0406616,-9.440041347,-0.856520623,-856.5206231,6.0625,,0.5,0,0,0.4375,0,0,0,0,0,0.0625,0,0,0
B2_TERN_SOL_107_Ru_Zr75_V25,./05_B2_Ternaries_Solubility/B2_TERN_SOL_107_Ru_Zr75_V25,16,,264.2086009,6.412156763,6.425969925,6.412156763,90,90,90,3.208378924,8,2,-150.0797825,-9.379986403,-0.759667971,-759.6679706,6.125,,0.5,0,0,0.375,0,0,0,0,0,0.125,0,0,0
B2_PENALTY_108_Ru100Al0_Hf,./06_B2_Penalty_RuSubstitution/B2_PENALTY_108_Ru100Al0_Hf,16,,270.8149592,6.469800414,6.469800414,6.469800414,90,90,90,5.135083991,2,8,-166.7356689,-10.42097931,-1.187745448,-1187.745448,6,,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0
B2_PENALTY_109_Ru87Al12_Hf,./06_B2_Penalty_RuSubstitution/B2_PENALTY_109_Ru87Al12_Hf,16,,274.4553062,6.498660917,6.498660917,6.498660917,90,90,90,2.578995294,16,1,-159.6199174,-9.976244839,-1.06443911,-1064.43911,5.6875,,0.4375,0.5,0,0,0.0625,0,0,0,0,0,0,0,0
B2_PENALTY_110_Ru75Al25_Hf,./06_B2_Penalty_RuSubstitution/B2_PENALTY_110_Ru75Al25_Hf,16,,278.3864754,6.526048893,6.536533422,6.526048893,90,90,90,3.264770933,8,2,-152.7379176,-9.546119849,-0.95574225,-955.74225,5.375,,0.375,0.5,0,0,0.125,0,0,0,0,0,0,0,0
B2_PENALTY_111_Ru62Al37_Hf,./06_B2_Penalty_RuSubstitution/B2_PENALTY_111_Ru62Al37_Hf,16,,282.5280357,6.552086243,6.581158333,6.552086243,90,90,90,2.60403723,16,1,-145.7882081,-9.111763007,-0.842813539,-842.8135388,5.0625,,0.3125,0.5,0,0,0.1875,0,0,0,0,0,0,0,0
B2_PENALTY_112_Ru50Al50_Hf,./06_B2_Penalty_RuSubstitution/B2_PENALTY_112_Ru50Al50_Hf,16,,286.4522304,6.688073017,6.688073017,6.403983386,90,90,90,4.152701731,4,4,-138.8347304,-8.677170652,-0.729649314,-729.6493144,4.75,,0.25,0.5,0,0,0.25,0,0,0,0,0,0,0,0
B2_PENALTY_113_Ru87Cr12_Hf,./06_B2_Penalty_RuSubstitution/B2_PENALTY_113_Ru87Cr12_Hf,16,,269.2234718,6.457101901,6.457101901,6.457101901,90,90,90,2.562502587,16,1,-165.0902091,-10.31813807,-1.035615577,-1035.615577,5.875,,0.4375,0.5,0,0,0,0,0,0,0,0,0.0625,0,0
B2_PENALTY_114_Ru75Cr25_Hf,./06_B2_Penalty_RuSubstitution/B2_PENALTY_114_Ru75Cr25_Hf,16,,268.4421424,6.473490084,6.405805117,6.473490084,90,90,90,3.225424668,8,2,-163.3595811,-10.20997382,-0.878162691,-878.1626913,5.75,,0.375,0.5,0,0,0,0,0,0,0,0,0.125,0,0
B2_PENALTY_115_Ru62Cr37_Hf,./06_B2_Penalty_RuSubstitution/B2_PENALTY_115_Ru62Cr37_Hf,16,,267.4060553,6.428291744,6.471129337,6.428291744,90,90,90,2.556723432,16,1,-161.5596309,-10.09747693,-0.716377173,-716.3771731,5.625,,0.3125,0.5,0,0,0,0,0,0,0,0,0.1875,0,0
B2_PENALTY_116_Ru50Cr50_Hf,./06_B2_Penalty_RuSubstitution/B2_PENALTY_116_Ru50Cr50_Hf,16,,266.4232732,6.435853303,6.435853303,6.432205143,90,90,90,4.053567315,4,4,-159.730956,-9.983184747,-0.552796357,-552.7963569,5.5,,0.25,0.5,0,0,0,0,0,0,0,0,0.25,0,0
B2_PENALTY_117_Ru87Cu12_Hf,./06_B2_Penalty_RuSubstitution/B2_PENALTY_117_Ru87Cu12_Hf,16,,271.4153846,6.474578295,6.474578295,6.474578295,90,90,90,2.569438099,16,1,-159.4599034,-9.96624396,-1.045192975,-1045.192975,6.1875,,0.4375,0.5,0,0,0,0,0,0,0,0,0,0.0625,0
B2_PENALTY_118_Ru75Cu25_Hf,./06_B2_Penalty_RuSubstitution/B2_PENALTY_118_Ru75Cu25_Hf,16,,271.1570728,6.468536772,6.480504764,6.468536772,90,90,90,3.236261822,8,2,-152.516128,-9.532257999,-0.923389889,-923.3898888,6.375,,0.375,0.5,0,0,0,0,0,0,0,0,0,0.125,0
B2_PENALTY_119_Ru62Cu37_Hf,./06_B2_Penalty_RuSubstitution/B2_PENALTY_119_Ru62Cu37_Hf,16,,271.0469486,6.466265339,6.482424676,6.466265339,90,90,90,2.568274935,16,1,-145.5419135,-9.096369594,-0.799684359,-799.6843587,6.5625,,0.3125,0.5,0,0,0,0,0,0,0,0,0,0.1875,0
B2_PENALTY_120_Ru50Cu50_Hf,./06_B2_Penalty_RuSubstitution/B2_PENALTY_120_Ru50Cu50_Hf,16,,271.006674,6.46348022,6.46348022,6.487048397,90,90,90,4.076680397,4,4,-138.5897702,-8.661860639,-0.677358279,-677.3582794,6.75,,0.25,0.5,0,0,0,0,0,0,0,0,0,0.25,0
B2_PENALTY_121_Ru87Si12_Hf,./06_B2_Penalty_RuSubstitution/B2_PENALTY_121_Ru87Si12_Hf,16,,272.9138983,6.486472049,6.486472049,6.486472049,90,90,90,2.574158138,16,1,-161.3405651,-10.08378532,-1.089550642,-1089.550642,5.75,,0.4375,0.5,0,0,0,0,0,0,0,0,0,0,0.0625
B2_PENALTY_122_Ru75Si25_Hf,./06_B2_Penalty_RuSubstitution/B2_PENALTY_122_Ru75Si25_Hf,16,,274.2227474,6.614037812,6.438999659,6.438999659,90,90,90,3.248412429,8,2,-156.2391861,-9.764949133,-1.009713639,-1009.713639,5.5,,0.375,0.5,0,0,0,0,0,0,0,0,0,0,0.125
B2_PENALTY_123_Ru62Si37_Hf,./06_B2_Penalty_RuSubstitution/B2_PENALTY_123_Ru62Si37_Hf,16,,275.7765421,6.608692085,6.314315629,6.608692085,90,90,90,2.583127124,16,1,-150.9908918,-9.436930738,-0.920694427,-920.6944269,5.25,,0.3125,0.5,0,0,0,0,0,0,0,0,0,0,0.1875
B2_PENALTY_124_Ru50Si50_Hf,./06_B2_Penalty_RuSubstitution/B2_PENALTY_124_Ru50Si50_Hf,16,,277.2820077,6.682344891,6.682344891,6.209604162,90,90,90,4.107906653,4,4,-145.8490294,-9.115564338,-0.838327211,-838.3272106,5,,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0.25
B2_PENALTY_125_Ru100Al0_Ti,./06_B2_Penalty_RuSubstitution/B2_PENALTY_125_Ru100Al0_Ti,16,,232.6723642,6.150563891,6.150563891,6.150563891,90,90,90,4.881705796,2,8,-147.8388644,-9.239929026,-1.057956866,-1057.956866,6,,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0
B2_PENALTY_126_Ru87Al12_Ti,./06_B2_Penalty_RuSubstitution/B2_PENALTY_126_Ru87Al12_Ti,16,,235.414546,6.174632265,6.174632265,6.174632265,90,90,90,2.450404438,16,1,-141.2929793,-8.830811204,-0.970267174,-970.2671744,5.6875,,0.4375,0,0.5,0,0.0625,0,0,0,0,0,0,0,0
B2_PENALTY_127_Ru75Al25_Ti,./06_B2_Penalty_RuSubstitution/B2_PENALTY_127_Ru75Al25_Ti,16,,238.2577332,6.200005771,6.198160501,6.200005771,90,90,90,3.09969531,8,2,-134.8369045,-8.427306529,-0.88819063,-888.19063,5.375,,0.375,0,0.5,0,0.125,0,0,0,0,0,0,0,0
B2_PENALTY_128_Ru62Al37_Ti,./06_B2_Penalty_RuSubstitution/B2_PENALTY_128_Ru62Al37_Ti,16,,241.510421,6.202524811,6.277675381,6.202524811,90,90,90,2.471374896,16,1,-128.3540485,-8.022128033,-0.804440265,-804.440265,5.0625,,0.3125,0,0.5,0,0.1875,0,0,0,0,0,0,0,0
B2_PENALTY_129_Ru50Al50_Ti,./06_B2_Penalty_RuSubstitution/B2_PENALTY_129_Ru50Al50_Ti,16,,244.5687252,6.304276322,6.304276322,6.153616669,90,90,90,3.939553259,4,4,-121.759381,-7.609961311,-0.713701673,-713.7016731,4.75,,0.25,0,0.5,0,0.25,0,0,0,0,0,0,0,0
B2_PENALTY_130_Ru87Cr12_Ti,./06_B2_Penalty_RuSubstitution/B2_PENALTY_130_Ru87Cr12_Ti,16,,230.8312998,6.134298411,6.134298411,6.134298411,90,90,90,2.434397938,16,1,-146.7834461,-9.173965383,-0.94270459,-942.70459,5.875,,0.4375,0,0.5,0,0,0,0,0,0,0,0.0625,0,0
B2_PENALTY_131_Ru75Cr25_Ti,./06_B2_Penalty_RuSubstitution/B2_PENALTY_131_Ru75Cr25_Ti,16,,229.5466672,6.139432491,6.089961333,6.139432491,90,90,90,3.061448806,8,2,-145.442705,-9.090169065,-0.80961964,-809.61964,5.75,,0.375,0,0.5,0,0,0,0,0,0,0,0.125,0,0
B2_PENALTY_132_Ru62Cr37_Ti,./06_B2_Penalty_RuSubstitution/B2_PENALTY_132_Ru62Cr37_Ti,16,,228.0187767,6.097574846,6.132765117,6.097574846,90,90,90,2.424470344,16,1,-144.0882877,-9.005517979,-0.675679922,-675.6799219,5.625,,0.3125,0,0.5,0,0,0,0,0,0,0,0.1875,0,0
B2_PENALTY_133_Ru50Cr50_Ti,./06_B2_Penalty_RuSubstitution/B2_PENALTY_133_Ru50Cr50_Ti,16,,226.4360467,6.09922362,6.09922362,6.086903982,90,90,90,3.839681408,4,4,-142.6752746,-8.917204664,-0.538077974,-538.0779744,5.5,,0.25,0,0.5,0,0,0,0,0,0,0,0.25,0,0
B2_PENALTY_134_Ru87Cu12_Ti,./06_B2_Penalty_RuSubstitution/B2_PENALTY_134_Ru87Cu12_Ti,16,,232.7995587,6.151684459,6.151684459,6.151684459,90,90,90,2.441297595,16,1,-140.6323076,-8.789519222,-0.919729937,-919.7299369,6.1875,,0.4375,0,0.5,0,0,0,0,0,0,0,0,0.0625,0
B2_PENALTY_135_Ru75Cu25_Ti,./06_B2_Penalty_RuSubstitution/B2_PENALTY_135_Ru75Cu25_Ti,16,,232.5346318,6.137246675,6.173628379,6.137246675,90,90,90,3.074675013,8,2,-133.7491776,-8.359323599,-0.801717189,-801.7171888,6.375,,0.375,0,0.5,0,0,0,0,0,0,0,0,0.125,0
B2_PENALTY_136_Ru62Cu37_Ti,./06_B2_Penalty_RuSubstitution/B2_PENALTY_136_Ru62Cu37_Ti,16,,232.4788053,6.168893891,6.108980865,6.168893891,90,90,90,2.440175866,16,1,-126.8170311,-7.926064444,-0.680640909,-680.6409094,6.5625,,0.3125,0,0.5,0,0,0,0,0,0,0,0,0.1875,0
B2_PENALTY_137_Ru50Cu50_Ti,./06_B2_Penalty_RuSubstitution/B2_PENALTY_137_Ru50Cu50_Ti,16,,232.3357491,6.136679939,6.136679939,6.169487561,90,90,90,3.872743044,4,4,-119.8566147,-7.491038419,-0.557797759,-557.7977587,6.75,,0.25,0,0.5,0,0,0,0,0,0,0,0,0.25,0
B2_PENALTY_138_Ru87Si12_Ti,./06_B2_Penalty_RuSubstitution/B2_PENALTY_138_Ru87Si12_Ti,16,,233.5301298,6.158112807,6.158112807,6.158112807,90,90,90,2.443848687,16,1,-142.9196621,-8.932478879,-0.989505902,-989.5059025,5.75,,0.4375,0,0.5,0,0,0,0,0,0,0,0,0,0.0625
B2_PENALTY_139_Ru75Si25_Ti,./06_B2_Penalty_RuSubstitution/B2_PENALTY_139_Ru75Si25_Ti,16,,234.2119833,6.260523035,6.116447423,6.116447423,90,90,90,3.0820502,8,2,-138.2414439,-8.640090244,-0.93611645,-936.11645,5.5,,0.375,0,0.5,0,0,0,0,0,0,0,0,0,0.125
B2_PENALTY_140_Ru62Si37_Ti,./06_B2_Penalty_RuSubstitution/B2_PENALTY_140_Ru62Si37_Ti,16,,234.8575366,6.278028122,5.958788732,6.278028122,90,90,90,2.448470295,16,1,-133.3557064,-8.33473165,-0.869757039,-869.7570394,5.25,,0.3125,0,0.5,0,0,0,0,0,0,0,0,0,0.1875
B2_PENALTY_141_Ru50Si50_Ti,./06_B2_Penalty_RuSubstitution/B2_PENALTY_141_Ru50Si50_Ti,16,,235.5290135,6.32177671,6.32177671,5.893402578,90,90,90,3.890404933,4,4,-128.5543964,-8.034649774,-0.808674347,-808.6743469,5,,0.25,0,0.5,0,0,0,0,0,0,0,0,0,0.25
B2_PENALTY_142_Ru100Al0_Zr,./06_B2_Penalty_RuSubstitution/B2_PENALTY_142_Ru100Al0_Zr,16,,280.3060295,6.544515188,6.544515188,6.544515188,90,90,90,5.194385147,2,8,-152.1200081,-9.507500504,-0.960777489,-960.7774888,6,,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0
B2_PENALTY_143_Ru87Al12_Zr,./06_B2_Penalty_RuSubstitution/B2_PENALTY_143_Ru87Al12_Zr,16,,284.0594685,6.573597216,6.573597216,6.573597216,90,90,90,2.608733784,16,1,-145.5821266,-9.098882913,-0.873588029,-873.5880287,5.6875,,0.4375,0,0,0.5,0.0625,0,0,0,0,0,0,0,0
B2_PENALTY_144_Ru75Al25_Zr,./06_B2_Penalty_RuSubstitution/B2_PENALTY_144_Ru75Al25_Zr,16,,288.120564,6.599363286,6.615614395,6.599363286,90,90,90,3.302387941,8,2,-139.2288375,-8.701802341,-0.797935587,-797.9355875,5.375,,0.375,0,0,0.5,0.125,0,0,0,0,0,0,0,0
B2_PENALTY_145_Ru62Al37_Zr,./06_B2_Penalty_RuSubstitution/B2_PENALTY_145_Ru62Al37_Zr,16,,292.3370558,6.609942076,6.690961967,6.609942076,90,90,90,2.633831346,16,1,-132.9454605,-8.30909128,-0.726652657,-726.6526569,5.0625,,0.3125,0,0,0.5,0.1875,0,0,0,0,0,0,0,0
B2_PENALTY_146_Ru50Al50_Zr,./06_B2_Penalty_RuSubstitution/B2_PENALTY_146_Ru50Al50_Zr,16,,296.2024703,6.7650038,6.7650038,6.472209797,90,90,90,4.199293486,4,4,-126.6468604,-7.915428777,-0.654418284,-654.4182844,4.75,,0.25,0,0,0.5,0.25,0,0,0,0,0,0,0,0
B2_PENALTY_147_Ru87Cr12_Zr,./06_B2_Penalty_RuSubstitution/B2_PENALTY_147_Ru87Cr12_Zr,16,,278.6858822,6.531881885,6.531881885,6.531881885,90,90,90,2.592179044,16,1,-150.7213872,-9.420086698,-0.824075051,-824.0750506,5.875,,0.4375,0,0,0.5,0,0,0,0,0,0,0.0625,0,0
B2_PENALTY_148_Ru75Cr25_Zr,./06_B2_Penalty_RuSubstitution/B2_PENALTY_148_Ru75Cr25_Zr,16,,277.6796922,6.54399274,6.484231351,6.54399274,90,90,90,3.262005664,8,2,-149.1390281,-9.321189256,-0.675888976,-675.8889756,5.75,,0.375,0,0,0.5,0,0,0,0,0,0,0.125,0,0
B2_PENALTY_149_Ru62Cr37_Zr,./06_B2_Penalty_RuSubstitution/B2_PENALTY_149_Ru62Cr37_Zr,16,,276.5374844,6.500724393,6.54380727,6.500724393,90,90,90,2.585500791,16,1,-147.5256568,-9.220353548,-0.525764636,-525.7646356,5.625,,0.3125,0,0,0.5,0,0,0,0,0,0,0.1875,0,0
B2_PENALTY_150_Ru50Cr50_Zr,./06_B2_Penalty_RuSubstitution/B2_PENALTY_150_Ru50Cr50_Zr,16,,275.34585,6.508996784,6.508996784,6.499058127,90,90,90,4.09832298,4,4,-145.9477234,-9.121732711,-0.377855166,-377.8551656,5.5,,0.25,0,0,0.5,0,0,0,0,0,0,0.25,0,0
B2_PENALTY_151_Ru87Cu12_Zr,./06_B2_Penalty_RuSubstitution/B2_PENALTY_151_Ru87Cu12_Zr,16,,280.768518,6.548112566,6.548112566,6.548112566,90,90,90,2.598620194,16,1,-145.2326059,-9.077037868,-0.842497728,-842.4977281,6.1875,,0.4375,0,0,0.5,0,0,0,0,0,0,0,0.0625,0
B2_PENALTY_152_Ru75Cu25_Zr,./06_B2_Penalty_RuSubstitution/B2_PENALTY_152_Ru75Cu25_Zr,16,,280.5148006,6.539779756,6.558877737,6.539779756,90,90,90,3.273069781,8,2,-138.6763814,-8.667273839,-0.744916574,-744.9165744,6.375,,0.375,0,0,0.5,0,0,0,0,0,0,0,0.125,0
B2_PENALTY_153_Ru62Cu37_Zr,./06_B2_Penalty_RuSubstitution/B2_PENALTY_153_Ru62Cu37_Zr,16,,280.4539747,6.551383005,6.534248093,6.551383005,90,90,90,2.597649425,16,1,-132.0626432,-8.253915199,-0.643740809,-643.7408094,6.5625,,0.3125,0,0,0.5,0,0,0,0,0,0,0,0.1875,0
B2_PENALTY_154_Ru50Cu50_Zr,./06_B2_Penalty_RuSubstitution/B2_PENALTY_154_Ru50Cu50_Zr,16,,280.6189732,6.53874171,6.53874171,6.563396881,90,90,90,4.124319928,4,4,-125.4923971,-7.84327482,-0.545283305,-545.283305,6.75,,0.25,0,0,0.5,0,0,0,0,0,0,0,0.25,0
B2_PENALTY_155_Ru87Si12_Zr,./06_B2_Penalty_RuSubstitution/B2_PENALTY_155_Ru87Si12_Zr,16,,282.349274,6.560378427,6.560378427,6.560378427,90,90,90,2.603487904,16,1,-147.3012626,-9.206328909,-0.898605077,-898.6050775,5.75,,0.4375,0,0,0.5,0,0,0,0,0,0,0,0,0.0625
B2_PENALTY_156_Ru75Si25_Zr,./06_B2_Penalty_RuSubstitution/B2_PENALTY_156_Ru75Si25_Zr,16,,283.7027813,6.706176857,6.504206116,6.504206116,90,90,90,3.285422312,8,2,-142.8133343,-8.925833395,-0.857108746,-857.1087463,5.5,,0.375,0,0,0.5,0,0,0,0,0,0,0,0,0.125
B2_PENALTY_157_Ru62Si37_Zr,./06_B2_Penalty_RuSubstitution/B2_PENALTY_157_Ru62Si37_Zr,16,,285.1173608,6.703938438,6.344006617,6.703938438,90,90,90,2.611968248,16,1,-138.1767155,-8.636044721,-0.806319256,-806.3192556,5.25,,0.3125,0,0,0.5,0,0,0,0,0,0,0,0,0.1875
B2_PENALTY_158_Ru50Si50_Zr,./06_B2_Penalty_RuSubstitution/B2_PENALTY_158_Ru50Si50_Zr,16,,285.9837981,6.789552495,6.789552495,6.203819144,90,90,90,4.150436873,4,4,-133.7728838,-8.360805239,-0.770078956,-770.0789563,5,,0.25,0,0,0.5,0,0,0,0,0,0,0,0,0.25
B2_MULTI_159_A_Ru87_Al12_B_HfTi,./07_B2_HighOrder/B2_MULTI_159_A_Ru87_Al12_B_HfTi,16,,255.5547857,6.340039333,6.348902253,6.348902253,89.97071304,90.19741879,89.80258121,2.518380484,16,1,-150.0707373,-9.379421082,-0.993246203,-993.2462025,5.6875,,0.4375,0.25,0.25,0,0.0625,0,0,0,0,0,0,0,0
