BCC_Name,B2_Name,Misfit,a_BCC,a_B2,B2_Formation_Energy,B2_VEC,B2_delta_r,B2_chi_avg,B2_delta_chi,B2_Hmix,BCC_Name,BCC_Mo,BCC_Ta,BCC_V,BCC_Nb,B2_Name,B2_Ru,B2_Hf,B2_Ti,B2_Zr,B2_Al,B2_Mo,B2_Nb,B2_Ta,B2_W,B2_V,B2_Cr,B2_Cu,B2_Si
Mo75-V25,MATRIX_TERN_075_Mo33_Ta33_V33,0.1487294178178846,3.10818653,3.607604365,-0.042224622,5.333333333,0.0352382411938744,1.7633333333333336,0.2854625875467553,-1.3333333333333337,Mo75-V25,0.75,0.0,0.25,0.0,MATRIX_TERN_075_Mo33_Ta33_V33,0.0,0.0,0.0,0.0,0.0,0.333333333,0.0,0.333333333,0.0,0.333333333,0.0,0.0,0.0
Mo75-V25,MATRIX_TERN_076_Mo33_W33_V33,0.13378936773214065,3.10818653,3.553840738,-0.074437179,5.666666667,0.0171627859511297,2.0500000000000003,0.3080043289739069,-0.8888888888888891,Mo75-V25,0.75,0.0,0.25,0.0,MATRIX_TERN_076_Mo33_W33_V33,0.0,0.0,0.0,0.0,0.0,0.333333333,0.0,0.0,0.333333333,0.333333333,0.0,0.0,0.0
Mo75-V25,MATRIX_TERN_077_Ta33_W33_V33,0.15117364098980204,3.10818653,3.616482912,-0.005449438,5.333333333,0.0352382411938744,1.83,0.3785058343892028,-0.4444444444444445,Mo75-V25,0.75,0.0,0.25,0.0,MATRIX_TERN_077_Ta33_W33_V33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.333333333,0.333333333,0.0,0.0,0.0
Mo75-V25,B2_TERN_SOL_078_Ru_Hf87_Nb12,-0.1926487029400824,3.10818653,2.562008656,-1.091011246,6.0625,0.079929319846275,1.7680000000000002,0.4374654272053965,-14.1168,Mo75-V25,0.75,0.0,0.25,0.0,B2_TERN_SOL_078_Ru_Hf87_Nb12,0.5,0.4375,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0
Mo75-V25,B2_TERN_SOL_079_Ru_Hf75_Nb25,0.035698802343679205,3.10818653,3.221161604,-0.990479496,6.125,0.0772310128363896,1.786,0.4237971212738473,-13.1472,Mo75-V25,0.75,0.0,0.25,0.0,B2_TERN_SOL_079_Ru_Hf75_Nb25,0.5,0.375,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0
Mo75-V25,B2_TERN_SOL_080_Ru_Hf87_Mo12,-0.19559593926832955,3.10818653,2.554397326,-1.011580317,6.125,0.0808002001785193,1.8016,0.4447172584912801,-14.16,Mo75-V25,0.75,0.0,0.25,0.0,B2_TERN_SOL_080_Ru_Hf87_Mo12,0.5,0.4375,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mo75-V25,B2_TERN_SOL_081_Ru_Hf75_Mo25,0.02914922206379931,3.10818653,3.200127757,-0.833822359,6.25,0.0785362630419332,1.8532,0.4332686926146408,-13.32,Mo75-V25,0.75,0.0,0.25,0.0,B2_TERN_SOL_081_Ru_Hf75_Mo25,0.5,0.375,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mo75-V25,B2_TERN_SOL_082_Ru_Hf87_Ta12,-0.19331116571115534,3.10818653,2.560296043,-1.113680888,6.0625,0.079929319846275,1.7620000000000002,0.4404043596514458,-13.68,Mo75-V25,0.75,0.0,0.25,0.0,B2_TERN_SOL_082_Ru_Hf87_Ta12,0.5,0.4375,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0
Mo75-V25,B2_TERN_SOL_083_Ru_Hf75_Ta25,0.03427064170725463,3.10818653,3.216563145,-1.032519678,6.125,0.0772310128363896,1.774,0.4302603862778911,-12.36,Mo75-V25,0.75,0.0,0.25,0.0,B2_TERN_SOL_083_Ru_Hf75_Ta25,0.5,0.375,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0
Mo75-V25,B2_TERN_SOL_084_Ru_Hf87_W12,-0.1956150230970118,3.10818653,2.554348108,-1.017173511,6.125,0.0808002001785193,1.8136,0.4567614694783263,-13.92,Mo75-V25,0.75,0.0,0.25,0.0,B2_TERN_SOL_084_Ru_Hf87_W12,0.5,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0
Mo75-V25,B2_TERN_SOL_085_Ru_Hf75_W25,0.029388462003370946,3.10818653,3.200893611,-0.836868509,6.25,0.0785362630419332,1.8772,0.4546120983871855,-12.84,Mo75-V25,0.75,0.0,0.25,0.0,B2_TERN_SOL_085_Ru_Hf75_W25,0.5,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0
Mo75-V25,B2_TERN_SOL_086_Ru_Hf87_V12,-0.19886831478411637,3.10818653,2.545970218,-1.063735031,6.0625,0.0824106716944606,1.7698,0.4368317296167943,-13.44,Mo75-V25,0.75,0.0,0.25,0.0,B2_TERN_SOL_086_Ru_Hf87_V12,0.5,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0
Mo75-V25,B2_TERN_SOL_087_Ru_Hf75_V25,0.023096405288540824,3.10818653,3.180813173,-0.946727169,6.125,0.0813951555025931,1.7896,0.4223266981851847,-11.88,Mo75-V25,0.75,0.0,0.25,0.0,B2_TERN_SOL_087_Ru_Hf75_V25,0.5,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0
Mo75-V25,B2_TERN_SOL_088_Ru_Ti87_Nb12,-0.2359803177867994,3.10818653,2.452124543,-0.983188993,6.0625,0.04588506177003,1.8736,0.3266910467092724,-9.6112,Mo75-V25,0.75,0.0,0.25,0.0,B2_TERN_SOL_088_Ru_Ti87_Nb12,0.5,0.0,0.4375,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0
Mo75-V25,B2_TERN_SOL_089_Ru_Ti75_Nb25,-0.0017008609388809003,3.10818653,3.102904429,-0.903188944,6.125,0.0454989552387946,1.8772,0.3233081502220444,-9.1648,Mo75-V25,0.75,0.0,0.25,0.0,B2_TERN_SOL_089_Ru_Ti75_Nb25,0.5,0.0,0.375,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0
Mo75-V25,B2_TERN_SOL_090_Ru_Ti87_Mo12,-0.23964771619789196,3.10818653,2.443019595,-0.92145562,6.125,0.0449536510398423,1.9072,0.3256196554263886,-9.760000000000002,Mo75-V25,0.75,0.0,0.25,0.0,B2_TERN_SOL_090_Ru_Ti87_Mo12,0.5,0.0,0.4375,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mo75-V25,B2_TERN_SOL_091_Ru_Ti75_Mo25,-0.00784891581111729,3.10818653,3.083886002,-0.762838311,6.25,0.0433128345312989,1.9444,0.3168416639269527,-9.52,Mo75-V25,0.75,0.0,0.25,0.0,B2_TERN_SOL_091_Ru_Ti75_Mo25,0.5,0.0,0.375,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mo75-V25,B2_TERN_SOL_092_Ru_Ti87_Ta12,-0.23662566202696564,3.10818653,2.4505202,-1.012091649,6.0625,0.04588506177003,1.8676,0.3325270515311499,-9.28,Mo75-V25,0.75,0.0,0.25,0.0,B2_TERN_SOL_092_Ru_Ti87_Ta12,0.5,0.0,0.4375,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0
Mo75-V25,B2_TERN_SOL_093_Ru_Ti75_Ta25,-0.003025034914991444,3.10818653,3.098798357,-0.958150623,6.125,0.0454989552387946,1.8652,0.3350178502706983,-8.559999999999999,Mo75-V25,0.75,0.0,0.25,0.0,B2_TERN_SOL_093_Ru_Ti75_Ta25,0.5,0.0,0.375,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0
Mo75-V25,B2_TERN_SOL_094_Ru_Ti87_W12,-0.23934607525895554,3.10818653,2.443767345,-0.933472753,6.125,0.0449536510398423,1.9192,0.338158779273879,-9.52,Mo75-V25,0.75,0.0,0.25,0.0,B2_TERN_SOL_094_Ru_Ti87_W12,0.5,0.0,0.4375,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0
Mo75-V25,B2_TERN_SOL_095_Ru_Ti75_W25,-0.00840030962420897,3.10818653,3.082186007,-0.789613358,6.25,0.0433128345312989,1.9684,0.3390596407713546,-9.04,Mo75-V25,0.75,0.0,0.25,0.0,B2_TERN_SOL_095_Ru_Ti75_W25,0.5,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0
Mo75-V25,B2_TERN_SOL_096_Ru_Ti87_V12,-0.24385848265264237,3.10818653,2.432602346,-0.982724607,6.0625,0.0461854444311139,1.8754,0.3252581128888256,-9.04,Mo75-V25,0.75,0.0,0.25,0.0,B2_TERN_SOL_096_Ru_Ti87_V12,0.5,0.0,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0
Mo75-V25,B2_TERN_SOL_097_Ru_Ti75_V25,-0.017260597464496694,3.10818653,3.05499642,-0.905306641,6.125,0.0454154582679287,1.8808,0.3203550530271062,-8.08,Mo75-V25,0.75,0.0,0.25,0.0,B2_TERN_SOL_097_Ru_Ti75_V25,0.5,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0
Mo75-V25,B2_TERN_SOL_098_Ru_Zr87_Nb12,-0.18290196348238533,3.10818653,2.587326291,-0.890146496,6.0625,0.0860586382926536,1.7812,0.423370476060861,-16.756800000000002,Mo75-V25,0.75,0.0,0.25,0.0,B2_TERN_SOL_098_Ru_Zr87_Nb12,0.5,0.0,0.0,0.4375,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0
Mo75-V25,B2_TERN_SOL_099_Ru_Zr75_Nb25,0.04420181879038857,3.10818653,3.24867904,-0.818094975,6.125,0.0831528643327092,1.7974,0.4107739524361301,-15.4272,Mo75-V25,0.75,0.0,0.25,0.0,B2_TERN_SOL_099_Ru_Zr75_Nb25,0.5,0.0,0.0,0.375,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0
Mo75-V25,B2_TERN_SOL_100_Ru_Zr87_Mo12,-0.186048603619437,3.10818653,2.579128061,-0.806967569,6.125,0.0870934949098326,1.8148,0.4298289892503762,-16.8,Mo75-V25,0.75,0.0,0.25,0.0,B2_TERN_SOL_100_Ru_Zr87_Mo12,0.5,0.0,0.0,0.4375,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mo75-V25,B2_TERN_SOL_101_Ru_Zr75_Mo25,0.037743032084175836,3.10818653,3.227755359,-0.655458039,6.25,0.084783177312234,1.8646000000000005,0.4187133148109814,-15.6,Mo75-V25,0.75,0.0,0.25,0.0,B2_TERN_SOL_101_Ru_Zr75_Mo25,0.5,0.0,0.0,0.375,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mo75-V25,B2_TERN_SOL_102_Ru_Zr87_Ta12,-0.18356340592387294,3.10818653,2.585601013,-0.911972703,6.0625,0.0860586382926536,1.7752,0.4265922643461787,-16.32,Mo75-V25,0.75,0.0,0.25,0.0,B2_TERN_SOL_102_Ru_Zr87_Ta12,0.5,0.0,0.0,0.4375,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0
Mo75-V25,B2_TERN_SOL_103_Ru_Zr75_Ta25,0.04291427236600986,3.10818653,3.244496924,-0.863325979,6.125,0.0831528643327091,1.7854,0.4177664898002233,-14.64,Mo75-V25,0.75,0.0,0.25,0.0,B2_TERN_SOL_103_Ru_Zr75_Ta25,0.5,0.0,0.0,0.375,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0
Mo75-V25,B2_TERN_SOL_104_Ru_Zr87_W12,-0.1859075479318617,3.10818653,2.579495061,-0.814514579,6.125,0.0870934949098326,1.8268,0.4419205358432667,-16.56,Mo75-V25,0.75,0.0,0.25,0.0,B2_TERN_SOL_104_Ru_Zr87_W12,0.5,0.0,0.0,0.4375,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0
Mo75-V25,B2_TERN_SOL_105_Ru_Zr75_W25,0.03826058895375945,3.10818653,3.229426942,-0.661370427,6.25,0.084783177312234,1.8886,0.4401409319752027,-15.12,Mo75-V25,0.75,0.0,0.25,0.0,B2_TERN_SOL_105_Ru_Zr75_W25,0.5,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0
Mo75-V25,B2_TERN_SOL_106_Ru_Zr87_V12,-0.18874757533930764,3.10818653,2.572114963,-0.856520623,6.0625,0.0887380403728719,1.783,0.4226594373724548,-16.08,Mo75-V25,0.75,0.0,0.25,0.0,B2_TERN_SOL_106_Ru_Zr87_V12,0.5,0.0,0.0,0.4375,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0
Mo75-V25,B2_TERN_SOL_107_Ru_Zr75_V25,0.031723693747700385,3.10818653,3.208378924,-0.759667971,6.125,0.0877123126458997,1.8010000000000002,0.4091564492953766,-14.16,Mo75-V25,0.75,0.0,0.25,0.0,B2_TERN_SOL_107_Ru_Zr75_V25,0.5,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0
Mo75-V25,B2_PENALTY_108_Ru100Al0_Hf,0.4917702156774822,3.10818653,5.135083991,-1.187745448,6.0,0.0821917808219178,1.75,0.45,-15.0,Mo75-V25,0.75,0.0,0.25,0.0,B2_PENALTY_108_Ru100Al0_Hf,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mo75-V25,B2_PENALTY_109_Ru87Al12_Hf,-0.18609963682427186,3.10818653,2.578995294,-1.06443911,5.6875,0.0794670531912796,1.7146,0.4362027510229618,-15.312,Mo75-V25,0.75,0.0,0.25,0.0,B2_PENALTY_109_Ru87Al12_Hf,0.4375,0.5,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mo75-V25,B2_PENALTY_110_Ru75Al25_Hf,0.049140263028301996,3.10818653,3.264770933,-0.95574225,5.375,0.0765104674756606,1.6792000000000002,0.4189741758151689,-15.048,Mo75-V25,0.75,0.0,0.25,0.0,B2_PENALTY_110_Ru75Al25_Hf,0.375,0.5,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mo75-V25,B2_PENALTY_111_Ru62Al37_Hf,-0.1765159493682019,3.10818653,2.60403723,-0.842813539,5.0625,0.072734714189907,1.6379,0.3939322149812072,-14.012,Mo75-V25,0.75,0.0,0.25,0.0,B2_PENALTY_111_Ru62Al37_Hf,0.3125,0.5,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mo75-V25,B2_PENALTY_112_Ru50Al50_Hf,0.2877100331127103,3.10818653,4.152701731,-0.729649314,4.75,0.0691810843061248,1.6025,0.3674489760497368,-12.5,Mo75-V25,0.75,0.0,0.25,0.0,B2_PENALTY_112_Ru50Al50_Hf,0.25,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mo75-V25,B2_PENALTY_113_Ru87Cr12_Hf,-0.19245771783330853,3.10818653,2.562502587,-1.035615577,5.875,0.0853931303142513,1.7176,0.4356446258132884,-12.672,Mo75-V25,0.75,0.0,0.25,0.0,B2_PENALTY_113_Ru87Cr12_Hf,0.4375,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0
Mo75-V25,B2_PENALTY_114_Ru75Cr25_Hf,0.03702094566114864,3.10818653,3.225424668,-0.878162691,5.75,0.0884389348964152,1.6852000000000005,0.4182976930369089,-10.488,Mo75-V25,0.75,0.0,0.25,0.0,B2_PENALTY_114_Ru75Cr25_Hf,0.375,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0
Mo75-V25,B2_PENALTY_115_Ru62Cr37_Hf,-0.19469439115509096,3.10818653,2.556723432,-0.716377173,5.625,0.0918154837201231,1.6474000000000002,0.3937476857074846,-8.122,Mo75-V25,0.75,0.0,0.25,0.0,B2_PENALTY_115_Ru62Cr37_Hf,0.3125,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0
Mo75-V25,B2_PENALTY_116_Ru50Cr50_Hf,0.26400817605872345,3.10818653,4.053567315,-0.552796357,5.5,0.09457197487001,1.615,0.3683408747342603,-6.25,Mo75-V25,0.75,0.0,0.25,0.0,B2_PENALTY_116_Ru50Cr50_Hf,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0
Mo75-V25,B2_PENALTY_117_Ru87Cu12_Hf,-0.18977951738767534,3.10818653,2.569438099,-1.045192975,6.1875,0.0853931303142513,1.7320000000000002,0.4374654272053965,-14.4672,Mo75-V25,0.75,0.0,0.25,0.0,B2_PENALTY_117_Ru87Cu12_Hf,0.4375,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0
Mo75-V25,B2_PENALTY_118_Ru75Cu25_Hf,0.040373972611701114,3.10818653,3.236261822,-0.923389889,6.375,0.0884389348964152,1.7140000000000002,0.4237971212738473,-13.5888,Mo75-V25,0.75,0.0,0.25,0.0,B2_PENALTY_118_Ru75Cu25_Hf,0.375,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0
Mo75-V25,B2_PENALTY_119_Ru62Cu37_Hf,-0.19022822521706312,3.10818653,2.568274935,-0.799684359,6.5625,0.0918154837201231,1.693,0.4062646920420233,-12.1272,Mo75-V25,0.75,0.0,0.25,0.0,B2_PENALTY_119_Ru62Cu37_Hf,0.3125,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0
Mo75-V25,B2_PENALTY_120_Ru50Cu50_Hf,0.26959270835218907,3.10818653,4.076680397,-0.677358279,6.75,0.09457197487001,1.675,0.3897114317029974,-10.5,Mo75-V25,0.75,0.0,0.25,0.0,B2_PENALTY_120_Ru50Cu50_Hf,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
Mo75-V25,B2_PENALTY_121_Ru87Si12_Hf,-0.18796057726218862,3.10818653,2.574158138,-1.089550642,5.75,0.0937602843775687,1.7320000000000002,0.4374654272053965,-12.3552,Mo75-V25,0.75,0.0,0.25,0.0,B2_PENALTY_121_Ru87Si12_Hf,0.4375,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625
Mo75-V25,B2_PENALTY_122_Ru75Si25_Hf,0.0441197879257307,3.10818653,3.248412429,-1.009713639,5.5,0.1038426921242283,1.7140000000000002,0.4237971212738473,-9.9408,Mo75-V25,0.75,0.0,0.25,0.0,B2_PENALTY_122_Ru75Si25_Hf,0.375,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
Mo75-V25,B2_PENALTY_123_Ru62Si37_Hf,-0.18451255296076485,3.10818653,2.583127124,-0.920694427,5.25,0.1142356063938751,1.693,0.4062646920420233,-7.4152,Mo75-V25,0.75,0.0,0.25,0.0,B2_PENALTY_123_Ru62Si37_Hf,0.3125,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875
Mo75-V25,B2_PENALTY_124_Ru50Si50_Hf,0.27708071324665984,3.10818653,4.107906653,-0.838327211,5.0,0.1222287117389678,1.6750000000000005,0.3897114317029974,-5.5,Mo75-V25,0.75,0.0,0.25,0.0,B2_PENALTY_124_Ru50Si50_Hf,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
Mo75-V25,B2_PENALTY_125_Ru100Al0_Ti,0.44394071750598474,3.10818653,4.881705796,-1.057956866,6.0,0.0462633451957295,1.87,0.33,-10.0,Mo75-V25,0.75,0.0,0.25,0.0,B2_PENALTY_125_Ru100Al0_Ti,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mo75-V25,B2_PENALTY_126_Ru87Al12_Ti,-0.2366722415039191,3.10818653,2.450404438,-0.970267174,5.6875,0.0447291357659921,1.8346,0.3242974560492266,-10.912,Mo75-V25,0.75,0.0,0.25,0.0,B2_PENALTY_126_Ru87Al12_Ti,0.4375,0.0,0.5,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mo75-V25,B2_PENALTY_127_Ru75Al25_Ti,-0.00273562552215066,3.10818653,3.09969531,-0.88819063,5.375,0.0428259601061415,1.7992,0.3145335594177512,-11.248,Mo75-V25,0.75,0.0,0.25,0.0,B2_PENALTY_127_Ru75Al25_Ti,0.375,0.0,0.5,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mo75-V25,B2_PENALTY_128_Ru62Al37_Ti,-0.2282658386132444,3.10818653,2.471374896,-0.804440265,5.0625,0.0400790404298587,1.7579,0.2974669561480737,-10.912,Mo75-V25,0.75,0.0,0.25,0.0,B2_PENALTY_128_Ru62Al37_Ti,0.3125,0.0,0.5,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mo75-V25,B2_PENALTY_129_Ru50Al50_Ti,0.23592435415892749,3.10818653,3.939553259,-0.713701673,4.75,0.0371922251866817,1.7225,0.2771619562638422,-10.0,Mo75-V25,0.75,0.0,0.25,0.0,B2_PENALTY_129_Ru50Al50_Ti,0.25,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mo75-V25,B2_PENALTY_130_Ru87Cr12_Ti,-0.24313155564524266,3.10818653,2.434397938,-0.94270459,5.875,0.0499298619726951,1.8376,0.3224317602222213,-8.272,Mo75-V25,0.75,0.0,0.25,0.0,B2_PENALTY_130_Ru87Cr12_Ti,0.4375,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0
Mo75-V25,B2_PENALTY_131_Ru75Cr25_Ti,-0.015150887031291393,3.10818653,3.061448806,-0.80961964,5.75,0.0532543770850372,1.8052,0.3113277372801852,-6.688,Mo75-V25,0.75,0.0,0.25,0.0,B2_PENALTY_131_Ru75Cr25_Ti,0.375,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0
Mo75-V25,B2_PENALTY_132_Ru62Cr37_Ti,-0.2471565475939905,3.10818653,2.424470344,-0.675679922,5.625,0.0567786551293567,1.7674,0.2933619607242902,-5.022,Mo75-V25,0.75,0.0,0.25,0.0,B2_PENALTY_132_Ru62Cr37_Ti,0.3125,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0
Mo75-V25,B2_PENALTY_133_Ru50Cr50_Ti,0.21056671903598878,3.10818653,3.839681408,-0.538077974,5.5,0.0595429689109598,1.735,0.2729010809799038,-3.75,Mo75-V25,0.75,0.0,0.25,0.0,B2_PENALTY_133_Ru50Cr50_Ti,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0
Mo75-V25,B2_PENALTY_134_Ru87Cu12_Ti,-0.24034267689701694,3.10818653,2.441297595,-0.919729937,6.1875,0.0499298619726951,1.852,0.3195246469366644,-10.0672,Mo75-V25,0.75,0.0,0.25,0.0,B2_PENALTY_134_Ru87Cu12_Ti,0.4375,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0
Mo75-V25,B2_PENALTY_135_Ru75Cu25_Ti,-0.010840131795589198,3.10818653,3.074675013,-0.801717189,6.375,0.0532543770850372,1.834,0.3076426498390625,-9.7888,Mo75-V25,0.75,0.0,0.25,0.0,B2_PENALTY_135_Ru75Cu25_Ti,0.375,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0
Mo75-V25,B2_PENALTY_136_Ru62Cu37_Ti,-0.24079561366849103,3.10818653,2.440175866,-0.680640909,6.5625,0.0567786551293567,1.813,0.2917721713940519,-9.0272,Mo75-V25,0.75,0.0,0.25,0.0,B2_PENALTY_136_Ru62Cu37_Ti,0.3125,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0
Mo75-V25,B2_PENALTY_137_Ru50Cu50_Ti,0.21904146314483366,3.10818653,3.872743044,-0.557797759,6.75,0.0595429689109598,1.7950000000000002,0.2761792895928295,-8.0,Mo75-V25,0.75,0.0,0.25,0.0,B2_PENALTY_137_Ru50Cu50_Ti,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
Mo75-V25,B2_PENALTY_138_Ru87Si12_Ti,-0.2393132669496897,3.10818653,2.443848687,-0.989505902,5.75,0.0607546208741894,1.852,0.3195246469366644,-7.9552,Mo75-V25,0.75,0.0,0.25,0.0,B2_PENALTY_138_Ru87Si12_Ti,0.4375,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625
Mo75-V25,B2_PENALTY_139_Ru75Si25_Ti,-0.008444371722759601,3.10818653,3.0820502,-0.93611645,5.5,0.0719655963958058,1.834,0.3076426498390625,-6.1408,Mo75-V25,0.75,0.0,0.25,0.0,B2_PENALTY_139_Ru75Si25_Ti,0.375,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
Mo75-V25,B2_PENALTY_140_Ru62Si37_Ti,-0.23745077508903026,3.10818653,2.448470295,-0.869757039,5.25,0.0826499299050591,1.813,0.2917721713940519,-4.3152,Mo75-V25,0.75,0.0,0.25,0.0,B2_PENALTY_140_Ru62Si37_Ti,0.3125,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875
Mo75-V25,B2_PENALTY_141_Ru50Si50_Ti,0.22353595209419364,3.10818653,3.890404933,-0.808674347,5.0,0.090393746324797,1.795,0.2761792895928295,-3.0,Mo75-V25,0.75,0.0,0.25,0.0,B2_PENALTY_141_Ru50Si50_Ti,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
Mo75-V25,B2_PENALTY_142_Ru100Al0_Zr,0.5025427537781437,3.10818653,5.194385147,-0.960777489,6.0,0.0884353741496598,1.765,0.435,-18.0,Mo75-V25,0.75,0.0,0.25,0.0,B2_PENALTY_142_Ru100Al0_Zr,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mo75-V25,B2_PENALTY_143_Ru87Al12_Zr,-0.17472790193590929,3.10818653,2.608733784,-0.873588029,5.6875,0.0856069896776228,1.7296,0.421971373436635,-17.951999999999998,Mo75-V25,0.75,0.0,0.25,0.0,B2_PENALTY_143_Ru87Al12_Zr,0.4375,0.0,0.0,0.5,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mo75-V25,B2_PENALTY_144_Ru75Al25_Zr,0.06058783401659989,3.10818653,3.302387941,-0.797935587,5.375,0.0825630715605787,1.6942000000000002,0.4054483444287324,-17.328,Mo75-V25,0.75,0.0,0.25,0.0,B2_PENALTY_144_Ru75Al25_Zr,0.375,0.0,0.0,0.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
