B2_Name,a_B2,B2_Formation_Energy,B2_VEC,B2_delta_r,B2_chi_avg,B2_delta_chi,B2_Hmix,B2_Ru,B2_Hf,B2_Ti,B2_Zr,B2_Al,B2_Mo,B2_Nb,B2_Ta,B2_W,B2_V,B2_Cr,B2_Cu,B2_Si
B2_PENALTY_122_Ru75Si25_Hf,3.248412429,-1.009713639,5.5,0.1038426921242283,1.7140000000000002,0.4237971212738473,-9.9408,0.375,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
B2_PENALTY_123_Ru62Si37_Hf,2.583127124,-0.920694427,5.25,0.1142356063938751,1.693,0.4062646920420233,-7.4152,0.3125,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875
B2_PENALTY_124_Ru50Si50_Hf,4.107906653,-0.838327211,5.0,0.1222287117389678,1.6750000000000005,0.3897114317029974,-5.5,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
B2_PENALTY_125_Ru100Al0_Ti,4.881705796,-1.057956866,6.0,0.0462633451957295,1.87,0.33,-10.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B2_PENALTY_126_Ru87Al12_Ti,2.450404438,-0.970267174,5.6875,0.0447291357659921,1.8346,0.3242974560492266,-10.912,0.4375,0.0,0.5,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B2_PENALTY_127_Ru75Al25_Ti,3.09969531,-0.88819063,5.375,0.0428259601061415,1.7992,0.3145335594177512,-11.248,0.375,0.0,0.5,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B2_PENALTY_128_Ru62Al37_Ti,2.471374896,-0.804440265,5.0625,0.0400790404298587,1.7579,0.2974669561480737,-10.912,0.3125,0.0,0.5,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B2_PENALTY_129_Ru50Al50_Ti,3.939553259,-0.713701673,4.75,0.0371922251866817,1.7225,0.2771619562638422,-10.0,0.25,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B2_PENALTY_130_Ru87Cr12_Ti,2.434397938,-0.94270459,5.875,0.0499298619726951,1.8376,0.3224317602222213,-8.272,0.4375,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0
B2_PENALTY_131_Ru75Cr25_Ti,3.061448806,-0.80961964,5.75,0.0532543770850372,1.8052,0.3113277372801852,-6.688,0.375,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0
B2_PENALTY_132_Ru62Cr37_Ti,2.424470344,-0.675679922,5.625,0.0567786551293567,1.7674,0.2933619607242902,-5.022,0.3125,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0
B2_PENALTY_133_Ru50Cr50_Ti,3.839681408,-0.538077974,5.5,0.0595429689109598,1.735,0.2729010809799038,-3.75,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0
B2_PENALTY_134_Ru87Cu12_Ti,2.441297595,-0.919729937,6.1875,0.0499298619726951,1.852,0.3195246469366644,-10.0672,0.4375,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0
B2_PENALTY_135_Ru75Cu25_Ti,3.074675013,-0.801717189,6.375,0.0532543770850372,1.834,0.3076426498390625,-9.7888,0.375,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0
B2_PENALTY_136_Ru62Cu37_Ti,2.440175866,-0.680640909,6.5625,0.0567786551293567,1.813,0.2917721713940519,-9.0272,0.3125,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0
B2_PENALTY_137_Ru50Cu50_Ti,3.872743044,-0.557797759,6.75,0.0595429689109598,1.7950000000000002,0.2761792895928295,-8.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
B2_PENALTY_138_Ru87Si12_Ti,2.443848687,-0.989505902,5.75,0.0607546208741894,1.852,0.3195246469366644,-7.9552,0.4375,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625
B2_PENALTY_139_Ru75Si25_Ti,3.0820502,-0.93611645,5.5,0.0719655963958058,1.834,0.3076426498390625,-6.1408,0.375,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
B2_PENALTY_140_Ru62Si37_Ti,2.448470295,-0.869757039,5.25,0.0826499299050591,1.813,0.2917721713940519,-4.3152,0.3125,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875
B2_PENALTY_141_Ru50Si50_Ti,3.890404933,-0.808674347,5.0,0.090393746324797,1.795,0.2761792895928295,-3.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
B2_PENALTY_142_Ru100Al0_Zr,5.194385147,-0.960777489,6.0,0.0884353741496598,1.765,0.435,-18.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B2_PENALTY_143_Ru87Al12_Zr,2.608733784,-0.873588029,5.6875,0.0856069896776228,1.7296,0.421971373436635,-17.951999999999998,0.4375,0.0,0.0,0.5,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B2_PENALTY_144_Ru75Al25_Zr,3.302387941,-0.797935587,5.375,0.0825630715605787,1.6942000000000002,0.4054483444287324,-17.328,0.375,0.0,0.0,0.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B2_PENALTY_145_Ru62Al37_Zr,2.633831346,-0.726652657,5.0625,0.0787099182537501,1.6529,0.381143791763686,-15.872,0.3125,0.0,0.0,0.5,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B2_PENALTY_146_Ru50Al50_Zr,4.199293486,-0.654418284,4.75,0.0751158704347694,1.6175000000000002,0.3552024070864386,-14.0,0.25,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B2_PENALTY_147_Ru87Cr12_Zr,2.592179044,-0.824075051,5.875,0.0915913075118357,1.7326,0.4212875977286776,-15.312,0.4375,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0
B2_PENALTY_148_Ru75Cr25_Zr,3.262005664,-0.675888976,5.75,0.0946071432924222,1.7002000000000002,0.4045268347093924,-12.768,0.375,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0
B2_PENALTY_149_Ru62Cr37_Zr,2.585500791,-0.525764636,5.625,0.097964971374696,1.6624,0.3805788223219995,-9.982,0.3125,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0
B2_PENALTY_150_Ru50Cr50_Zr,4.09832298,-0.377855166,5.5,0.100717188245724,1.63,0.355598087733891,-7.75,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0
B2_PENALTY_151_Ru87Cu12_Zr,2.598620194,-0.842497728,6.1875,0.0915913075118357,1.747,0.4226594373724548,-17.1072,0.4375,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0
B2_PENALTY_152_Ru75Cu25_Zr,3.273069781,-0.744916574,6.375,0.0946071432924222,1.729,0.4091564492953766,-15.8688,0.375,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0
B2_PENALTY_153_Ru62Cu37_Zr,2.597649425,-0.643740809,6.5625,0.097964971374696,1.708,0.3917728933961614,-13.9872,0.3125,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0
B2_PENALTY_154_Ru50Cu50_Zr,4.124319928,-0.545283305,6.75,0.100717188245724,1.6900000000000002,0.3752998800959041,-12.0,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
B2_PENALTY_155_Ru87Si12_Zr,2.603487904,-0.898605077,5.75,0.0996987498196708,1.747,0.4226594373724548,-14.9952,0.4375,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625
B2_PENALTY_156_Ru75Si25_Zr,3.285422312,-0.857108746,5.5,0.1096308366502065,1.729,0.4091564492953766,-12.2208,0.375,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
B2_PENALTY_157_Ru62Si37_Zr,2.611968248,-0.806319256,5.25,0.1199620550667942,1.708,0.3917728933961614,-9.2752,0.3125,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875
B2_PENALTY_158_Ru50Si50_Zr,4.150436873,-0.770078956,5.0,0.127965781170799,1.69,0.3752998800959041,-7.0,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
B2_MULTI_159_A_Ru87_Al12_B_HfTi,2.518380484,-0.993246203,5.6875,0.0678797217863284,1.7746000000000002,0.3889997943444186,-13.112,0.4375,0.25,0.25,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B2_MULTI_160_A_Ru75_Al25_B_HfTi,3.186447237,-0.900034303,5.375,0.0654597746128897,1.7392,0.3752803751863399,-13.148,0.375,0.25,0.25,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B2_MULTI_161_A_Ru87_Al12_B_HfZr,2.593983772,-0.966894404,5.6875,0.0826853853075511,1.7221000000000002,0.4292115911761937,-16.631999999999998,0.4375,0.25,0.0,0.25,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B2_MULTI_162_A_Ru75_Al25_B_HfZr,3.283818469,-0.87583034,5.375,0.0796873228030491,1.6867,0.4123349487976978,-16.188,0.375,0.25,0.0,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B2_MULTI_163_A_Ru87_Al12_B_HfAl,2.495293785,-4.954411074,2.8125,0.0553065594713224,1.8678,0.3451393341825878,-18.8,0.25,0.0625,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B2_MULTI_163_A_Ru87_Al13_B_HfAl,2.494957013,-1.044063929,5.4375,0.0671169315930914,1.7921,0.3795109879832204,-17.512,0.4375,0.25,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B2_MULTI_164_A_Ru75_Al25_B_HfAl,3.160855152,-0.932800309,5.125,0.0647257979106258,1.7552475247524757,0.3655934929642944,-16.912067444368198,0.375,0.25,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B2_MULTI_165_A_Ru87_Al12_B_TiZr,2.533666714,-0.881935538,5.6875,0.0727621617453034,1.7821000000000002,0.3799613006610016,-14.432,0.4375,0.0,0.25,0.25,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B2_MULTI_166_A_Ru75_Al25_B_TiZr,3.206361714,-0.808063227,5.375,0.0703058182976203,1.7467,0.3666280267519111,-14.288,0.375,0.0,0.25,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B2_MULTI_167_A_Ru87_Al12_B_TiAl,2.424572308,-5.952786629,1.5,0.0273038199437399,1.694324324324325,0.2239032192052839,-9.817384952520088,0.0625,0.0,0.0625,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B2_MULTI_167_A_Ru87_Al13_B_TiAl,2.424470144,-1.021190861,5.4375,0.0396803315535911,1.8521,0.309477931361834,-15.312,0.4375,0.0,0.25,0.0,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B2_MULTI_168_A_Ru75_Al25_B_TiAl,3.070901903,-0.941385339,5.125,0.0380980563492807,1.814653465346535,0.3004965012116891,-15.049504950495049,0.375,0.0,0.25,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B2_MULTI_169_A_Ru87_Al12_B_ZrAl,2.512434563,-3.978965604,3.1875,0.0773292902137734,1.9146938775510205,0.3828683476015858,-17.35276967930029,0.3125,0.0,0.0,0.125,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B2_MULTI_169_A_Ru87_Al13_B_ZrAl,2.512433663,-0.95203949,5.4375,0.0724611766706071,1.7996,0.3698862527859072,-18.832,0.4375,0.0,0.0,0.25,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B2_MULTI_170_A_Ru75_Al25_B_ZrAl,3.180115415,-0.885427863,5.125,0.0699929276125827,1.762673267326733,0.356461962724668,-18.02960494069209,0.375,0.0,0.0,0.25,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
